obs;group;theta;resp;error;delta;session;rt;respback;errorc;error_out_after;block_start_index;rtc;exclude
14;2;59;65.5;6.5;-7;1;1.50923668912583;1;6.50247579353159;0;0;1.50923668912583;1
14;2;142;NaN;NaN;-83;1;2.00874677613319;1;NaN;0;0;NaN;1
14;2;51;46.5;-4.5;-89;1;2.49607335651331;0;-2.22472553968041;1;0;2.49607335651331;1
14;2;134;134;0;-83;1;3.4879545539809;1;1.81970504446145;0;0;3.4879545539809;1
14;2;1;179;-2;-47;1;4.98411427930114;1;NaN;0;0;NaN;1
14;2;43;50;7;-42;1;1.4761648251847;1;-1.69883076133639;1;0;1.4761648251847;1
14;2;33;50;17;10;1;1.44499855856793;1;8.05500462181183;0;0;1.44499855856793;1
14;2;53;39.5;-13.5;-20;1;2.88681215351676;1;-13.1671685030683;0;0;2.88681215351676;1
14;2;107;117.5;10.5;-54;1;1.61516566268961;1;-2.5172642387927;0;0;1.61516566268961;1
14;2;78;NaN;NaN;29;1;2.0087652505058;1;NaN;0;0;NaN;1
14;2;102;94.5;-7.5;-24;1;2.43761496764273;0;-13.1343034455091;1;0;2.43761496764273;1
14;2;39;34;-5;63;1;2.02404560937407;1;-15.3849204878091;0;0;2.02404560937407;1
14;2;24;33.5;9.5;15;1;1.42668566564544;1;-0.0040510568591674;0;0;1.42668566564544;1
14;2;56;NaN;NaN;-32;1;2.00873685471083;1;NaN;0;0;NaN;1
14;2;83;90.5;7.5;-27;1;2.82469926004683;0;6.94033481310993;1;0;2.82469926004683;1
14;2;87;NaN;NaN;-4;1;2.00871290645;1;NaN;0;0;NaN;1
14;2;127;133;6;-40;1;2.07874993730366;0;2.04947524548248;1;0;2.07874993730366;1
14;2;90;NaN;NaN;37;1;2.00872898599664;1;NaN;0;0;NaN;1
14;2;127;117.5;-9.5;-37;1;1.66679982358346;0;-13.4505247545175;1;0;1.66679982358346;1
14;2;131;136;5;-4;1;1.48385803291058;1;-1.22698358958179;0;0;1.48385803291058;1
14;2;37;37.5;0.5;-86;1;2.65243497251436;1;-6.19321277895402;0;0;2.65243497251436;1
14;2;0;NaN;NaN;37;1;2.00871769610217;1;NaN;0;0;NaN;1
14;2;135;151;16;45;1;4.72118358693638;0;NaN;1;0;NaN;1
14;2;44;NaN;NaN;-89;1;2.00888909722607;1;NaN;1;0;NaN;1
14;2;147;134.5;-12.5;77;1;4.82757476193387;0;NaN;1;0;NaN;1
14;2;138;NaN;NaN;9;1;2.00871016950578;1;NaN;1;0;NaN;1
14;2;174;134;-40;-36;1;1.89702266557174;0;NaN;1;0;NaN;1
14;2;32;NaN;NaN;-38;1;2.00873788106492;1;NaN;0;0;NaN;1
14;2;141;128;-13;71;1;1.82825489254083;0;-5.56994807946722;1;0;1.82825489254083;1
14;2;0;NaN;NaN;-39;1;2.00873753894689;1;NaN;0;0;NaN;1
14;2;61;48.5;-12.5;-61;1;2.09832798263301;0;-7.82360291165132;1;0;2.09832798263301;1
14;2;139;NaN;NaN;-78;1;2.00873993377286;1;NaN;0;0;NaN;1
14;2;172;126.5;-45.5;-33;1;1.5419140909994;0;NaN;1;0;NaN;1
14;2;73;NaN;NaN;-81;1;2.00873548623872;1;NaN;1;0;NaN;1
14;2;108;58;-50;-35;1;2.02318415622085;0;NaN;1;0;NaN;1
14;2;94;133;39;NaN;1;2.40039150163147;0;NaN;1;1;NaN;1
14;2;124;54;-70;-30;1;1.9160345055916;1;NaN;0;0;NaN;1
14;2;175;NaN;NaN;-51;1;2.00873685471106;1;NaN;1;0;NaN;1
14;2;174;123.5;-50.5;1;1;2.50243469882003;0;NaN;1;0;NaN;1
14;2;70;42;-28;-76;1;3.23799389755231;1;-19.564765219032;1;0;3.23799389755231;1
14;2;130;64.5;-65.5;-60;1;4.30434186988737;1;NaN;0;0;NaN;1
14;2;92;NaN;NaN;38;1;2.0087796194623;1;NaN;1;0;NaN;1
14;2;104;133.5;29.5;-12;1;3.46689069012768;0;22.8925165111827;1;0;3.46689069012768;1
14;2;82;NaN;NaN;22;1;2.00873035446875;1;NaN;0;0;NaN;1
14;2;110;61;-49;-28;1;5.68719416248837;0;NaN;1;0;NaN;1
14;2;95;NaN;NaN;15;1;2.00873822318295;1;NaN;1;0;NaN;1
14;2;144;142.5;-1.5;-49;1;6.12225776906917;0;NaN;1;0;NaN;1
14;2;72;NaN;NaN;72;1;2.00873309141252;1;NaN;1;0;NaN;1
14;2;29;31;2;43;1;2.36438939692152;0;-2.95995856897834;1;0;2.36438939692152;1
14;2;133;148.5;15.5;76;1;6.45752794650525;1;NaN;0;0;NaN;1
14;2;35;39.5;4.5;-82;1;4.05794882008308;1;NaN;1;0;NaN;1
14;2;135;15.5;60.5;80;1;3.38724116950334;1;NaN;1;0;NaN;1
14;2;41;17.5;-23.5;-86;1;3.32702018863733;1;-24.6961512330089;1;0;3.32702018863733;1
14;2;20;NaN;NaN;21;1;2.00871906457428;1;NaN;0;0;NaN;1
14;2;39;16;-23;-19;1;3.82530788798931;0;-33.3849204878091;1;0;3.82530788798931;1
14;2;75;NaN;NaN;-36;1;2.00876867168586;1;NaN;0;0;NaN;1
14;2;106;9.5;83.5;-31;1;3.08690158316494;0;NaN;1;0;NaN;1
14;2;137;NaN;NaN;-31;1;2.00876148720772;1;NaN;1;0;NaN;1
14;2;133;39;86;4;1;3.37846481615293;0;NaN;1;0;NaN;1
14;2;18;NaN;NaN;-65;1;2.0087218015185;1;NaN;1;0;NaN;1
14;2;14;4.5;-9.5;4;1;5.9463109232604;0;NaN;1;0;NaN;1
14;2;19;NaN;NaN;-5;1;2.00871119585986;1;NaN;1;0;NaN;1
14;2;179;45;46;20;1;3.59564611954033;0;NaN;1;0;NaN;1
14;2;49;NaN;NaN;-50;1;2.00871838033822;1;NaN;1;0;NaN;1
14;2;29;43.5;14.5;20;1;1.89045844728389;0;9.54004143102166;1;0;1.89045844728389;1
14;2;30;32.5;2.5;-1;1;3.87445861423748;1;-8.17312709225213;0;0;3.87445861423748;1
14;2;85;44.5;-40.5;-55;1;1.98677014142504;1;-35.1020185700662;0;0;1.98677014142504;1
14;2;141;16;55;-56;1;1.41517510514677;1;NaN;0;0;NaN;1
14;2;23;52;29;-62;1;2.78640941219373;1;18.9750528945164;1;0;2.78640941219373;1
14;2;65;NaN;NaN;-42;1;2.00869956384759;1;NaN;0;0;NaN;1
14;2;113;56.5;-56.5;-48;1;2.7778095917372;0;NaN;1;0;NaN;1
14;2;59;38;-21;54;1;4.63032183271957;1;NaN;1;0;NaN;1
14;2;71;66.5;-4.5;-12;1;2.74522593019856;1;0.0307977154862595;1;0;2.74522593019856;1
14;2;112;NaN;NaN;-41;1;2.00873343353078;1;NaN;0;0;NaN;1
14;2;31;70;39;81;1;2.75428521514459;0;27.2518198302784;1;0;2.75428521514459;1
14;2;164;142;-22;47;1;3.8716915637599;1;-17.882596383133;0;0;3.8716915637599;1
14;2;66;60;-6;-82;1;3.04848344105744;1;-0.75476198398032;0;0;3.04848344105744;1
14;2;169;NaN;NaN;77;1;2.00873138082261;1;NaN;0;0;NaN;1
14;2;148;143.5;-4.5;21;1;3.05358818390778;0;-0.656758851143594;1;0;3.05358818390778;1
14;2;125;NaN;NaN;23;1;2.0087508815493;1;NaN;0;0;NaN;1
14;2;68;42;-26;57;1;2.39443830611231;0;-18.3525539466295;1;0;2.39443830611231;1
14;2;19;59;40;49;1;2.32662435809766;1;28.7614269156161;0;0;2.32662435809766;1
14;2;173;23;30;26;1;3.31726469353771;1;31.4500744854492;0;0;3.31726469353771;1
14;2;159;89;-70;14;1;3.00405668031271;1;NaN;0;0;NaN;1
14;2;46;62;16;-67;1;3.63945433091999;1;15.5996603500714;1;0;3.63945433091999;1
14;2;87;87;0;NaN;1;2.22818332145289;0;NaN;0;1;NaN;1
14;2;78;52.5;-25.5;9;1;3.08693340013997;1;-24.5920503753247;0;0;3.08693340013997;1
14;2;52;NaN;NaN;26;1;2.00877346133802;1;NaN;0;0;NaN;1
14;2;70;57;-13;-18;1;1.6184869443457;0;-4.56476521903203;1;0;1.6184869443457;1
14;2;117;NaN;NaN;-47;1;2.00874267071708;1;NaN;0;0;NaN;1
14;2;10;139;-51;-73;1;3.0891092706936;0;NaN;1;0;NaN;1
14;2;66;NaN;NaN;-56;1;2.00875943449955;1;NaN;1;0;NaN;1
14;2;62;60;-2;4;1;2.46848598641532;0;4.38367280803224;1;0;2.46848598641532;1
14;2;143;141;-2;-81;1;2.28564956808987;1;0.951015688004376;0;0;2.28564956808987;1
14;2;1;0;-1;-38;1;2.17387208711853;1;2.10701527768119;0;0;2.17387208711853;1
14;2;150;NaN;NaN;31;1;2.00873617047478;1;NaN;0;0;NaN;1
14;2;85;87;2;65;1;1.52603434137518;0;7.39798142993377;1;0;1.52603434137518;1
14;2;69;NaN;NaN;16;1;2.00871085374183;1;NaN;0;0;NaN;1
14;2;127;137;10;-58;1;2.07211147940734;0;6.04947524548248;1;0;2.07211147940734;1
14;2;154;NaN;NaN;-27;1;2.00870435349975;1;NaN;0;0;NaN;1
14;2;93;90.5;-2.5;61;1;2.06848537060296;0;1.4900700790009;1;0;2.06848537060296;1
14;2;78;NaN;NaN;15;1;2.00870811679783;1;NaN;0;0;NaN;1
14;2;0;0.5;0.5;78;1;3.80887048600607;0;1.03477086497478;1;0;3.80887048600607;1
14;2;60;59;-1;-60;1;2.61978186101942;1;2.70731195471993;0;0;2.61978186101942;1
14;2;88;94;6;-28;1;4.31868345693169;1;NaN;0;0;NaN;1
14;2;4;178;-6;84;1;3.09353490929107;1;-3.98530210214366;1;0;3.09353490929107;1
14;2;0;177.5;-2.5;4;1;2.34137067074994;1;-1.96522913502522;0;0;2.34137067074994;1
14;2;9;4.5;-4.5;-9;1;2.05922320967602;1;-3.64012031411501;0;0;2.05922320967602;1
14;2;170;166;-4;19;1;2.3327941143184;1;-3.82895604723246;0;0;2.3327941143184;1
14;2;25;NaN;NaN;-35;1;2.00870880103389;1;NaN;0;0;NaN;1
14;2;72;67;-5;-47;1;1.77506580528438;0;-3.02518616190705;1;0;1.77506580528438;1
14;2;116;NaN;NaN;-44;1;2.00871290645;1;NaN;0;0;NaN;1
14;2;9;6;-3;-73;1;2.79046966875467;0;-2.14012031411501;1;0;2.79046966875467;1
14;2;62;49.5;-12.5;-53;1;1.48297126302464;1;-6.11632719196776;0;0;1.48297126302464;1
14;2;129;143;14;-67;1;2.64277800740228;1;14.9218590921882;0;0;2.64277800740228;1
14;2;42;NaN;NaN;87;1;2.00873035446875;1;NaN;0;0;NaN;1
14;2;44;28;-16;-2;1;1.67218305049551;0;-21.0771086859943;1;0;1.67218305049551;1
14;2;177;NaN;NaN;47;1;2.00870298502787;1;NaN;0;0;NaN;1
14;2;32;11;-21;-35;1;1.7725854497005;0;-29.6251251867476;1;0;1.7725854497005;1
14;2;41;NaN;NaN;-9;1;2.0086958005495;1;NaN;0;0;NaN;1
14;2;58;49;-9;-17;1;2.19685249607278;0;-3.67070194585789;1;0;2.19685249607278;1
14;2;92;88;-4;-34;1;2.26491140058351;1;-4.7493666863845;0;0;2.26491140058351;1
14;2;51;76;25;41;1;1.54618953979002;1;27.2752744603196;0;0;1.54618953979002;1
14;2;39;30;-9;12;1;1.64825736947523;1;-19.3849204878091;0;0;1.64825736947523;1
14;2;103;114;11;-64;1;1.69838039511228;1;-0.143707974385575;0;0;1.69838039511228;1
14;2;138;NaN;NaN;-35;1;2.00873309141275;1;NaN;0;0;NaN;1
14;2;133;139.5;6.5;5;1;4.44583948464037;0;NaN;1;0;NaN;1
14;2;72;NaN;NaN;61;1;2.00869990596561;1;NaN;1;0;NaN;1
14;2;106;143;37;-34;1;2.40287048874302;0;27.9043716035948;1;0;2.40287048874302;1
14;2;11;NaN;NaN;-85;1;2.00874061800891;1;NaN;0;0;NaN;1
14;2;85;85.5;0.5;-74;1;2.98605066724645;0;5.89798142993377;1;0;2.98605066724645;1
14;2;74;69.5;-4.5;11;1;1.48610574824647;1;4.34985684123073;0;0;1.48610574824647;1
14;2;134;119.5;-14.5;-60;1;1.68655371757063;1;-12.6802949555386;0;0;1.68655371757063;1
14;2;122;148;26;12;1;2.47895582392312;1;20.877851847185;0;0;2.47895582392312;1
14;2;93;108.5;15.5;29;1;1.65559990623933;1;19.4900700790009;0;0;1.65559990623933;1
14;2;19;49.5;30.5;NaN;2;3.57234377688474;0;NaN;0;1;NaN;1
14;2;25;35;10;-6;2;2.27301959680472;1;1.17709014545451;0;0;2.27301959680472;1
14;2;57;35.5;-21.5;-32;2;1.85080389002997;1;-11.5426262847079;0;0;1.85080389002997;1
14;2;0;4;4;57;2;2.22774643609955;1;4.53477086497478;0;0;2.22774643609955;1
14;2;132;131;-1;48;2;2.68638539485664;1;-0.375840508395381;0;0;2.68638539485664;1
14;2;73;63;-10;59;2;1.39884889086488;1;-1.20086558480054;0;0;1.39884889086488;1
14;2;7;NaN;NaN;66;2;2.00875122301477;1;NaN;0;0;NaN;1
14;2;111;45;-66;76;2;3.86180366833787;0;NaN;1;0;NaN;1
14;2;148;119;-29;-37;2;2.05507673872353;1;-25.1567588511436;1;0;2.05507673872353;1
14;2;145;136.5;-8.5;3;2;1.72925483441259;1;-1.58820793096158;0;0;1.72925483441259;1
14;2;134;NaN;NaN;11;2;2.008725222046;1;NaN;0;0;NaN;1
14;2;33;61;28;-79;2;2.65868615216914;0;19.0550046218118;1;0;2.65868615216914;1
14;2;129;NaN;NaN;84;2;2.00874438065421;1;NaN;0;0;NaN;1
14;2;127;51;-76;2;2;3.67127712134834;0;NaN;1;0;NaN;1
14;2;160;NaN;NaN;-33;2;2.00872282722003;1;NaN;1;0;NaN;1
14;2;81;1.5;-79.5;79;2;3.97144085902846;0;NaN;1;0;NaN;1
14;2;46;NaN;NaN;35;2;2.00873377499647;1;NaN;1;0;NaN;1
14;2;70;35.5;-34.5;-24;2;2.9556144798139;0;-26.064765219032;1;0;2.9556144798139;1
14;2;19;32;13;51;2;2.56108159406267;1;1.76142691561611;0;0;2.56108159406267;1
14;2;103;90.5;-12.5;-84;2;2.19054007598879;1;-23.6437079743856;0;0;2.19054007598879;1
14;2;72;NaN;NaN;31;2;2.00871769544983;1;NaN;0;0;NaN;1
14;2;21;47.5;26.5;51;2;2.46997898876498;0;23.879174269658;1;0;2.46997898876498;1
14;2;172;NaN;NaN;29;2;2.00874438065466;1;NaN;0;0;NaN;1
14;2;35;138;-77;-43;2;2.52212427396853;0;NaN;1;0;NaN;1
14;2;115;132;17;-80;2;4.56097759018667;1;NaN;1;0;NaN;1
14;2;141;116.5;-24.5;-26;2;2.90997525283683;1;-17.0699480794672;1;0;2.90997525283683;1
14;2;175;NaN;NaN;-34;2;2.00876524985324;1;NaN;0;0;NaN;1
14;2;175;107;-68;0;2;2.75294240129688;0;NaN;1;0;NaN;1
14;2;53;NaN;NaN;-58;2;2.00869306295272;1;NaN;1;0;NaN;1
14;2;147;112;-35;86;2;4.26551934363715;0;NaN;1;0;NaN;1
14;2;85;95;10;62;2;1.9942714202939;1;15.3979814299338;1;0;1.9942714202939;1
14;2;76;92;16;9;2;4.27831524150542;1;NaN;0;0;NaN;1
14;2;43;52.5;9.5;33;2;3.90256463458854;1;0.801169238663607;1;0;3.90256463458854;1
14;2;47;50;3;-4;2;4.50999721681274;1;NaN;0;0;NaN;1
14;2;65;71.5;6.5;-18;2;3.90900603250975;1;14.7362324318047;1;0;3.90900603250975;1
14;2;0;178.5;-1.5;65;2;1.46828892578833;1;-0.965229135025217;0;0;1.46828892578833;1
14;2;170;NaN;NaN;10;2;2.00872351145563;1;NaN;0;0;NaN;1
14;2;162;179.5;17.5;8;2;3.04069615022581;0;20.2063607082369;1;0;3.04069615022581;1
14;2;131;NaN;NaN;31;2;2.00875806537533;1;NaN;0;0;NaN;1
14;2;18;161;-37;-67;2;3.75777550244584;0;NaN;1;0;NaN;1
14;2;97;NaN;NaN;-79;2;2.00875293360468;1;NaN;0;0;NaN;1
14;2;43;143.5;-79.5;54;2;4.10263798468986;0;NaN;1;0;NaN;1
14;2;0;NaN;NaN;43;2;2.00872727475416;1;NaN;1;0;NaN;1
14;2;80;177;-83;-80;2;3.67300173824424;0;NaN;1;0;NaN;1
14;2;149;NaN;NaN;-69;2;2.00871324791524;1;NaN;1;0;NaN;1
14;2;78;176.5;-81.5;71;2;3.14934769892534;0;NaN;1;0;NaN;1
14;2;150;NaN;NaN;-72;2;2.00870230013925;1;NaN;1;0;NaN;1
14;2;43;139.5;-83.5;-73;2;2.28626948527426;0;NaN;1;0;NaN;1
14;2;26;51;25;17;2;3.91078265134365;1;16.6044748252753;1;0;3.91078265134365;1
14;2;163;127.5;-35.5;43;2;2.78981656481801;1;-28.3509043179609;0;0;2.78981656481801;1
14;2;101;118;17;NaN;2;2.47399682269315;0;NaN;0;1;NaN;1
14;2;1;47;46;-80;2;3.08266616152923;1;NaN;0;0;NaN;1
14;2;103;NaN;NaN;78;2;2.00873959100272;1;NaN;1;0;NaN;1
14;2;73;61.5;-11.5;30;2;2.69418739611046;0;-2.70086558480054;1;0;2.69418739611046;1
14;2;162;NaN;NaN;-89;2;2.0087320644061;1;NaN;0;0;NaN;1
14;2;48;65;17;-66;2;2.84982714310672;0;14.0225579768878;1;0;2.84982714310672;1
14;2;136;NaN;NaN;-88;2;2.00869785260511;1;NaN;0;0;NaN;1
14;2;71;44.5;-26.5;65;2;2.3184224202364;0;-21.9692022845137;1;0;2.3184224202364;1
14;2;126;NaN;NaN;-55;2;2.0087255641638;1;NaN;0;0;NaN;1
14;2;153;130.5;-22.5;-27;2;4.76075466609063;0;NaN;1;0;NaN;1
14;2;82;106.5;24.5;71;2;4.21377023109153;1;NaN;1;0;NaN;1
14;2;52;57;5;30;2;2.9687600222901;1;5.52475385246859;1;0;2.9687600222901;1
14;2;98;71.5;-26.5;-46;2;3.22961611103301;1;-30.4519986671889;0;0;3.22961611103301;1
14;2;63;53;-10;35;2;3.36831964798557;1;-3.68382632458262;0;0;3.36831964798557;1
14;2;48;NaN;NaN;15;2;2.00871872180369;1;NaN;0;0;NaN;1
14;2;173;69;76;55;2;2.27247391857645;0;NaN;1;0;NaN;1
14;2;160;135;-25;13;2;4.37753083332882;1;NaN;1;0;NaN;1
14;2;29;60.5;31.5;-49;2;3.74968885900671;1;26.5400414310217;1;0;3.74968885900671;1
14;2;71;NaN;NaN;-42;2;2.00871461638735;1;NaN;0;0;NaN;1
14;2;136;72.5;-63.5;-65;2;5.90305078428264;0;NaN;1;0;NaN;1
14;2;36;NaN;NaN;-80;2;2.00871495850561;1;NaN;1;0;NaN;1
14;2;6;113.5;-72.5;30;2;2.58493235123797;0;NaN;1;0;NaN;1
14;2;122;NaN;NaN;64;2;2.00869819472291;1;NaN;1;0;NaN;1
14;2;134;77.5;-56.5;-12;2;3.7605832649665;0;NaN;1;0;NaN;1
14;2;108;NaN;NaN;26;2;2.00869477354308;1;NaN;1;0;NaN;1
14;2;136;134.5;-1.5;-28;2;4.78517197069277;0;NaN;1;0;NaN;1
14;2;45;NaN;NaN;-89;2;2.00872898534408;1;NaN;1;0;NaN;1
14;2;141;49;88;84;2;3.96835050703021;0;NaN;1;0;NaN;1
14;2;52;51.5;-0.5;89;2;2.28513433771195;1;0.0247538524685897;1;0;2.28513433771195;1
14;2;104;69.5;-34.5;-52;2;3.12561086704773;1;NaN;0;0;NaN;1
14;2;152;116.5;-35.5;-48;2;2.66794112861726;1;-27.8090032057706;0;0;2.66794112861726;1
14;2;105;69;-36;47;2;3.03702898725987;1;NaN;0;0;NaN;1
14;2;74;NaN;NaN;31;2;2.00873069593399;1;NaN;0;0;NaN;1
14;2;139;91;-48;-65;2;3.09838682627833;0;NaN;1;0;NaN;1
14;2;86;NaN;NaN;53;2;2.00875977596479;1;NaN;1;0;NaN;1
14;2;147;3.5;36.5;-61;2;1.35790557571363;0;NaN;1;0;NaN;1
14;2;37;43.5;6.5;-70;2;1.90728723161965;1;-0.193212778954021;0;0;1.90728723161965;1
14;2;168;90.5;-77.5;49;2;3.3065204767322;1;NaN;0;0;NaN;1
14;2;116;51;-65;52;2;5.82599622877615;1;NaN;1;0;NaN;1
14;2;175;71;76;-59;2;2.30810516736165;1;NaN;1;0;NaN;1
14;2;76;NaN;NaN;-81;2;2.00874814395229;1;NaN;1;0;NaN;1
14;2;16;80;64;60;2;2.38352337241895;0;NaN;1;0;NaN;1
14;2;16;NaN;NaN;0;2;2.00870948461716;1;NaN;1;0;NaN;1
14;2;78;89;11;-62;2;3.38262702322891;0;11.9079496246753;1;0;3.38262702322891;1
14;2;73;1;-72;5;2;3.49065968044579;1;NaN;0;0;NaN;1
14;2;128;117.5;-10.5;-55;2;1.84259339987057;1;-12.5041629152143;1;0;1.84259339987057;1
14;2;156;126;-30;-28;2;2.65289204152532;1;-23.2053933578698;0;0;2.65289204152532;1
14;2;16;49;33;-40;2;2.55814758999486;1;27.1289306615482;0;0;2.55814758999486;1
14;2;112;NaN;NaN;84;2;2.00872214298397;1;NaN;0;0;NaN;1
14;2;92;121;29;20;2;3.19952477920833;0;28.2506333136155;1;0;3.19952477920833;1
14;2;63;52.5;-10.5;NaN;2;2.18509116241921;0;NaN;0;1;NaN;1
14;2;61;76.5;15.5;2;2;2.73399453734464;1;20.1763970883487;0;0;2.73399453734464;1
14;2;81;NaN;NaN;-20;2;2.00875293360468;1;NaN;0;0;NaN;1
14;2;122;47.5;-74.5;-41;2;1.41502149350708;0;NaN;1;0;NaN;1
14;2;23;40.5;17.5;-81;2;4.57062942352877;1;NaN;1;0;NaN;1
14;2;89;89.5;0.5;-66;2;2.27925538180125;1;1.16895358660787;1;0;2.27925538180125;1
14;2;81;92;11;8;2;2.62392833066679;1;16.3660865985389;0;0;2.62392833066679;1
14;2;164;154.5;-9.5;-83;2;3.6745539276626;1;-5.38259638313297;0;0;3.6745539276626;1
14;2;170;NaN;NaN;-6;2;2.00871119520707;1;NaN;0;0;NaN;1
14;2;4;177.5;-6.5;-14;2;4.82211147875478;0;NaN;1;0;NaN;1
14;2;172;93;-79;12;2;5.47284559558375;1;NaN;1;0;NaN;1
14;2;56;63.5;7.5;-64;2;1.86530114076959;1;6.9830979440105;1;0;1.86530114076959;1
14;2;10;NaN;NaN;46;2;2.00869990531328;1;NaN;0;0;NaN;1
14;2;126;52;-74;64;2;1.70996929998319;0;NaN;1;0;NaN;1
14;2;172;NaN;NaN;-46;2;2.00875190725083;1;NaN;1;0;NaN;1
14;2;11;1;-10;-19;2;4.86443352949209;0;NaN;1;0;NaN;1
14;2;128;NaN;NaN;63;2;2.00870982673541;1;NaN;1;0;NaN;1
14;2;131;127;-4;-3;2;2.42883827152173;0;-10.2269835895818;1;0;2.42883827152173;1
14;2;172;NaN;NaN;-41;2;2.00873651194024;1;NaN;0;0;NaN;1
14;2;142;1.5;39.5;30;2;3.9227773088287;0;38.1262960830543;1;0;3.9227773088287;1
14;2;133;NaN;NaN;9;2;2.00872316933783;1;NaN;0;0;NaN;1
14;2;62;75;13;71;2;4.14081664418973;0;NaN;1;0;NaN;1
14;2;56;77;21;6;2;2.47454181668536;1;20.4830979440105;1;0;2.47454181668536;1
14;2;175;92.5;-82.5;61;2;2.30735421832651;1;NaN;0;0;NaN;1
14;2;146;NaN;NaN;29;2;2.00874609124457;1;NaN;1;0;NaN;1
14;2;161;94;-67;-15;2;4.18184206766318;0;NaN;1;0;NaN;1
14;2;22;NaN;NaN;-41;2;2.00866193021375;1;NaN;1;0;NaN;1
14;2;72;89.5;17.5;-50;2;2.41369236503215;0;19.4748138380929;1;0;2.41369236503215;1
14;2;30;NaN;NaN;42;2;2.00870708979119;1;NaN;0;0;NaN;1
14;2;38;19;-19;-8;2;2.15625061404444;0;-22.2465181069176;1;0;2.15625061404444;1
14;2;62;NaN;NaN;-24;2;2.00874232794649;1;NaN;0;0;NaN;1
14;2;128;73;-55;-66;2;2.01343858189102;0;NaN;1;0;NaN;1
14;2;170;NaN;NaN;-42;2;2.00872282721957;1;NaN;1;0;NaN;1
14;2;122;73;-49;48;2;2.29206154320991;0;NaN;1;0;NaN;1
14;2;111;127.5;16.5;11;2;1.98050151244661;1;4.18734463838974;1;0;1.98050151244661;1
14;2;50;81;31;61;2;1.93730363959958;1;29.2741054072588;0;0;1.93730363959958;1
14;2;41;49.5;8.5;9;2;3.29526924168613;1;7.30384876699109;0;0;3.29526924168613;1
14;2;86;86.5;0.5;-45;2;2.21496935472214;1;4.04778767310625;0;0;2.21496935472214;1
14;2;124;NaN;NaN;-38;2;2.00869408930657;1;NaN;0;0;NaN;1
14;2;59;54;-5;65;2;2.22175937089696;0;-4.99752420646841;1;0;2.22175937089696;1
14;2;57;NaN;NaN;2;2;2.00873377499602;1;NaN;0;0;NaN;1
14;2;49;55.5;6.5;8;2;3.60411935567981;0;5.15651039698557;1;0;3.60411935567981;1
14;2;113;66;-47;-64;2;2.58375067562611;1;NaN;0;0;NaN;1
14;2;157;80.5;-76.5;-44;2;2.86773120500584;1;NaN;1;0;NaN;1
14;2;40;49;9;-63;2;1.74875213989117;1;3.58738529491534;1;0;1.74875213989117;1
14;2;25;24;-1;15;2;3.87433613533676;1;-9.82290985454549;0;0;3.87433613533676;1
14;2;55;NaN;NaN;-30;2;2.00874130159218;1;NaN;0;0;NaN;1
14;2;153;46;73;82;2;3.80652697697451;0;NaN;1;0;NaN;1
14;2;14;0.5;-13.5;-41;2;4.61768570331014;1;NaN;1;0;NaN;1
14;2;111;32.5;-78.5;83;2;3.17234384530866;1;NaN;1;0;NaN;1
14;2;115;144.5;29.5;NaN;2;2.94011995507071;0;NaN;1;1;NaN;1
14;2;1;178.5;-2.5;-66;2;2.44241385633813;1;0.607015277681189;0;0;2.44241385633813;1
14;2;125;146;21;56;2;5.89225353983784;1;NaN;0;0;NaN;1
14;2;29;29;0;-84;2;1.82776600524949;1;-4.95995856897834;1;0;1.82776600524949;1
14;2;120;NaN;NaN;89;2;2.008725222046;1;NaN;0;0;NaN;1
14;2;33;35;2;87;2;2.92178790353955;0;-6.94499537818817;1;0;2.92178790353955;1
14;2;80;NaN;NaN;-47;2;2.0087084582633;1;NaN;0;0;NaN;1
14;2;11;0;-11;69;2;2.09212811937505;0;-15.8557068327641;1;0;2.09212811937505;1
14;2;115;NaN;NaN;76;2;2.00870537920127;1;NaN;0;0;NaN;1
14;2;175;3;8;-60;2;3.4875535910187;0;2.342134309832;1;0;3.4875535910187;1
14;2;8;14;6;-13;2;2.39976337230974;1;-0.012777774279576;0;0;2.39976337230974;1
14;2;107;147.5;40.5;81;2;2.83549410901287;1;27.4827357612073;0;0;2.83549410901287;1
14;2;153;NaN;NaN;-46;2;2.00871872180369;1;NaN;0;0;NaN;1
14;2;67;77;10;86;2;3.42481222676179;0;12.2377986792177;1;0;3.42481222676179;1
14;2;33;44;11;34;2;1.7315189714127;1;2.05500462181183;0;0;1.7315189714127;1
14;2;50;55;5;-17;2;4.12210621013719;1;NaN;0;0;NaN;1
14;2;54;NaN;NaN;-4;2;2.00873480135033;1;NaN;1;0;NaN;1
14;2;24;12;-12;30;2;2.65232104656388;0;-21.5040510568592;1;0;2.65232104656388;1
14;2;15;NaN;NaN;9;2;2.00872590628205;1;NaN;0;0;NaN;1
14;2;109;122.5;13.5;86;2;3.04118435262853;0;8.88968961703345;1;0;3.04118435262853;1
14;2;10;12.5;2.5;-81;2;4.6430879656682;1;NaN;0;0;NaN;1
14;2;108;149;41;82;2;3.73261682811244;1;30.4016658618787;1;0;3.73261682811244;1
14;2;122;146;24;-14;2;2.93871863969525;1;18.877851847185;0;0;2.93871863969525;1
14;2;73;32.5;-40.5;49;2;3.24909357366687;1;-31.7008655848005;0;0;3.24909357366687;1
14;2;85;NaN;NaN;-12;2;2.00871598485946;1;NaN;0;0;NaN;1
