delta;theta;resp;error;rt;obs;block;range;mindelta;study;experiment;stimulus;expnum
150;117.987994348582;122.31168414846;4.32368979987766;1.08539523900254;4;8;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
110;7.98799434858194;22.1487885455714;14.1607941969895;1.22002781100309;4;8;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
40;327.987994348582;337.905487118828;9.91749277024593;1.97070978300326;4;8;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
110;217.987994348582;212.064633230409;-5.92336111817261;0.991450464003719;4;8;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-80;297.987994348582;296.425244447041;-1.56274990154083;1.45540729100321;4;8;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-40;337.987994348582;314.960852084512;-23.0271422640704;0.882854133000365;4;8;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-110;87.9879943485819;82.8798369634845;-5.10815738509747;1.05821424900205;4;8;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
130;317.987994348582;312.614055969611;-5.37393837897076;1.30837746500038;4;8;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
20;297.987994348582;292.137364651305;-5.85062969727676;0.808788488997379;4;8;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-120;57.9879943485819;68.125181483332;10.13718713475;0.99989474099857;4;8;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-100;157.987994348582;141.956033733283;-16.0319606152993;1.17519118500059;4;8;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-90;247.987994348582;240.565830296632;-7.42216405194949;1.23581922599988;4;8;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
160;87.9879943485819;83.6609441961093;-4.32705015247267;1.14447056399513;4;8;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
120;327.987994348582;310.876276211942;-17.1117181366395;1.29983978199743;4;8;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-40;7.98799434858194;330.554571270074;-37.4334230785075;1.09092777999467;4;8;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
130;237.987994348582;240.157348499539;2.16935415095728;1.36714495699562;4;8;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
140;97.9879943485819;99.897288137451;1.90929378886908;1.07396731500194;4;8;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
20;77.9879943485819;90.6445503284729;12.6565559798909;0.716963972998201;4;8;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-60;137.987994348582;135.967097957869;-2.02089639071335;0.841259954999259;4;8;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-180;317.987994348582;15.9088593726295;57.9208650240475;2.03302145199996;4;8;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
10;307.987994348582;305.628022988115;-2.35997136046717;1.56624773000658;4;8;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-90;37.9879943485819;35.2605540545028;-2.72744029407918;0.741102845997375;4;8;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
100;297.987994348582;297.791282913921;-0.196711434660529;1.29342921200441;4;8;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
90;207.987994348582;233.489829465877;25.5018351172947;1.05770922599913;4;8;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-80;287.987994348582;291.412969474872;3.42497512628984;1.0451987819979;4;8;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-110;37.9879943485819;42.4091494366642;4.42115508808225;0.81721589800145;4;8;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
80;317.987994348582;318.698107096073;0.710112747491337;1.43390822999936;4;8;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
30;287.987994348582;290.102443814486;2.11444946590393;1.46750179200171;4;8;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
140;147.987994348582;132.758076070786;-15.2299182777955;1.66640140800155;4;8;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
70;77.9879943485819;71.9698467622125;-6.01814758636947;0.941569907001394;4;8;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
170;267.987994348582;255.646883365045;-12.3411109835371;0.925016485001834;4;8;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-170;77.9879943485819;87.7282299284232;9.7402355798413;1.19208392199653;4;8;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-100;177.987994348582;166.705355054959;-11.2826392936228;1.05013466800301;4;8;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
30;147.987994348582;156.599754623495;8.61176027491311;1.10837610499584;4;8;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
90;57.9879943485819;54.0593237667501;-3.92867058183185;0.901406813005451;4;8;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
130;287.987994348582;282.461202605856;-5.52679174272583;1.24447869099822;4;8;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
10;277.987994348582;278.036343751515;0.0483494029335247;1.03413817199907;4;8;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-130;47.9879943485819;42.6088924961314;-5.3791018524505;0.897353063999617;4;8;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-30;77.9879943485819;69.3667068251001;-8.62128752348183;0.758258312001999;4;8;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-150;227.987994348582;229.214615470379;1.22662112179722;1.3585978379997;4;8;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-150;17.9879943485819;25.8130695147841;7.82507516620217;1.40834247999737;4;8;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-90;107.987994348582;114.608028352456;6.62003400387387;1.14935783400142;4;8;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
180;287.987994348582;285.342925054063;-2.64506929451886;1.07479253199563;4;8;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-180;107.987994348582;120.149399211475;12.1614048628929;1.00090056999761;4;8;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-180;287.987994348582;287.3742460492;-0.613748299381996;0.894131567998556;4;8;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
0;287.987994348582;285.159042135733;-2.82895221284934;1.19966838099936;4;8;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-130;57.9879943485819;59.0742128324896;1.08621848390768;0.966074133000802;4;8;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-10;67.9879943485819;75.8934512467872;7.90545689820523;0.674717493995558;4;8;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
100;327.987994348582;315.620915174325;-12.3670791742567;1.54157315699558;4;8;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
0;38.6411046038012;35.069267841946;-3.57183676185525;1.41824824799551;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-160;198.641104603801;212.37067348255;13.7295688787486;1.32765347600071;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-30;228.641104603801;215.704232482421;-12.9368721213807;1.34181647399964;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-110;338.641104603801;320.411030900905;-18.2300737028965;1.30784600700281;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
100;238.641104603801;248.141134809082;9.50003020528058;1.34120907099714;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-70;308.641104603801;308.901967245776;0.260862641974427;1.18338108500029;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-110;58.6411046038012;50.1744146636748;-8.4666899401264;1.38336139600142;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
0;58.6411046038012;57.8902572033874;-0.750847400413875;0.774638927003252;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
100;318.641104603801;308.089264716979;-10.5518398868218;1.23385158300516;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
10;308.641104603801;311.360294018261;2.71918941446023;1.30793029000051;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
180;128.641104603801;133.16993304867;4.52882844486911;0.869025782994868;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-90;218.641104603801;222.882590709065;4.24148610526362;1.27028907200292;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
70;148.641104603801;152.490912167676;3.84980756387515;2.1037239340003;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
170;338.641104603801;330.601171276409;-8.03993332739225;1.3419165469968;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
170;168.641104603801;147.167812975133;-21.4732916286681;1.04184184699989;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
20;148.641104603801;147.168451919031;-1.47265268477022;1.20019755200337;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
140;8.64110460380124;351.030173183751;-17.6109314200503;0.949838749998889;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
120;248.641104603801;239.903114206773;-8.73799039702857;0.65909026600275;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
160;88.6411046038012;102.083429832174;13.4423252283724;0.95038467800623;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-120;208.641104603801;204.27181235365;-4.36929225015155;1.47383160000027;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
130;78.6411046038012;88.3136789671339;9.6725743633327;0.959368841999094;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
150;288.641104603801;279.029487793733;-9.61161681006854;1.43263167500118;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-10;298.641104603801;306.578789292295;7.93768468849339;1.16673338100372;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-130;68.6411046038012;68.7878133358403;0.146708732039073;1.59175874899665;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
120;308.641104603801;298.590713230913;-10.0503913728878;1.06688776800002;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-120;68.6411046038012;74.9255181700401;6.28441356623883;1.29943185100274;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-140;208.641104603801;232.957410148577;24.3163055447755;1.06686066999828;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-20;228.641104603801;229.647622358072;1.00651775427062;0.707933737998246;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
30;198.641104603801;227.865717904222;29.2246133004212;0.925079127999197;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
90;108.641104603801;110.047455966435;1.40635136263383;0.916770821000682;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
90;18.6411046038012;25.145595453572;6.5044908497708;1.29150823599775;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-30;48.6411046038012;53.3559715369755;4.71486693317426;1.29318858499755;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
50;358.641104603801;350.101740055847;-8.53936454795377;2.38261260400031;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
0;358.641104603801;350.43097262195;-8.21013198185148;2.29185761800181;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
20;338.641104603801;321.517291252669;-17.1238133511325;1.0837819599983;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-100;78.6411046038012;41.0422775190506;-37.5988270847506;1.95853216000251;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
110;328.641104603801;323.344041635441;-5.29706296836059;2.54998035199969;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-40;8.64110460380124;342.417582698141;-26.2235219056602;1.87514770399866;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-90;98.6411046038012;100.426035344943;1.78493074114216;1.20747914400272;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-40;138.641104603801;118.30201723187;-20.3390873719317;1.04079953499604;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-150;288.641104603801;286.736128097327;-1.90497650647399;1.07452748799551;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
130;158.641104603801;152.003889206786;-6.6372153970151;1.39167031599936;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-120;278.641104603801;284.095862376914;5.45475777311316;1.35252910999407;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-180;98.6411046038012;102.385126464491;3.74402186068944;1.41005997199682;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
40;58.6411046038012;59.0362434679265;0.395138864125244;1.4005436189982;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-150;208.641104603801;238.197811525358;29.5567069215568;1.10814783599926;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
30;178.641104603801;178.783910382607;0.142805778805325;1.50826620899898;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
20;158.641104603801;161.686237099151;3.04513249534929;2.59218699800113;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
130;28.6411046038012;18.6997190847935;-9.94138551900777;0.891814937000163;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-90;118.641104603801;152.581477361599;33.9403727577976;1.0247108409967;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
180;298.641104603801;317.686007935441;19.0449033316402;0.991460534001817;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
160;138.641104603801;148.733755537513;10.0926509337114;1.61670132799918;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-20;158.641104603801;143.648680428273;-14.9924241755281;1.11789502899774;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
60;98.6411046038012;101.414047171265;2.77294256746343;0.894317639998917;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
40;58.6411046038012;70.3012020095444;11.6600974057431;1.27438027899916;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-160;218.641104603801;217.203418544259;-1.43768605954247;1.42061356899649;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
160;58.6411046038012;54.1775640374662;-4.46354056633504;0.882765784001094;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-50;108.641104603801;119.127201582496;10.4860969786947;1.29918199500389;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
60;48.6411046038012;60.5187477299429;11.8776431261417;2.3911623669992;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-70;118.641104603801;135.625358732723;16.9842541289214;1.31592496699886;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-10;128.641104603801;134.545452917596;5.904348313795;0.933179769002891;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
60;68.6411046038012;75.6785188073714;7.03741420357015;0.98319952699967;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
70;358.641104603801;336.340577290706;-22.3005273130954;1.11747509199631;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-70;68.6411046038012;49.818139879281;-18.8229647245202;1.24283631100116;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
140;288.641104603801;277.786650714014;-10.8544538897869;1.51803856500192;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-30;318.641104603801;311.729512076816;-6.9115925269848;1.13657112099463;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-20;338.641104603801;316.255630923367;-22.3854736804344;0.869712646999687;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-180;158.641104603801;147.516220763064;-11.1248838407375;1.70795268499933;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-170;328.641104603801;327.604753594723;-1.03635100907837;0.849342330002401;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-110;78.6411046038013;77.8769564326914;-0.764148171109866;1.23248231000616;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-60;138.641104603801;134.378380311711;-4.26272429209016;0.850235313999292;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
100;38.6411046038013;50.1979668489978;11.5568622451965;2.00937438099936;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
80;318.641104603801;315.299841560396;-3.34126304340555;1.18285399199522;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-140;98.6411046038013;96.4091568728529;-2.23194773094836;0.916640749004728;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-160;258.641104603801;255.696003446358;-2.94510115744316;0.891504805993463;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-170;68.6411046038013;80.246004897989;11.6049002941877;1.15964177699789;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-40;108.641104603801;122.214524700294;13.573420096493;0.999393153993879;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-150;258.641104603801;252.234295969826;-6.4068086339752;2.18265700499614;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-130;28.6411046038013;31.0062923665108;2.3651877627095;1.00836958300351;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
10;18.6411046038013;43.590075175121;24.9489705713197;0.924518587999046;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
50;328.641104603801;330.959774664537;2.31867006073543;0.991962651001813;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-80;48.6411046038013;60.2962356265266;11.6551310227253;1.30848723400413;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
50;358.641104603801;359.992190843784;1.35108623998252;0.816407240999979;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-10;8.6411046038013;6.5318049416299;-2.1092996621714;1.21687423699768;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
30;338.641104603801;339.564133461603;0.923028857802194;1.01693637000426;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-100;78.6411046038013;66.0548085167301;-12.5862960870712;0.983899635997659;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-80;158.641104603801;149.817513544876;-8.82359105892542;1.35205628300173;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
180;338.641104603801;333.974667781082;-4.66643682271979;1.32812631200068;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
0;338.641104603801;333.831342468335;-4.80976213546592;0.941640026998357;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-50;28.6411046038013;4.06915124929181;-24.5719533545095;1.46637029200065;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
170;218.641104603801;218.82306626151;0.181961657708257;1.14972830499755;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
150;68.6411046038013;50.4525605539065;-18.1885440498948;1.08403130400256;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
70;358.641104603801;343.850811672878;-14.7902929309229;0.857504002997302;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-180;178.641104603801;191.504815326259;12.8637107224575;0.949257064996345;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
110;68.6411046038013;70.3472183372584;1.70611373345713;0.758365934001631;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
40;28.6411046038013;22.7882693946252;-5.85283520917613;0.907460958995216;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-170;198.641104603801;208.563008282246;9.92190367844509;1.15991489600128;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
110;88.6411046038013;96.4663273516712;7.82522274786987;0.774794037999527;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-50;138.641104603801;157.693964142863;19.0528595390618;0.902275186002953;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
-60;198.641104603801;215.24722625851;16.6061216547086;1.59413125800347;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
80;118.641104603801;139.80953761619;21.1684330123891;1.79182084999775;4;9;360;-180;Moon & Kwon (2022);Experiment 1;Motion;1
