obs;theta;resp;error;rt;block;delta;trial;study;experiment;stimulus;expnum
1;118;124;6;2.04887330019847;9;86;266;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
1;17;28;11;1.23379540001042;9;-79;267;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
1;63;35;-28;0.583236699923873;9;-46;268;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
1;4;177;-7;1.02492760005407;9;59;269;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
1;57;45;-12;1.22479830007069;9;-53;270;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
1;37;33;-4;1.222197300056;10;20;271;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
1;155;148;-7;1.14191300002858;10;62;272;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
1;59;52;-7;0.508250300073996;10;-84;273;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
1;88;68;-20;1.09127679979429;10;-29;274;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
1;169;156;-13;1.32399610010907;10;-81;275;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
1;176;170;-6;1.25030199997127;10;-7;276;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
1;138;141;3;1.14101669983938;10;38;277;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
1;115;100;-15;1.42461970006116;10;23;278;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
1;64;68;4;1.34080939996056;10;51;279;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
1;13;57;44;0.81634599994868;10;51;280;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
1;8;58;50;1.07498569996096;10;5;281;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
1;86;90;4;1.62361370003782;10;-78;282;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
1;10;14;4;1.44289850001223;10;76;283;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
1;48;36;-12;1.50019799987786;10;-38;284;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
1;135;139;4;1.07533889985643;10;-87;285;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
1;35;40;5;1.58253180002794;10;-80;286;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
1;98;115;17;1.22521659987979;10;-63;287;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
1;109;119;10;1.10852920007892;10;-11;288;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
1;6;7;1;1.09193830005825;10;-77;289;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
1;8;12;4;1.03333639982156;10;-2;290;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
1;163;175;12;1.42530379979871;10;25;291;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
1;102;94;-8;1.50879769981839;10;61;292;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
1;104;95;-9;1.54151860019192;10;-2;293;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
1;122;103;-19;1.98174570011906;10;-18;294;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
1;123;102;-21;1.39149009995162;10;-1;295;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
1;155;132;-23;1.07493139989674;10;-32;296;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
1;1;0;-1;1.36567369988188;10;-26;297;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
1;108;103;-5;0.950178700033575;10;73;298;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
1;120;100;-20;1.7165005998686;10;-12;299;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
1;127;110;-17;3.32465520012192;10;-7;300;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;73;83;10;2.03206619992852;1;NaN;1;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;27;12;-15;2.00676060002297;1;46;2;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;11;12;1;2.7250237998087;1;16;3;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;89;90;1;3.16514299996197;1;-78;4;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;77;84;7;2.19131599995308;1;12;5;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;174;171;-3;1.9751611999236;1;83;6;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;54;61;7;1.21653269999661;1;-60;7;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;162;169;7;2.17501390003599;1;72;8;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;14;1;-13;1.38254270004109;1;-32;9;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;27;20;-7;1.49095589993522;1;-13;10;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;129;130;1;1.53309370018542;1;78;11;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;174;169;-5;1.20820660004392;1;-45;12;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;62;47;-15;1.6243401998654;1;-68;13;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;99;105;6;2.14969770004973;1;-37;14;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;173;178;5;1.7751794999931;1;-74;15;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;11;8;-3;1.28311740001664;1;-18;16;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;102;100;-2;1.40826670010574;1;89;17;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;128;153;25;1.56567539996468;1;-26;18;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;172;175;3;1.71699109999463;1;-44;19;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;173;172;-1;1.54066359996796;1;-1;20;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;155;160;5;1.89988730009645;1;18;21;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;145;148;3;1.14185740007088;1;10;22;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;56;52;-4;0.741955899866298;1;89;23;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;15;13;-2;2.62509720004164;1;41;24;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;165;158;-7;0.958261499879882;1;30;25;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;57;46;-11;0.865928899962455;1;-72;26;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;26;22;-4;1.33360399981029;1;31;27;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;120;126;6;2.31661100010388;1;86;28;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;158;160;2;1.45039649982937;1;-38;29;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;130;137;7;0.775422000093386;1;28;30;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;75;70;-5;1.8085715000052;2;55;31;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;157;150;-7;1.4657268000301;2;-82;32;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;141;147;6;1.30025990004651;2;16;33;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;73;67;-6;1.8749484999571;2;68;34;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;37;31;-6;0.775397099787369;2;36;35;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;82;81;-1;1.17445349995978;2;-45;36;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;74;82;8;1.20093449996784;2;8;37;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;160;164;4;1.29199209995568;2;-86;38;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;124;131;7;1.80813699983992;2;36;39;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;107;104;-3;1.97473760019056;2;17;40;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;74;67;-7;2.06526149995625;2;33;41;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;36;20;-16;1.13304629991762;2;38;42;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;87;74;-13;1.22436480014585;2;-51;43;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;40;41;1;1.27472770004533;2;47;44;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;51;17;-34;1.77351990016177;2;-11;45;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;23;13;-10;1.85759830009192;2;28;46;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;31;14;-17;1.54053670004942;2;-8;47;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;16;19;3;1.56688080006279;2;15;48;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;5;9;4;1.39834480010904;2;11;49;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;37;23;-14;0.874888899968937;2;-32;50;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;147;143;-4;2.67376390006393;2;70;51;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;40;33;-7;1.2069627000019;2;-73;52;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;116;124;8;1.96638639993034;2;-76;53;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;87;83;-4;1.69898870005272;2;29;54;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;114;129;15;1.60796010005288;2;-27;55;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;26;24;-2;1.57397420005873;2;88;56;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;26;19;-7;1.54199689999223;2;0;57;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;105;113;8;1.17487320001237;2;-79;58;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;17;18;1;1.07481159991585;2;88;59;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;36;25;-11;1.21645800000988;2;-19;60;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;27;18;-9;2.10772190010175;3;9;61;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;151;147;-4;1.31677999999374;3;56;62;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;93;106;13;1.08373329997994;3;58;63;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;11;6;-5;1.60777919995598;3;82;64;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;165;169;4;1.33363709994592;3;26;65;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;145;161;16;1.37535669980571;3;20;66;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;10;6;-4;1.06598769989796;3;-45;67;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;58;51;-7;1.6075273999013;3;-48;68;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;34;18;-16;1.93306379998103;3;24;69;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;164;166;2;2.37470240006223;3;50;70;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;5;12;7;1.78303990000859;3;-21;71;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;120;142;22;2.54896249994636;3;65;72;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;77;24;-53;2.33532120008022;3;43;73;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;112;124;12;2.01699590007775;3;-35;74;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;63;47;-16;1.2004566998221;3;49;75;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;70;55;-15;1.65816459991038;3;-7;76;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;60;57;-3;1.681896999944;3;10;77;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;89;75;-14;1.60012089996599;3;-29;78;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;128;145;17;1.76670449995436;3;-39;79;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;138;146;8;1.05785500002094;3;-10;80;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;17;32;15;3.21538410009816;3;-59;81;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;56;49;-7;0.732926500029862;3;-39;82;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;98;120;22;1.24173609982245;3;-42;83;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;86;97;11;1.55029929988086;3;12;84;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;125;121;-4;1.81694649998099;3;-39;85;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;58;44;-14;1.49156780005433;3;67;86;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;66;54;-12;0.817016300046816;3;-8;87;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;178;172;-6;1.49032410001382;3;68;88;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;47;44;-3;1.60721200006083;3;-49;89;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;12;11;-1;1.15759389987215;3;35;90;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;52;37;-15;0.916520999977365;4;-40;91;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;171;173;2;1.45825690007769;4;61;92;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;130;128;-2;1.408151099924;4;41;93;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;146;160;14;1.02491779997945;4;-16;94;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;116;119;3;1.62519369996153;4;30;95;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;90;101;11;2.274868800072;4;26;96;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;59;39;-20;1.45865510008298;4;31;97;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;14;14;0;1.53244420001283;4;45;98;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;1;169;-12;2.1915311999619;4;13;99;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;32;20;-12;1.09036400006153;4;-31;100;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;90;99;9;1.71685989992693;4;-58;101;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;87;93;6;1.88351610000245;4;3;102;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;171;175;4;1.64201699988917;4;-84;103;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;157;168;11;1.14185419981368;4;14;104;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;141;156;15;1.05864519998431;4;16;105;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;175;177;2;1.28222849988379;4;-34;106;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;24;14;-10;1.64189799991436;4;-29;107;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;72;67;-5;1.16663719993085;4;-48;108;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;97;140;43;1.40829940000549;4;-25;109;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;1;176;-5;0.899310800014064;4;-84;110;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;64;46;-18;0.92486279993318;4;-63;111;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;165;162;-3;0.658610200043768;4;79;112;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;167;162;-5;1.36692610010505;4;-2;113;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;64;28;-36;1.05211209994741;4;-77;114;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;7;8;1;1.04985409998335;4;57;115;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;93;99;6;1.32435929984786;4;-86;116;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;43;17;-26;2.19888129993342;4;50;117;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;98;104;6;1.58211060008034;4;-55;118;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;78;74;-4;1.83323289989494;4;20;119;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;9;5;-4;1.56694220006466;4;69;120;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;172;168;-4;0.98354719998315;5;17;121;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;5;11;6;1.74047469999641;5;-13;122;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;47;22;-25;1.5404964000918;5;-42;123;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;64;49;-15;1.1919823999051;5;-17;124;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;145;140;-5;1.06550149992108;5;-81;125;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;15;14;-1;2.2418390000239;5;-50;126;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;57;48;-9;1.86642690002918;5;-42;127;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;164;169;5;1.25777520006523;5;73;128;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;88;96;8;1.99845699989237;5;76;129;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;174;174;0;1.28354380000383;5;-86;130;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;86;95;9;2.66640400001779;5;88;131;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;22;23;1;1.26707910001278;5;64;132;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;105;118;13;1.36575290001929;5;-83;133;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;178;165;-13;1.55862149992026;5;-73;134;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;105;119;14;1.98215070017613;5;73;135;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;40;43;3;1.92386469990015;5;65;136;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;129;127;-2;1.06717190006748;5;-89;137;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;171;163;-8;1.85716110002249;5;-42;138;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;37;14;-23;1.09153679991141;5;-46;139;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;130;136;6;1.85713950009085;5;87;140;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;31;28;-3;1.34096609987319;5;-81;141;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;30;22;-8;1.13236190006137;5;1;142;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;93;97;4;1.29065370000899;5;-63;143;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;22;18;-4;1.00032420014031;5;71;144;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;138;153;15;1.72544780001044;5;64;145;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;94;99;5;1.3822271998506;5;44;146;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;65;47;-18;0.97390879993327;5;29;147;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;20;9;-11;2.14204460009933;5;45;148;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;1;179;-2;1.17446139990352;5;19;149;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;83;63;-20;0.883688500151038;5;-82;150;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;134;154;20;1.8322477999609;6;-51;151;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;127;131;4;0.9498905998189;6;7;152;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;52;50;-2;0.991572800092399;6;75;153;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;52;29;-23;1.23265499994159;6;0;154;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;13;9;-4;1.25872829998843;6;39;155;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;33;25;-8;1.33329010009766;6;-20;156;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;47;44;-3;1.74899649992585;6;-14;157;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;153;128;-25;1.40835500019602;6;74;158;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;179;168;-11;1.04153780010529;6;-26;159;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;135;151;16;1.80863570002839;6;44;160;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;177;167;-10;1.14992909994908;6;-42;161;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;121;125;4;0.932356200180948;6;56;162;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;120;118;-2;1.24901899998076;6;1;163;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;100;116;16;0.958559700055048;6;20;164;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;11;6;-5;0.56693709990941;6;89;165;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;122;123;1;0.874721999978647;6;69;166;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;106;122;16;1.22525410004891;6;16;167;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;76;73;-3;1.46530660009012;6;30;168;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;23;39;16;1.15823699999601;6;53;169;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;82;58;-24;0.85838899994269;6;-59;170;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;45;37;-8;1.51538659981452;6;37;171;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;39;45;6;1.01677479990758;6;6;172;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;38;56;18;1.44193869992159;6;1;173;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;115;132;17;1.40022790012881;6;-77;174;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;84;66;-18;1.04142590006813;6;31;175;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;97;108;11;0.876082999864593;6;-13;176;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;155;161;6;1.12434180011041;6;-58;177;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;161;159;-2;1.12527210009284;6;-6;178;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;52;39;-13;0.766594500048086;6;-71;179;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;52;39;-13;0.957669499795884;6;0;180;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;156;156;0;1.8414396001026;7;76;181;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;177;164;-13;1.18239250010811;7;-21;182;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;101;107;6;1.64194540004246;7;76;183;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;24;20;-4;1.26661910000257;7;77;184;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;110;119;9;1.11567529989406;7;-86;185;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;43;43;0;1.06689519993961;7;67;186;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;48;33;-15;0.850263400003314;7;-5;187;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;134;149;15;0.908703600056469;7;-86;188;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;14;10;-4;1.1586823000107;7;-60;189;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;159;143;-16;1.4164517999161;7;35;190;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;105;104;-1;1.54196049994789;7;54;191;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;52;47;-5;1.06542590004392;7;53;192;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;144;136;-8;1.00029539992101;7;88;193;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;33;17;-16;1.12527550011873;7;-69;194;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;86;96;10;1.14985899999738;7;-53;195;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;97;110;13;1.26654970017262;7;-11;196;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;170;169;-1;1.49979209993035;7;-73;197;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;38;24;-14;2.24055980006233;7;-48;198;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;95;101;6;1.99033490009606;7;-57;199;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;153;160;7;1.03317350009456;7;-58;200;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
2;52;52;0;1.05858299997635;7;-79;201;Ceylan & Pascucci (2023);Experiment 2;Orientation;1
