obs;age;delta;resp;error;errorc;rt;rtc;theta;block;stimtype;outliers;stimtype_bk;case;ntrials;study;experiment;stimulus;cond;expnum
3;29;-11;136;2;0.890784982935154;1.69960440184104;1.69960440184104;134;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;-80;47;13;11.8907849829352;2.28281661059464;2.28281661059464;34;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;-68;119;17;15.8907849829352;1.60794305559966;1.60794305559966;102;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;61;46;5;3.89078498293515;1.43289849231951;1.43289849231951;41;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;-31;54;-18;-19.1092150170648;2.10784811807889;2.10784811807889;72;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;-29;113;12;10.8907849829352;1.72459545899801;1.72459545899801;101;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;53;34;-14;-15.1092150170648;2.932725370958;2.932725370958;48;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;77;147;-4;-5.10921501706485;1.63288068210113;1.63288068210113;151;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;46;119;14;12.8907849829352;2.30777959401757;2.30777959401757;105;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;2;112;9;7.89078498293515;1.37463885253874;1.37463885253874;103;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;58;52;7;5.89078498293515;1.84963949400844;1.84963949400844;45;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;17;167;-41;NaN;0.149768844494247;NaN;28;2;2;1;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;-3;24;-7;NaN;2.43285592891607;NaN;31;2;2;1;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;-35;55;-11;-12.1092150170648;2.11621560024196;2.11621560024196;66;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;40;26;0;-1.10921501706485;1.41626737062325;1.41626737062325;26;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;53;153;0;-1.10921501706485;1.44968718917016;1.44968718917016;153;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;-4;156;-1;-2.10921501706485;1.18298339272587;1.18298339272587;157;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;31;138;12;10.8907849829352;2.10788132357129;2.10788132357129;126;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;62;57;-7;-8.10921501706485;1.62468556662907;1.62468556662907;64;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;-6;59;-11;-12.1092150170648;1.71625273001973;1.71625273001973;70;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;60;14;4;2.89078498293515;1.92449855933455;1.92449855933455;10;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;-52;57;-5;-6.10921501706485;1.86620661966572;1.86620661966572;62;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;-48;141;31;29.8907849829352;1.93294060292101;1.93294060292101;110;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;-65;169;-6;-7.10921501706485;1.96622820323591;1.96622820323591;175;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;-66;60;-1;-2.10921501706485;1.82460043982201;1.82460043982201;61;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;37;32;8;6.89078498293515;1.18309025403732;1.18309025403732;24;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;-28;51;-1;-2.10921501706485;1.75787521074153;1.75787521074153;52;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;47;23;18;16.8907849829352;1.24127804920772;1.24127804920772;5;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;-20;23;-2;-3.10921501706485;1.3246603606417;1.3246603606417;25;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;-1;35;9;7.89078498293515;3.09937618954928;3.09937618954928;26;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;80;116;-10;-11.1092150170648;1.82453553817777;1.82453553817777;126;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;50;73;-3;-4.10921501706485;1.26634366778808;1.26634366778808;76;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;-55;127;-4;-5.10921501706485;1.61629574622566;1.61629574622566;131;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;-69;37;17;15.8907849829352;1.1579944486457;1.1579944486457;20;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;-7;35;8;6.89078498293515;1.94952191637958;1.94952191637958;27;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;-38;58;-7;-8.10921501706485;1.59127269104829;1.59127269104829;65;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;-40;133;28;26.8907849829352;1.12458670482283;1.12458670482283;105;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;-31;142;6;4.89078498293515;0.924701414704487;0.924701414704487;136;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;-17;149;-4;-5.10921501706485;1.14963179637152;1.14963179637152;153;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;-44;34;17;15.8907849829352;2.57448006991308;2.57448006991308;17;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;58;147;8;6.89078498293515;1.24133087612699;1.24133087612699;139;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;-57;33;17;15.8907849829352;1.90786079653935;1.90786079653935;16;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;84;119;7;5.89078498293515;2.54942079056264;2.54942079056264;112;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;-65;166;-11;-12.1092150170648;1.98285026888925;1.98285026888925;177;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;-81;62;-16;-17.1092150170648;1.52461930657864;1.52461930657864;78;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;-15;95;2;0.890784982935154;1.36630457586807;1.36630457586807;93;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;-49;148;6;4.89078498293515;1.33293728237231;1.33293728237231;142;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;-45;11;4;2.89078498293515;1.49961345788415;1.49961345788415;7;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;-48;46;-9;-10.1092150170648;1.36627620026502;1.36627620026502;55;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;41;35;21;19.8907849829352;1.76622126026905;1.76622126026905;14;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;4;18;8;6.89078498293515;1.10797611015778;1.10797611015778;10;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;-16;26;0;-1.10921501706485;1.2162894069952;1.2162894069952;26;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;-51;70;-7;-8.10921501706485;1.50792298137048;1.50792298137048;77;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;-45;128;6;4.89078498293515;1.59955474453636;1.59955474453636;122;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;-81;33;10;8.89078498293515;1.27462994742973;1.27462994742973;23;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;-31;53;-1;-2.10921501706485;1.40796841252086;1.40796841252086;54;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;35;26;7;5.89078498293515;1.04970318818005;1.04970318818005;19;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;28;156;-15;-16.1092150170648;1.26627725680373;1.26627725680373;171;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;37;136;2;0.890784982935154;2.71613107717076;2.71613107717076;134;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;-3;138;1;-0.109215017064846;2.83274152090235;2.83274152090235;137;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;9;143;15;13.8907849829352;1.12460542064537;1.12460542064537;128;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;48;63;-17;-18.1092150170648;1.1746762841849;1.1746762841849;80;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;-85;163;-2;-3.10921501706485;1.37465605902116;1.37465605902116;165;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;-28;19;6;4.89078498293515;1.18290943503871;1.18290943503871;13;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;55;141;3;1.89078498293515;4.02432543797295;4.02432543797295;138;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;82;48;-8;-9.10921501706485;1.79124974907245;1.79124974907245;56;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;-27;68;-15;-16.1092150170648;1.31628201122658;1.31628201122658;83;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;50;21;-12;-13.1092150170648;1.26630683987878;1.26630683987878;33;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;72;154;13;11.8907849829352;1.3329774308304;1.3329774308304;141;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;72;60;-9;-10.1092150170648;1.15797844963527;1.15797844963527;69;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;-87;150;-6;-7.10921501706485;1.25794388573695;1.25794388573695;156;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;-63;39;0;-1.10921501706485;2.34110039982443;2.34110039982443;39;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;-29;52;-16;-17.1092150170648;1.2663143865816;1.2663143865816;68;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;-6;58;-16;-17.1092150170648;1.30791573653551;1.30791573653551;74;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;55;34;15;13.8907849829352;0.94133525321422;0.94133525321422;19;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;75;135;11;9.89078498293515;1.77456187617054;1.77456187617054;124;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;-28;153;1;-0.109215017064846;1.65792366057349;1.65792366057349;152;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;-52;29;5;3.89078498293515;4.38255624934936;4.38255624934936;24;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;-39;49;-14;-15.1092150170648;0.933023314783441;0.933023314783441;63;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;60;0;-3;-4.10921501706485;2.47446210876024;2.47446210876024;3;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;73;131;21;19.8907849829352;2.43281638419376;2.43281638419376;110;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;43;65;-2;-3.10921501706485;2.19122680709552;2.19122680709552;67;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;-86;142;-11;-12.1092150170648;2.53276189699955;2.53276189699955;153;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;36;62;-55;NaN;0.00950160065531236;NaN;117;2;2;1;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;-76;23;10;NaN;3.34934381419407;NaN;13;2;2;1;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;74;130;11;9.89078498293515;1.62461885377661;1.62461885377661;119;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;26;91;-2;-3.10921501706485;2.22449659719177;2.22449659719177;93;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;82;13;2;0.890784982935154;1.39125246588537;1.39125246588537;11;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;-1;20;8;6.89078498293515;1.71625544683275;1.71625544683275;12;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;-57;65;-4;-5.10921501706485;0.758011655127575;0.758011655127575;69;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;72;169;-8;-9.10921501706485;1.67452640666761;1.67452640666761;177;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;-50;44;-3;-4.10921501706485;2.5244412043935;2.5244412043935;47;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;71;151;-5;-6.10921501706485;2.22452285971713;2.22452285971713;156;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;-84;57;-3;-4.10921501706485;2.24117239536872;2.24117239536872;60;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;-11;67;-4;-5.10921501706485;2.45779476289044;2.45779476289044;71;2;2;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;1;1
3;29;NaN;57;8;6.89078498293515;1.1579636580982;1.1579636580982;49;1;1;0;2;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;0;1
3;29;-53;113;11;9.89078498293515;1.05801754155573;1.05801754155573;102;1;1;0;1;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;0;1
3;29;-80;0;-2;-3.10921501706485;2.06617069736058;2.06617069736058;2;1;1;0;1;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;0;1
3;29;-23;47;22;20.8907849829352;1.81621031755003;1.81621031755003;25;1;1;0;1;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;0;1
3;29;22;4;1;-0.109215017064846;1.94122748629979;1.94122748629979;3;1;1;0;1;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;0;1
3;29;-13;21;5;3.89078498293515;1.50790064312969;1.50790064312969;16;1;1;0;1;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;0;1
3;29;26;171;1;-0.109215017064846;1.99952093530828;1.99952093530828;170;1;1;0;1;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;0;1
3;29;44;139;13;11.8907849829352;1.32462745701832;1.32462745701832;126;1;1;0;1;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;0;1
3;29;-15;140;-1;-2.10921501706485;1.23299599571965;1.23299599571965;141;1;1;0;1;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;0;1
3;29;-36;1;4;2.89078498293515;1.36630034971404;1.36630034971404;177;1;1;0;1;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;0;1
3;29;36;140;-1;-2.10921501706485;1.26630442493388;1.26630442493388;141;1;1;0;1;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;0;1
3;29;-61;25;3;1.89078498293515;1.757922000299;1.757922000299;22;1;1;0;1;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;0;1
3;29;68;150;16;14.8907849829352;1.44134083777408;1.44134083777408;134;1;1;0;1;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;0;1
3;29;-18;156;4;2.89078498293515;1.2829593942115;1.2829593942115;152;1;1;0;1;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;0;1
3;29;-25;1;4;2.89078498293515;2.23284234485072;2.23284234485072;177;1;1;0;1;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;0;1
3;29;-78;64;-11;-12.1092150170648;0.999663417056581;0.999663417056581;75;1;1;0;1;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;0;1
3;29;63;22;10;8.89078498293515;1.45794147079232;1.45794147079232;12;1;1;0;1;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;0;1
3;29;-77;87;-2;-3.10921501706485;2.27451976556949;2.27451976556949;89;1;1;0;1;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;0;1
3;29;3;89;3;1.89078498293515;1.74122054333202;1.74122054333202;86;1;1;0;1;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;0;1
3;29;33;41;-12;-13.1092150170648;3.13270997568452;3.13270997568452;53;1;1;0;1;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;0;1
3;29;-22;69;-6;-7.10921501706485;1.69126771022457;1.69126771022457;75;1;1;0;1;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;0;1
3;29;-88;147;-16;-17.1092150170648;1.84126537074735;1.84126537074735;163;1;1;0;1;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;0;1
3;29;-21;5;1;-0.109215017064846;2.3494739193502;2.3494739193502;4;1;1;0;1;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;0;1
3;29;89;88;-7;-8.10921501706485;1.69961919337766;1.69961919337766;95;1;1;0;1;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;0;1
3;29;34;55;-6;-7.10921501706485;1.34960281703297;1.34960281703297;61;1;1;0;1;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;0;1
3;29;40;26;5;3.89078498293515;1.77454859397403;1.77454859397403;21;1;1;0;1;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;0;1
3;29;66;138;3;1.89078498293515;1.11629287847882;1.11629287847882;135;1;1;0;1;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;0;1
3;29;-59;22;8;6.89078498293515;1.72466881294895;1.72466881294895;14;1;1;0;1;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;0;1
3;29;50;145;1;-0.109215017064846;1.66623469339993;1.66623469339993;144;1;1;0;1;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;0;1
3;29;-34;178;0;-1.10921501706485;2.79109640007209;2.79109640007209;178;1;1;0;1;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;0;1
3;29;51;134;7;5.89078498293515;1.97455734814866;1.97455734814866;127;1;1;0;1;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;0;1
3;29;-36;157;-6;-7.10921501706485;2.40782502516868;2.40782502516868;163;1;1;0;1;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;0;1
3;29;8;146;-9;-10.1092150170648;1.41630540600454;1.41630540600454;155;1;1;0;1;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;0;1
3;29;9;155;9;7.89078498293515;0.974650021658817;0.974650021658817;146;1;1;0;1;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;0;1
3;29;-47;22;9;7.89078498293515;1.2080091647158;1.2080091647158;13;1;1;0;1;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;0;1
3;29;54;144;5;3.89078498293515;1.75789000227905;1.75789000227905;139;1;1;0;1;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;0;1
3;29;-49;21;13;11.8907849829352;2.84109270218687;2.84109270218687;8;1;1;0;1;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;0;1
3;29;-77;78;-7;-8.10921501706485;2.86608225000418;2.86608225000418;85;1;1;0;1;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;0;1
3;29;21;65;1;-0.109215017064846;1.56631151883448;1.56631151883448;64;1;1;0;1;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;0;1
3;29;75;164;-5;-6.10921501706485;1.15002271557569;1.15002271557569;169;1;1;0;1;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;0;1
3;29;86;71;-12;-13.1092150170648;2.00834363458216;2.00834363458216;83;1;1;0;1;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;0;1
3;29;35;44;-4;-5.10921501706485;2.55818281434676;2.55818281434676;48;1;1;0;1;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;0;1
3;29;20;35;7;5.89078498293515;1.79989223308439;1.79989223308439;28;1;1;0;1;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;0;1
3;29;-71;107;8;6.89078498293515;1.93326329993124;1.93326329993124;99;1;1;0;1;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;0;1
3;29;-78;177;0;-1.10921501706485;1.70012874674921;1.70012874674921;177;1;1;0;1;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;0;1
3;29;-86;78;-5;-6.10921501706485;1.53332910717927;1.53332910717927;83;1;1;0;1;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;0;1
3;29;-57;141;1;-0.109215017064846;5.19115828303438;5.19115828303438;140;1;1;0;1;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;0;1
3;29;-47;15;8;6.89078498293515;1.70005086477613;1.70005086477613;7;1;1;0;1;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;0;1
3;29;-19;38;12;10.8907849829352;1.34996234195296;1.34996234195296;26;1;1;0;1;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;0;1
3;29;32;174;0;-1.10921501706485;1.95822839643097;1.95822839643097;174;1;1;0;1;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;0;1
3;29;1;173;0;-1.10921501706485;1.19129080313542;1.19129080313542;173;1;1;0;1;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;0;1
3;29;-89;78;-4;-5.10921501706485;1.39126423874131;1.39126423874131;82;1;1;0;1;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;0;1
3;29;19;70;7;5.89078498293515;2.94104757290552;2.94104757290552;63;1;1;0;1;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;0;1
3;29;-49;119;7;5.89078498293515;2.14950199308441;2.14950199308441;112;1;1;0;1;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;0;1
3;29;-16;126;-2;-3.10921501706485;0.933035389508404;0.933035389508404;128;1;1;0;1;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;0;1
3;29;7;126;5;3.89078498293515;1.28302308838283;1.28302308838283;121;1;1;0;1;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;0;1
3;29;-33;160;6;4.89078498293515;1.22461674070018;1.22461674070018;154;1;1;0;1;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;0;1
3;29;67;83;-4;-5.10921501706485;1.64957579983729;1.64957579983729;87;1;1;0;1;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;0;1
3;29;-12;96;-3;-4.10921501706485;3.44098282219511;3.44098282219511;99;1;1;0;1;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;0;1
3;29;1;107;9;7.89078498293515;0.974714621434032;0.974714621434032;98;1;1;0;1;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;0;1
3;29;61;31;-6;-7.10921501706485;1.31624639078927;1.31624639078927;37;1;1;0;1;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;0;1
3;29;-44;59;-22;-23.1092150170648;1.9079235851068;1.9079235851068;81;1;1;0;1;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;0;1
3;29;57;25;1;-0.109215017064846;1.53290196380294;1.53290196380294;24;1;1;0;1;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;0;1
3;29;-68;92;0;-1.10921501706485;1.28295365871691;1.28295365871691;92;1;1;0;1;NaN;586;Ceylan et al. (2021);Experiment 1;Orientation;0;1
