delta;theta;resp;error;rt;obs;block;cond;study;experiment;stimulus;expnum
59;55;106;51;1.3748836517334;31;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
11;11;17.5;6.5;1.56702256202698;31;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
24;91;83;-8;1.47487592697144;31;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-3;148;128.5;-19.5;1.95788049697876;31;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
18;60;57;-2.99999999999999;1.9411313533783;31;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
89;50;54.5;4.5;1.63253140449524;31;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-65;7;29;22;1.85807538032532;31;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
0;39;55;16;1.80785059928894;31;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
28;134;133.5;-0.500000000000017;1.77468729019165;31;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
80;106;30;-76;1.69137358665466;31;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
84;68;98;30;1.9163646697998;31;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
76;8;161.5;-26.5;1.68319368362427;31;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
34;15;21.5;6.5;1.83296370506287;31;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-31;91;97.5;6.5;2.07447361946106;31;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-81;88;157.5;69.5;1.60806035995483;31;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-17;59;52;-7;1.5415506362915;31;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-80;10;178;-12;1.72482395172119;31;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
60;87;106;19;2.15790390968323;31;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
58;70;69;-0.999999999999997;1.61648893356323;31;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
61;150;148;-2;1.61645770072937;31;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-23;136;129.5;-6.5;2.0165114402771;31;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
51;116;125.5;9.5;1.49980473518372;31;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
82;66;57.5;-8.5;1.92486643791199;31;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
60;77;61.5;-15.5;1.64153575897217;31;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
55;93;111.5;18.5;1.48284578323364;31;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
57;120;93.5;-26.5;1.5082106590271;31;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
30;36;51;15;2.10811161994934;31;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-75;26;49.5;23.5;1.86623191833496;31;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
70;76;69.5;-6.5;1.9994854927063;31;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
74;38;51.5;13.5;1.79988431930542;31;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
68;125;116;-9;1.84140300750732;31;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-67;39;38;-0.999999999999993;1.60797262191772;31;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-55;120;127.5;7.50000000000001;1.68740940093994;31;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
18;150;133;-17;1.79955983161926;31;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-63;166;153.5;-12.5;1.52489852905273;31;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-48;155;140.5;-14.5;1.40813970565796;31;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
54;106;118;12;1.95796871185303;31;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
50;150;140;-10;1.64980459213257;31;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-79;65;57;-8;2.21615266799927;31;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-63;104;103.5;-0.500000000000008;2.67482399940491;31;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-56;113;106.5;-6.5;1.84970664978027;31;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-68;72;59.5;-12.5;2.74971532821655;31;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
31;120;128;8.00000000000001;2.31650185585022;31;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-28;84;71;-13;1.3663215637207;31;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
81;10;159.5;-30.5;1.49948930740356;31;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-73;76;65.5;-10.5;2.26647400856018;31;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-29;60;56;-3.99999999999999;1.91618394851685;31;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
10;138;139;1.00000000000001;1.68310356140137;31;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-25;121;115.5;-5.50000000000002;2.33320879936218;31;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-18;115;114;-0.999999999999987;1.60802268981934;31;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-60;84;74.5;-9.50000000000001;2.3415195941925;31;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
73;78;134.5;56.5;1.54147744178772;31;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
35;100;110;10;1.94130229949951;31;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-33;132;131;-1.00000000000001;1.67453742027283;31;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
5;161;145;-16;1.99149203300476;31;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
22;165;155;-9.99999999999999;1.29155278205872;31;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-26;116;107;-9.00000000000001;3.36620402336121;31;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-47;50;41.5;-8.49999999999999;1.9745306968689;31;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-70;156;119.5;-36.5;1.54953694343567;31;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
18;5;19.5;14.5;2.17485451698303;31;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
68;114;118;4.00000000000001;1.96645355224609;31;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
42;90;102.5;12.5;1.67489886283875;31;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
33;16;41;25;1.88321876525879;31;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-87;72;65.5;-6.5;2.05793857574463;31;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-41;56;58;2;2.39961504936218;31;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-74;57;53.5;-3.5;1.71643877029419;31;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-19;152;146;-6.00000000000001;1.9078540802002;31;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
24;4;12.5;8.5;1.50816059112549;31;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-36;172;158;-14;2.25040459632874;31;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
23;107;119.5;12.5;1.94136786460876;31;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-39;121;101.5;-19.5;2.29951286315918;31;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-32;155;137;-18;1.64151811599731;31;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-10;161;154.5;-6.5;2.07482647895813;31;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
33;122;122;-0;1.42457413673401;31;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
71;147;144.5;-2.5;1.90797400474548;31;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
12;119;118.5;-0.499999999999994;1.37483072280884;31;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-73;154;136.5;-17.5;1.43312764167786;31;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-83;114;108.5;-5.5;1.78305459022522;31;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-32;89;80.5;-8.49999999999999;5.13301563262939;31;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-24;88;81.5;-6.49999999999999;2.42449259757996;31;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
2;10;18;8;2.50805449485779;31;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
22;107;114;7.00000000000001;1.55812573432922;31;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-63;144;121;-23;2.36643218994141;31;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
90;77;72;-5;1.39966630935669;31;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
38;174;162.5;-11.5;1.64959573745728;31;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-61;15;142.5;-52.5;1.74118280410767;31;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-50;170;160;-10;1.56649160385132;31;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
2;108;110;2;1.57468700408936;31;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
36;148;143.5;-4.5;2.59150838851929;31;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
19;170;153;-17;1.84136152267456;31;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-81;38;157;-61;2.63313364982605;31;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-48;50;52.5;2.5;1.87473750114441;31;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
67;168;156.5;-11.5;1.63311362266541;31;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-78;36;43.5;7.49999999999999;1.92458820343018;31;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-52;113;116.5;3.5;1.4831075668335;31;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-86;86;101.5;15.5;2.20798873901367;31;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
86;53;57;4;1.95812845230103;31;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
44;19;27;8;1.44982147216797;31;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
8;55;52.5;-2.5;2.08315706253052;31;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
0;103;117.5;14.5;2.14980483055115;31;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
32;15;25.5;10.5;1.8246283531189;31;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
23;174;166;-7.99999999999998;1.42475771903992;31;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
38;0;169.5;-10.5;2.29976987838745;31;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
-61;65;61;-4.00000000000001;1.46641445159912;31;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
15;153;58.5;85.5;7.032794713974;31;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
38;54;62;7.99999999999999;2.87464666366577;31;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
-57;101;104.5;3.5;1.74970984458923;31;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
-6;138;134;-3.99999999999998;1.52468919754028;31;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
47;95;119.5;24.5;2.32473230361938;31;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
-68;107;115.5;8.49999999999999;1.24976801872253;31;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
-67;53;55;2;1.62481379508972;31;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
4;173;161;-12;1.24966335296631;31;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
82;110;109;-1;1.43317794799805;31;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
-55;58;44;-14;2.50783777236938;31;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
-85;1;161.5;-19.5;1.34141492843628;31;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
19;18;28;10;2.55819153785706;31;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
66;74;72;-2;1.79982542991638;31;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
76;47;53.5;6.5;2.29983353614807;31;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
88;71;57;-14;2.53304076194763;31;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
-52;105;117.5;12.5;1.38305473327637;31;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
-76;51;52;1;1.43302154541016;31;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
41;93;108.5;15.5;1.71630358695984;31;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
-8;118;130;12;1.40816569328308;31;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
-9;86;83;-3;1.71647620201111;31;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
12;38;41.5;3.5;2.14150714874268;31;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
-51;62;40.5;-21.5;1.75805377960205;31;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
-40;55;37.5;-17.5;1.75810670852661;31;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
74;149;147;-2;2.27471375465393;31;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
64;13;26;13;2.09949660301208;31;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
1;166;154.5;-11.5;2.02487683296204;31;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
-2;16;28;12;1.72481775283813;31;6;1;Abreo et al. (2023);Experiment 1;Orientation;1
68;73;64;-9;1.9009153842926;32;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
24;79;64;-15;1.36776161193848;32;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
56;46;64;18;2.65907406806946;32;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
16;176;168.5;-7.49999999999999;1.85075354576111;32;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
56;94;117;23;1.46751832962036;32;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-82;153;154.5;1.50000000000001;1.9005184173584;32;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-26;126;118;-7.99999999999998;1.59224724769592;32;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-88;34;52.5;18.5;1.76750516891479;32;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-42;3;19;16;1.6839644908905;32;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
79;141;154;13;1.96749520301819;32;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
72;83;85.5;2.5;1.67566823959351;32;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
23;109;118;9.00000000000001;1.45066928863525;32;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-23;160;153.5;-6.5;2.66759276390076;32;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-65;106;113.5;7.50000000000001;1.50913834571838;32;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
33;98;112.5;14.5;1.74256134033203;32;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-11;5;10.5;5.5;2.15907049179077;32;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
16;24;20;-4;2.00916123390198;32;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-40;75;72;-3;3.90940761566162;32;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
52;150;156;5.99999999999998;1.71753716468811;32;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-62;82;53.5;-28.5;2.48395538330078;32;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-41;13;13;-0;1.70924210548401;32;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
85;14;16.5;2.5;1.55086708068848;32;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-49;25;20;-5;1.95886421203613;32;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-40;39;55.5;16.5;1.52568674087524;32;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-54;179;172.5;-6.5;2.00078868865967;32;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-69;104;109.5;5.5;2.04241919517517;32;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
2;116;125.5;9.5;1.70921921730042;32;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-69;160;157.5;-2.5;1.78417253494263;32;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
1;164;157;-7;1.24240946769714;32;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
72;138;142.5;4.5;1.20048642158508;32;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-31;1;177.5;-3.50000000000001;1.79249930381775;32;1;1;Abreo et al. (2023);Experiment 1;Orientation;1
-11;101;108;7;1.81384587287903;32;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
33;135;142;6.99999999999999;2.05927348136902;32;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-1;106;114;8.00000000000001;2.31754732131958;32;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
82;168;161.5;-6.5;1.55082535743713;32;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
33;86;76.5;-9.50000000000001;1.71756029129028;32;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-14;85;75.5;-9.50000000000001;1.62589144706726;32;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
68;14;168.5;-25.5;1.50070738792419;32;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-6;81;76;-5;2.10088753700256;32;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-73;29;33.5;4.49999999999999;1.69244050979614;32;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
58;120;80;-40;2.07559299468994;32;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
36;103;35;-68;2.20085763931274;32;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-31;112;105.5;-6.5;2.18410611152649;32;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-67;122;108.5;-13.5;1.88422751426697;32;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-55;91;79;-12;1.94234824180603;32;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-15;158;158;0;3.7761824131012;32;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-33;118;105;-13;1.82568645477295;32;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-5;168;171;2.99999999999999;2.77604150772095;32;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
43;141;135;-6.00000000000001;1.22559475898743;32;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
12;130;118;-12;1.56751132011414;32;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-66;171;12;21;1.19226503372192;32;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
45;119;78;-41;2.13391828536987;32;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
70;110;93.5;-16.5;1.70049357414246;32;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
88;56;66;10;3.64256429672241;32;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-2;65;68.5;3.5;2.30085229873657;32;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-9;36;68;32;2.1508092880249;32;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-9;16;74.5;58.5;1.84235763549805;32;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-4;172;158;-14;1.48412036895752;32;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
-89;172;169;-3.00000000000002;1.70921182632446;32;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
64;162;164.5;2.5;1.47532200813293;32;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
89;130;24.5;74.5;2.47584342956543;32;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
39;83;84;1;1.96754193305969;32;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
81;11;11;-0;2.70067310333252;32;2;1;Abreo et al. (2023);Experiment 1;Orientation;1
64;118;105.5;-12.5;2.37577033042908;32;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-59;109;105.5;-3.5;1.52573347091675;32;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
27;27;54.5;27.5;2.24246907234192;32;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
77;143;153;9.99999999999999;1.70079445838928;32;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-70;151;156;4.99999999999999;1.8842146396637;32;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
78;90;98;8;1.86750245094299;32;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
12;84;77.5;-6.5;2.67600917816162;32;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
34;107;127;20;1.35075330734253;32;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
14;82;72.5;-9.49999999999999;2.02591252326965;32;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-61;100;106;6;1.45053482055664;32;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-55;178;168;-9.99999999999999;2.55101490020752;32;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
70;146;138.5;-7.49999999999999;2.08427619934082;32;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
68;130;132.5;2.5;2.03417921066284;32;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-3;11;12.5;1.5;2.11760258674622;32;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-45;126;97;-29;1.73416566848755;32;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
50;141;151;9.99999999999999;6.93482422828674;32;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
63;3;12.5;9.5;1.54245805740356;32;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-33;139;139;0;1.90050530433655;32;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
46;10;12.5;2.5;1.57561540603638;32;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
74;60;50;-9.99999999999999;1.89256358146667;32;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
83;10;25.5;15.5;1.41747856140137;32;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
21;178;173;-5;2.02585625648499;32;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
45;83;76;-7;2.05085825920105;32;3;1;Abreo et al. (2023);Experiment 1;Orientation;1
-15;6;8.5;2.5;2.59703421592712;32;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
76;148;152.5;4.5;1.5173966884613;32;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-7;71;57.5;-13.5;1.55083823204041;32;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-8;165;154.5;-10.5;1.48415446281433;32;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-50;18;14.5;-3.5;2.10923624038696;32;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
53;130;127.5;-2.5;1.96760439872742;32;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
17;41;51;10;2.18410563468933;32;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-17;30;21.5;-8.49999999999999;1.97590351104736;32;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
82;174;157.5;-16.5;2.04262757301331;32;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
89;137;128;-8.99999999999999;1.65052056312561;32;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
50;19;21.5;2.5;1.70917391777039;32;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-53;169;166;-2.99999999999999;1.37563920021057;32;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-77;162;159.5;-2.5;2.10909128189087;32;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-80;34;16.5;-17.5;5.19291567802429;32;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-75;130;123;-7;2.07594299316406;32;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-6;105;111;5.99999999999999;1.43413662910461;32;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-84;120;110;-9.99999999999999;2.05076146125793;32;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-12;90;85.5;-4.5;1.5671751499176;32;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-23;50;45.5;-4.5;1.48409128189087;32;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
76;6;13;7;1.72577905654907;32;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
46;66;68;2.00000000000001;1.52573323249817;32;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-52;116;104;-12;1.7424201965332;32;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-82;117;115;-2;2.45917510986328;32;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-9;83;71;-12;2.27573084831238;32;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
6;107;102;-5;2.71770024299622;32;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
18;178;173;-5;1.41712117195129;32;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
32;51;58;7.00000000000001;1.71741318702698;32;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
84;40;55;15;2.6843376159668;32;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
89;21;17.5;-3.5;1.46747088432312;32;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-57;146;114;-32;1.83417129516602;32;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
58;83;70;-13;1.70909547805786;32;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-19;36;20;-16;1.92555141448975;32;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
0;97;102;5.00000000000001;1.64240384101868;32;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-83;22;20;-2;1.57577538490295;32;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
65;147;158;11;2.48433351516724;32;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
-56;69;64.5;-4.5;2.1925482749939;32;4;1;Abreo et al. (2023);Experiment 1;Orientation;1
3;4;20;16;2.34317374229431;32;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-59;83;75.5;-7.5;1.77578544616699;32;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
79;173;164;-9;2.05893325805664;32;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-85;78;72.5;-5.49999999999999;2.73430371284485;32;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
87;122;128.5;6.5;2.9176607131958;32;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-39;50;33.5;-16.5;2.94266223907471;32;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
19;150;146.5;-3.50000000000001;1.32574725151062;32;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
12;126;119.5;-6.5;2.15027928352356;32;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-80;78;58.5;-19.5;4.42627239227295;32;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
11;92;98.5;6.50000000000001;4.33428978919983;32;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
14;129;129;-0;1.95087432861328;32;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
42;106;120;14;2.44264221191406;32;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-74;55;52;-3;1.92578983306885;32;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
66;126;122.5;-3.49999999999999;1.77564001083374;32;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-52;149;156;7;2.94265842437744;32;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
57;165;164;-0.999999999999986;4.31779623031616;32;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-54;3;37;34;1.61748433113098;32;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
49;153;163;10;1.52577328681946;32;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
-82;140;140.5;0.500000000000017;1.68419742584229;32;5;1;Abreo et al. (2023);Experiment 1;Orientation;1
