obs;theta;resp;error;rt;block;delta;study;experiment;stimulus;expnum
22;45;64;19;1.38046717643738;1;-39;Lau & Maus (2019);Experiment 1;Orientation;1
22;120;115;-5;3.88298583030701;1;-75;Lau & Maus (2019);Experiment 1;Orientation;1
22;104;114;10;0.962784051895142;1;16;Lau & Maus (2019);Experiment 1;Orientation;1
22;133;115;-18;1.16279315948486;1;-29;Lau & Maus (2019);Experiment 1;Orientation;1
22;97;94;-3;0.71279501914978;1;36;Lau & Maus (2019);Experiment 1;Orientation;1
22;70;78;8;1.4553210735321;1;27;Lau & Maus (2019);Experiment 1;Orientation;1
22;17;52;35;1.07271218299866;1;53;Lau & Maus (2019);Experiment 1;Orientation;1
22;9;3;-6;0.802773952484131;1;8;Lau & Maus (2019);Experiment 1;Orientation;1
22;148;125;-23;1.75677514076233;1;41;Lau & Maus (2019);Experiment 1;Orientation;1
22;27;29;2;0.782864093780518;1;-59;Lau & Maus (2019);Experiment 1;Orientation;1
22;76;65;-11;0.702924966812134;1;-49;Lau & Maus (2019);Experiment 1;Orientation;1
22;173;145;-28;0.582823991775513;1;83;Lau & Maus (2019);Experiment 1;Orientation;1
22;11;162;-29;1.75667595863342;1;-18;Lau & Maus (2019);Experiment 1;Orientation;1
22;65;61;-4;1.04287004470825;1;-54;Lau & Maus (2019);Experiment 1;Orientation;1
22;169;175;6;1.67398500442505;1;76;Lau & Maus (2019);Experiment 1;Orientation;1
22;102;100;-2;1.16282105445862;1;67;Lau & Maus (2019);Experiment 1;Orientation;1
22;131;116;-15;2.3727970123291;1;-29;Lau & Maus (2019);Experiment 1;Orientation;1
22;126;110;-16;2.13874292373657;1;5;Lau & Maus (2019);Experiment 1;Orientation;1
22;101;117;16;1.3727810382843;1;25;Lau & Maus (2019);Experiment 1;Orientation;1
22;49;47;-2;2.19128084182739;1;52;Lau & Maus (2019);Experiment 1;Orientation;1
22;81;161;80;2.51205110549927;1;-32;Lau & Maus (2019);Experiment 1;Orientation;1
22;136;138;2;1.6713650226593;1;-55;Lau & Maus (2019);Experiment 1;Orientation;1
22;120;115;-5;1.37272500991821;1;16;Lau & Maus (2019);Experiment 1;Orientation;1
22;23;39;16;0.762746095657349;1;-83;Lau & Maus (2019);Experiment 1;Orientation;1
22;133;118;-15;1.20004320144653;1;70;Lau & Maus (2019);Experiment 1;Orientation;1
22;53;63;10;4.43577909469604;1;80;Lau & Maus (2019);Experiment 1;Orientation;1
22;116;119;3;1.17574620246887;1;-63;Lau & Maus (2019);Experiment 1;Orientation;1
22;150;164;14;1.13198089599609;1;-34;Lau & Maus (2019);Experiment 1;Orientation;1
22;141;125;-16;1.56856107711792;1;9;Lau & Maus (2019);Experiment 1;Orientation;1
22;179;102;-77;1.20276284217834;1;-38;Lau & Maus (2019);Experiment 1;Orientation;1
22;99;133;34;31.084135055542;1;80;Lau & Maus (2019);Experiment 1;Orientation;1
22;25;22;-3;1.40655612945557;1;74;Lau & Maus (2019);Experiment 1;Orientation;1
22;56;10;-46;0.972843170166016;1;-31;Lau & Maus (2019);Experiment 1;Orientation;1
22;176;1;5;1.16507387161255;1;60;Lau & Maus (2019);Experiment 1;Orientation;1
22;98;97;-1;1.0328369140625;1;78;Lau & Maus (2019);Experiment 1;Orientation;1
22;162;166;4;2.70256805419922;1;-64;Lau & Maus (2019);Experiment 1;Orientation;1
22;74;49;-25;2.22986388206482;1;88;Lau & Maus (2019);Experiment 1;Orientation;1
22;128;123;-5;0.793030977249146;1;-54;Lau & Maus (2019);Experiment 1;Orientation;1
22;168;164;-4;1.28284192085266;1;-40;Lau & Maus (2019);Experiment 1;Orientation;1
22;46;63;17;1.8019700050354;1;-58;Lau & Maus (2019);Experiment 1;Orientation;1
22;19;27;8;0.842761993408203;1;27;Lau & Maus (2019);Experiment 1;Orientation;1
22;115;112;-3;3.06700301170349;1;84;Lau & Maus (2019);Experiment 1;Orientation;1
22;111;129;18;2.45055317878723;1;4;Lau & Maus (2019);Experiment 1;Orientation;1
22;122;109;-13;0.533446788787842;1;-11;Lau & Maus (2019);Experiment 1;Orientation;1
22;135;112;-23;2.60665202140808;1;-13;Lau & Maus (2019);Experiment 1;Orientation;1
22;16;169;-27;1.74551796913147;1;-61;Lau & Maus (2019);Experiment 1;Orientation;1
22;152;151;-1;1.23268294334412;1;44;Lau & Maus (2019);Experiment 1;Orientation;1
22;142;106;-36;1.30957913398743;1;10;Lau & Maus (2019);Experiment 1;Orientation;1
22;75;70;-5;3.02501511573792;1;67;Lau & Maus (2019);Experiment 1;Orientation;1
22;39;80;41;0.646416902542114;1;36;Lau & Maus (2019);Experiment 1;Orientation;1
22;124;112;-12;0.617430925369263;1;-85;Lau & Maus (2019);Experiment 1;Orientation;1
22;178;178;0;0.853625059127808;1;-54;Lau & Maus (2019);Experiment 1;Orientation;1
22;15;36;21;0.402704000473022;1;-17;Lau & Maus (2019);Experiment 1;Orientation;1
22;148;132;-16;1.03326916694641;1;47;Lau & Maus (2019);Experiment 1;Orientation;1
22;170;171;1;2.07586312294006;1;-22;Lau & Maus (2019);Experiment 1;Orientation;1
22;36;70;34;1.29851889610291;1;-46;Lau & Maus (2019);Experiment 1;Orientation;1
22;76;34;-42;1.2088770866394;1;-40;Lau & Maus (2019);Experiment 1;Orientation;1
22;71;20;-51;0.409149169921875;1;5;Lau & Maus (2019);Experiment 1;Orientation;1
22;109;132;23;0.380170106887817;1;-38;Lau & Maus (2019);Experiment 1;Orientation;1
22;99;93;-6;2.91505002975464;1;10;Lau & Maus (2019);Experiment 1;Orientation;1
22;32;41;9;0.732760906219482;1;67;Lau & Maus (2019);Experiment 1;Orientation;1
22;151;143;-8;0.852988004684448;1;61;Lau & Maus (2019);Experiment 1;Orientation;1
22;33;47;14;1.03268694877625;1;-62;Lau & Maus (2019);Experiment 1;Orientation;1
22;18;41;23;1.41270589828491;1;15;Lau & Maus (2019);Experiment 1;Orientation;1
22;123;125;2;1.54280495643616;1;75;Lau & Maus (2019);Experiment 1;Orientation;1
22;92;98;6;1.22045588493347;1;31;Lau & Maus (2019);Experiment 1;Orientation;1
22;25;179;-26;1.1307098865509;1;67;Lau & Maus (2019);Experiment 1;Orientation;1
22;97;96;-1;1.45293784141541;1;-72;Lau & Maus (2019);Experiment 1;Orientation;1
22;22;41;19;1.6994469165802;1;75;Lau & Maus (2019);Experiment 1;Orientation;1
22;138;138;0;0.822821855545044;1;64;Lau & Maus (2019);Experiment 1;Orientation;1
22;2;175;-7;1.02337884902954;1;-44;Lau & Maus (2019);Experiment 1;Orientation;1
22;88;83;-5;0.632771015167236;1;-86;Lau & Maus (2019);Experiment 1;Orientation;1
22;175;178;3;0.966073989868164;1;-87;Lau & Maus (2019);Experiment 1;Orientation;1
22;178;177;-1;2.34275913238525;1;-3;Lau & Maus (2019);Experiment 1;Orientation;1
22;124;105;-19;4.60357904434204;1;54;Lau & Maus (2019);Experiment 1;Orientation;1
22;127;115;-12;0.812813997268677;1;-3;Lau & Maus (2019);Experiment 1;Orientation;1
22;46;66;20;1.02158212661743;1;81;Lau & Maus (2019);Experiment 1;Orientation;1
22;50;31;-19;0.962855100631714;1;-4;Lau & Maus (2019);Experiment 1;Orientation;1
22;67;67;0;0.612759828567505;1;-17;Lau & Maus (2019);Experiment 1;Orientation;1
22;82;48;-34;1.63153100013733;1;-15;Lau & Maus (2019);Experiment 1;Orientation;1
22;94;85;-9;1.48926997184753;1;-12;Lau & Maus (2019);Experiment 1;Orientation;1
22;158;147;-11;1.52271103858948;1;-64;Lau & Maus (2019);Experiment 1;Orientation;1
22;156;148;-8;1.00282096862793;1;2;Lau & Maus (2019);Experiment 1;Orientation;1
22;47;40;-7;1.08281397819519;1;-71;Lau & Maus (2019);Experiment 1;Orientation;1
22;141;136;-5;0.533128023147583;1;86;Lau & Maus (2019);Experiment 1;Orientation;1
22;76;65;-11;0.773211002349854;1;65;Lau & Maus (2019);Experiment 1;Orientation;1
22;67;70;3;1.41372394561768;1;9;Lau & Maus (2019);Experiment 1;Orientation;1
22;116;107;-9;1.43050289154053;1;-49;Lau & Maus (2019);Experiment 1;Orientation;1
22;37;35;-2;2.02285003662109;1;79;Lau & Maus (2019);Experiment 1;Orientation;1
22;148;2;34;0.382866144180298;1;69;Lau & Maus (2019);Experiment 1;Orientation;1
22;73;72;-1;0.693000078201294;1;75;Lau & Maus (2019);Experiment 1;Orientation;1
22;128;115;-13;0.852807998657227;1;-55;Lau & Maus (2019);Experiment 1;Orientation;1
22;173;164;-9;1.16284918785095;2;NaN;Lau & Maus (2019);Experiment 1;Orientation;1
22;96;96;0;1.29275488853455;2;77;Lau & Maus (2019);Experiment 1;Orientation;1
22;165;161;-4;1.35276007652283;2;-69;Lau & Maus (2019);Experiment 1;Orientation;1
22;46;39;-7;0.802793025970459;2;-61;Lau & Maus (2019);Experiment 1;Orientation;1
22;35;24;-11;0.712796926498413;2;11;Lau & Maus (2019);Experiment 1;Orientation;1
22;68;60;-8;2.54278206825256;2;-33;Lau & Maus (2019);Experiment 1;Orientation;1
22;17;14;-3;0.862795114517212;2;51;Lau & Maus (2019);Experiment 1;Orientation;1
22;13;18;5;8.34316301345825;2;4;Lau & Maus (2019);Experiment 1;Orientation;1
22;176;151;-25;2.14274001121521;2;17;Lau & Maus (2019);Experiment 1;Orientation;1
22;136;155;19;1.06275391578674;2;40;Lau & Maus (2019);Experiment 1;Orientation;1
22;5;13;8;0.972800016403198;2;-49;Lau & Maus (2019);Experiment 1;Orientation;1
22;142;133;-9;0.71278715133667;2;43;Lau & Maus (2019);Experiment 1;Orientation;1
22;100;111;11;0.982779026031494;2;42;Lau & Maus (2019);Experiment 1;Orientation;1
22;101;104;3;1.91277003288269;2;-1;Lau & Maus (2019);Experiment 1;Orientation;1
22;137;120;-17;1.15277194976807;2;-36;Lau & Maus (2019);Experiment 1;Orientation;1
22;79;74;-5;0.612778902053833;2;58;Lau & Maus (2019);Experiment 1;Orientation;1
22;13;21;8;0.592748880386353;2;66;Lau & Maus (2019);Experiment 1;Orientation;1
22;93;108;15;0.702698945999146;2;-80;Lau & Maus (2019);Experiment 1;Orientation;1
22;54;44;-10;1.30291700363159;2;39;Lau & Maus (2019);Experiment 1;Orientation;1
22;115;122;7;0.782778978347778;2;-61;Lau & Maus (2019);Experiment 1;Orientation;1
22;165;148;-17;1.16280007362366;2;-50;Lau & Maus (2019);Experiment 1;Orientation;1
22;34;32;-2;1.00279307365417;2;-49;Lau & Maus (2019);Experiment 1;Orientation;1
22;34;38;4;1.98291897773743;2;0;Lau & Maus (2019);Experiment 1;Orientation;1
22;138;134;-4;0.633618831634521;2;76;Lau & Maus (2019);Experiment 1;Orientation;1
22;154;148;-6;1.24273800849915;2;-16;Lau & Maus (2019);Experiment 1;Orientation;1
22;54;37;-17;0.892757892608643;2;-80;Lau & Maus (2019);Experiment 1;Orientation;1
22;82;62;-20;0.643276929855347;2;-28;Lau & Maus (2019);Experiment 1;Orientation;1
22;85;72;-13;0.782891035079956;2;-3;Lau & Maus (2019);Experiment 1;Orientation;1
22;130;145;15;0.832813024520874;2;-45;Lau & Maus (2019);Experiment 1;Orientation;1
22;6;2;-4;0.672847032546997;2;-56;Lau & Maus (2019);Experiment 1;Orientation;1
22;88;93;5;0.522774219512939;2;-82;Lau & Maus (2019);Experiment 1;Orientation;1
22;95;98;3;1.18266487121582;2;-7;Lau & Maus (2019);Experiment 1;Orientation;1
22;93;96;3;0.942744016647339;2;2;Lau & Maus (2019);Experiment 1;Orientation;1
22;2;2;0;0.822736024856567;2;-89;Lau & Maus (2019);Experiment 1;Orientation;1
22;136;145;9;1.67269015312195;2;46;Lau & Maus (2019);Experiment 1;Orientation;1
22;109;115;6;0.582717895507812;2;27;Lau & Maus (2019);Experiment 1;Orientation;1
22;150;146;-4;0.792891979217529;2;-41;Lau & Maus (2019);Experiment 1;Orientation;1
22;51;37;-14;1.21267795562744;2;-81;Lau & Maus (2019);Experiment 1;Orientation;1
22;172;158;-14;0.932760953903198;2;59;Lau & Maus (2019);Experiment 1;Orientation;1
22;113;121;8;0.602725982666016;2;59;Lau & Maus (2019);Experiment 1;Orientation;1
22;79;58;-21;1.592689037323;2;34;Lau & Maus (2019);Experiment 1;Orientation;1
22;128;144;16;0.942747831344604;2;-49;Lau & Maus (2019);Experiment 1;Orientation;1
22;154;141;-13;1.97264409065247;2;-26;Lau & Maus (2019);Experiment 1;Orientation;1
22;166;153;-13;0.812827110290527;2;-12;Lau & Maus (2019);Experiment 1;Orientation;1
22;162;157;-5;0.812818050384521;2;4;Lau & Maus (2019);Experiment 1;Orientation;1
22;116;118;2;0.733174085617065;2;46;Lau & Maus (2019);Experiment 1;Orientation;1
22;130;138;8;0.802749872207642;2;-14;Lau & Maus (2019);Experiment 1;Orientation;1
22;177;174;-3;0.492709875106812;2;-47;Lau & Maus (2019);Experiment 1;Orientation;1
22;112;125;13;0.8927321434021;2;65;Lau & Maus (2019);Experiment 1;Orientation;1
22;81;68;-13;0.712828874588013;2;31;Lau & Maus (2019);Experiment 1;Orientation;1
22;15;25;10;1.44271492958069;2;66;Lau & Maus (2019);Experiment 1;Orientation;1
22;150;155;5;1.11265587806702;2;45;Lau & Maus (2019);Experiment 1;Orientation;1
22;34;25;-9;0.653069019317627;2;-64;Lau & Maus (2019);Experiment 1;Orientation;1
22;149;146;-3;1.20287108421326;2;65;Lau & Maus (2019);Experiment 1;Orientation;1
22;150;153;3;1.29303383827209;2;-1;Lau & Maus (2019);Experiment 1;Orientation;1
22;170;163;-7;0.902786016464233;2;-20;Lau & Maus (2019);Experiment 1;Orientation;1
22;11;16;5;0.7427659034729;2;-21;Lau & Maus (2019);Experiment 1;Orientation;1
22;78;85;7;1.06276202201843;2;-67;Lau & Maus (2019);Experiment 1;Orientation;1
22;163;141;-22;0.652786016464233;2;-85;Lau & Maus (2019);Experiment 1;Orientation;1
22;3;8;5;1.05279994010925;2;-20;Lau & Maus (2019);Experiment 1;Orientation;1
22;136;132;-4;1.64286684989929;2;47;Lau & Maus (2019);Experiment 1;Orientation;1
22;68;53;-15;0.913032054901123;2;68;Lau & Maus (2019);Experiment 1;Orientation;1
22;17;22;5;0.773828029632568;2;51;Lau & Maus (2019);Experiment 1;Orientation;1
22;29;15;-14;1.1826651096344;2;-12;Lau & Maus (2019);Experiment 1;Orientation;1
22;79;59;-20;0.702776908874512;2;-50;Lau & Maus (2019);Experiment 1;Orientation;1
22;179;2;3;0.652796983718872;2;80;Lau & Maus (2019);Experiment 1;Orientation;1
22;172;178;6;0.612782955169678;2;7;Lau & Maus (2019);Experiment 1;Orientation;1
22;156;147;-9;0.653371810913086;2;16;Lau & Maus (2019);Experiment 1;Orientation;1
22;115;124;9;0.872713804244995;2;41;Lau & Maus (2019);Experiment 1;Orientation;1
22;47;57;10;1.04280114173889;2;68;Lau & Maus (2019);Experiment 1;Orientation;1
22;18;13;-5;0.712797164916992;2;29;Lau & Maus (2019);Experiment 1;Orientation;1
22;142;143;1;0.933432102203369;2;56;Lau & Maus (2019);Experiment 1;Orientation;1
22;90;87;-3;1.05276608467102;2;52;Lau & Maus (2019);Experiment 1;Orientation;1
22;97;101;4;1.042809009552;2;-7;Lau & Maus (2019);Experiment 1;Orientation;1
22;90;94;4;1.12278699874878;2;7;Lau & Maus (2019);Experiment 1;Orientation;1
22;149;142;-7;1.21264791488647;2;-59;Lau & Maus (2019);Experiment 1;Orientation;1
22;100;103;3;0.82279109954834;2;49;Lau & Maus (2019);Experiment 1;Orientation;1
22;110;109;-1;1.25272703170776;2;-10;Lau & Maus (2019);Experiment 1;Orientation;1
22;104;122;18;0.713540077209473;2;6;Lau & Maus (2019);Experiment 1;Orientation;1
22;107;114;7;0.982829093933105;2;-3;Lau & Maus (2019);Experiment 1;Orientation;1
22;38;41;3;0.712876796722412;2;69;Lau & Maus (2019);Experiment 1;Orientation;1
22;36;22;-14;0.952950000762939;2;2;Lau & Maus (2019);Experiment 1;Orientation;1
22;62;59;-3;1.13285899162292;2;-26;Lau & Maus (2019);Experiment 1;Orientation;1
22;69;33;-36;1.6627368927002;2;-7;Lau & Maus (2019);Experiment 1;Orientation;1
22;87;79;-8;2.00286102294922;2;-18;Lau & Maus (2019);Experiment 1;Orientation;1
22;70;58;-12;1.29284811019897;2;17;Lau & Maus (2019);Experiment 1;Orientation;1
22;62;61;-1;1.17262291908264;2;8;Lau & Maus (2019);Experiment 1;Orientation;1
22;14;27;13;0.503015041351318;2;48;Lau & Maus (2019);Experiment 1;Orientation;1
22;34;41;7;0.652750015258789;2;-20;Lau & Maus (2019);Experiment 1;Orientation;1
22;126;131;5;0.732724189758301;2;88;Lau & Maus (2019);Experiment 1;Orientation;1
22;115;125;10;0.472745180130005;2;11;Lau & Maus (2019);Experiment 1;Orientation;1
22;41;54;13;0.942809104919434;2;74;Lau & Maus (2019);Experiment 1;Orientation;1
22;47;60;13;0.302830934524536;2;-6;Lau & Maus (2019);Experiment 1;Orientation;1
22;72;47;-25;0.752732038497925;2;-25;Lau & Maus (2019);Experiment 1;Orientation;1
22;52;50;-2;0.832797765731812;2;20;Lau & Maus (2019);Experiment 1;Orientation;1
22;129;122;-7;1.09281301498413;2;-77;Lau & Maus (2019);Experiment 1;Orientation;1
22;75;58;-17;0.742684841156006;2;54;Lau & Maus (2019);Experiment 1;Orientation;1
22;26;23;-3;0.912811994552612;2;49;Lau & Maus (2019);Experiment 1;Orientation;1
22;28;31;3;0.632791996002197;2;-2;Lau & Maus (2019);Experiment 1;Orientation;1
22;136;140;4;0.642789125442505;2;72;Lau & Maus (2019);Experiment 1;Orientation;1
22;11;6;-5;0.812916994094849;2;-55;Lau & Maus (2019);Experiment 1;Orientation;1
22;86;84;-2;1.2927770614624;2;-75;Lau & Maus (2019);Experiment 1;Orientation;1
22;15;18;3;1.2827320098877;2;71;Lau & Maus (2019);Experiment 1;Orientation;1
22;147;132;-15;3.7330310344696;2;48;Lau & Maus (2019);Experiment 1;Orientation;1
22;110;111;1;2.9730269908905;3;NaN;Lau & Maus (2019);Experiment 1;Orientation;1
22;174;175;1;0.80285906791687;3;-64;Lau & Maus (2019);Experiment 1;Orientation;1
22;178;170;-8;0.842808961868286;3;-4;Lau & Maus (2019);Experiment 1;Orientation;1
22;85;80;-5;1.07359385490417;3;-87;Lau & Maus (2019);Experiment 1;Orientation;1
22;103;105;2;1.17306590080261;3;-18;Lau & Maus (2019);Experiment 1;Orientation;1
22;108;108;0;1.03279781341553;3;-5;Lau & Maus (2019);Experiment 1;Orientation;1
22;12;11;-1;0.652848958969116;3;-84;Lau & Maus (2019);Experiment 1;Orientation;1
22;131;107;-24;1.3327898979187;3;61;Lau & Maus (2019);Experiment 1;Orientation;1
22;138;130;-8;0.753295183181763;3;-7;Lau & Maus (2019);Experiment 1;Orientation;1
22;7;24;17;0.632878065109253;3;-49;Lau & Maus (2019);Experiment 1;Orientation;1
22;51;39;-12;1.39280104637146;3;-44;Lau & Maus (2019);Experiment 1;Orientation;1
22;96;105;9;0.98274302482605;3;-45;Lau & Maus (2019);Experiment 1;Orientation;1
22;33;64;31;1.25274801254272;3;63;Lau & Maus (2019);Experiment 1;Orientation;1
22;96;106;10;1.0629198551178;3;-63;Lau & Maus (2019);Experiment 1;Orientation;1
22;154;137;-17;0.842800855636597;3;-58;Lau & Maus (2019);Experiment 1;Orientation;1
22;20;46;26;1.15276408195496;3;-46;Lau & Maus (2019);Experiment 1;Orientation;1
22;89;88;-1;1.35263705253601;3;-69;Lau & Maus (2019);Experiment 1;Orientation;1
22;63;70;7;1.74292588233948;3;26;Lau & Maus (2019);Experiment 1;Orientation;1
22;77;81;4;1.07282686233521;3;-14;Lau & Maus (2019);Experiment 1;Orientation;1
22;23;26;3;0.923012971878052;3;54;Lau & Maus (2019);Experiment 1;Orientation;1
22;14;20;6;0.692804098129272;3;9;Lau & Maus (2019);Experiment 1;Orientation;1
22;91;71;-20;1.17273116111755;3;-77;Lau & Maus (2019);Experiment 1;Orientation;1
22;111;123;12;1.13280892372131;3;-20;Lau & Maus (2019);Experiment 1;Orientation;1
22;137;141;4;1.65276598930359;3;-26;Lau & Maus (2019);Experiment 1;Orientation;1
22;167;151;-16;1.2530038356781;3;-30;Lau & Maus (2019);Experiment 1;Orientation;1
22;73;72;-1;1.46350288391113;3;-86;Lau & Maus (2019);Experiment 1;Orientation;1
22;161;138;-23;0.772864103317261;3;-88;Lau & Maus (2019);Experiment 1;Orientation;1
22;47;58;11;0.672857999801636;3;-66;Lau & Maus (2019);Experiment 1;Orientation;1
22;77;73;-4;1.16269898414612;3;-30;Lau & Maus (2019);Experiment 1;Orientation;1
22;100;107;7;1.06289792060852;3;-23;Lau & Maus (2019);Experiment 1;Orientation;1
22;151;131;-20;0.662755012512207;3;-51;Lau & Maus (2019);Experiment 1;Orientation;1
22;26;37;11;0.822796106338501;3;-55;Lau & Maus (2019);Experiment 1;Orientation;1
22;142;115;-27;0.983675956726074;3;64;Lau & Maus (2019);Experiment 1;Orientation;1
22;111;123;12;0.772724866867065;3;31;Lau & Maus (2019);Experiment 1;Orientation;1
22;46;60;14;0.692758798599243;3;65;Lau & Maus (2019);Experiment 1;Orientation;1
22;110;123;13;0.762820959091187;3;-64;Lau & Maus (2019);Experiment 1;Orientation;1
22;76;64;-12;0.802812099456787;3;34;Lau & Maus (2019);Experiment 1;Orientation;1
22;128;132;4;0.652595043182373;3;-52;Lau & Maus (2019);Experiment 1;Orientation;1
22;17;23;6;0.782764911651611;3;-69;Lau & Maus (2019);Experiment 1;Orientation;1
22;89;69;-20;1.32270503044128;3;-72;Lau & Maus (2019);Experiment 1;Orientation;1
22;3;13;10;0.582852125167847;3;86;Lau & Maus (2019);Experiment 1;Orientation;1
22;38;23;-15;0.422777891159058;3;-35;Lau & Maus (2019);Experiment 1;Orientation;1
22;104;107;3;0.593134880065918;3;-66;Lau & Maus (2019);Experiment 1;Orientation;1
22;84;77;-7;3.07285809516907;3;20;Lau & Maus (2019);Experiment 1;Orientation;1
22;157;149;-8;0.832818984985352;3;-73;Lau & Maus (2019);Experiment 1;Orientation;1
22;84;84;0;1.19263696670532;3;73;Lau & Maus (2019);Experiment 1;Orientation;1
22;147;157;10;0.513756036758423;3;-63;Lau & Maus (2019);Experiment 1;Orientation;1
22;35;36;1;0.583357095718384;3;-68;Lau & Maus (2019);Experiment 1;Orientation;1
22;95;104;9;0.922688007354736;3;-60;Lau & Maus (2019);Experiment 1;Orientation;1
22;89;84;-5;0.982779979705811;3;6;Lau & Maus (2019);Experiment 1;Orientation;1
22;141;120;-21;0.692777156829834;3;-52;Lau & Maus (2019);Experiment 1;Orientation;1
22;45;68;23;1.28282284736633;3;-84;Lau & Maus (2019);Experiment 1;Orientation;1
22;48;51;3;0.892837047576904;3;-3;Lau & Maus (2019);Experiment 1;Orientation;1
22;94;100;6;1.13278293609619;3;-46;Lau & Maus (2019);Experiment 1;Orientation;1
22;125;106;-19;1.28313398361206;3;-31;Lau & Maus (2019);Experiment 1;Orientation;1
22;178;160;-18;0.893033981323242;3;-53;Lau & Maus (2019);Experiment 1;Orientation;1
22;152;157;5;0.893211841583252;3;26;Lau & Maus (2019);Experiment 1;Orientation;1
22;145;151;6;0.972881078720093;3;7;Lau & Maus (2019);Experiment 1;Orientation;1
22;68;63;-5;3.16275811195374;3;77;Lau & Maus (2019);Experiment 1;Orientation;1
22;66;65;-1;0.982883930206299;3;2;Lau & Maus (2019);Experiment 1;Orientation;1
22;6;25;19;1.41273498535156;3;60;Lau & Maus (2019);Experiment 1;Orientation;1
22;62;45;-17;1.31266593933105;3;-56;Lau & Maus (2019);Experiment 1;Orientation;1
22;51;32;-19;1.06346297264099;3;11;Lau & Maus (2019);Experiment 1;Orientation;1
22;140;143;3;0.893255949020386;3;-89;Lau & Maus (2019);Experiment 1;Orientation;1
22;41;44;3;0.832796096801758;3;-81;Lau & Maus (2019);Experiment 1;Orientation;1
22;92;88;-4;0.752654075622559;3;-51;Lau & Maus (2019);Experiment 1;Orientation;1
22;99;89;-10;0.982769012451172;3;-7;Lau & Maus (2019);Experiment 1;Orientation;1
22;116;108;-8;1.30281591415405;3;-17;Lau & Maus (2019);Experiment 1;Orientation;1
22;108;107;-1;0.842782020568848;3;8;Lau & Maus (2019);Experiment 1;Orientation;1
22;51;65;14;1.17277884483337;3;57;Lau & Maus (2019);Experiment 1;Orientation;1
22;23;33;10;0.68274998664856;3;28;Lau & Maus (2019);Experiment 1;Orientation;1
22;71;73;2;0.623201131820679;3;-48;Lau & Maus (2019);Experiment 1;Orientation;1
22;167;140;-27;0.612766027450562;3;84;Lau & Maus (2019);Experiment 1;Orientation;1
22;80;71;-9;1.06275987625122;3;87;Lau & Maus (2019);Experiment 1;Orientation;1
22;92;93;1;1.0826849937439;3;-12;Lau & Maus (2019);Experiment 1;Orientation;1
22;157;127;-30;0.772816181182861;3;-65;Lau & Maus (2019);Experiment 1;Orientation;1
22;67;63;-4;1.24273586273193;3;90;Lau & Maus (2019);Experiment 1;Orientation;1
22;95;90;-5;1.10289406776428;3;-28;Lau & Maus (2019);Experiment 1;Orientation;1
22;69;53;-16;0.842887878417969;3;26;Lau & Maus (2019);Experiment 1;Orientation;1
22;44;44;0;0.93270206451416;3;25;Lau & Maus (2019);Experiment 1;Orientation;1
22;105;102;-3;0.652744054794312;3;-61;Lau & Maus (2019);Experiment 1;Orientation;1
22;66;63;-3;0.612748146057129;3;39;Lau & Maus (2019);Experiment 1;Orientation;1
22;12;14;2;0.712759017944336;3;54;Lau & Maus (2019);Experiment 1;Orientation;1
22;105;112;7;0.753323078155518;3;87;Lau & Maus (2019);Experiment 1;Orientation;1
22;67;55;-12;0.722748041152954;3;38;Lau & Maus (2019);Experiment 1;Orientation;1
22;103;99;-4;0.722743034362793;3;-36;Lau & Maus (2019);Experiment 1;Orientation;1
22;47;53;6;0.642807006835938;3;56;Lau & Maus (2019);Experiment 1;Orientation;1
22;72;44;-28;0.57258415222168;3;-25;Lau & Maus (2019);Experiment 1;Orientation;1
22;66;68;2;0.913036823272705;3;6;Lau & Maus (2019);Experiment 1;Orientation;1
22;165;152;-13;0.652920961380005;3;81;Lau & Maus (2019);Experiment 1;Orientation;1
22;90;89;-1;0.492780208587646;3;75;Lau & Maus (2019);Experiment 1;Orientation;1
22;25;48;23;0.802774906158447;3;65;Lau & Maus (2019);Experiment 1;Orientation;1
22;95;90;-5;0.982701778411865;3;-70;Lau & Maus (2019);Experiment 1;Orientation;1
22;124;113;-11;1.2727689743042;3;-29;Lau & Maus (2019);Experiment 1;Orientation;1
22;130;122;-8;0.772804975509644;3;-6;Lau & Maus (2019);Experiment 1;Orientation;1
22;110;118;8;0.862871885299683;3;20;Lau & Maus (2019);Experiment 1;Orientation;1
22;19;37;18;0.963285207748413;3;-89;Lau & Maus (2019);Experiment 1;Orientation;1
22;35;28;-7;0.682827949523926;3;-16;Lau & Maus (2019);Experiment 1;Orientation;1
22;136;126;-10;1.04284000396729;3;79;Lau & Maus (2019);Experiment 1;Orientation;1
22;54;60;6;0.92290997505188;3;82;Lau & Maus (2019);Experiment 1;Orientation;1
22;118;136;18;0.732753038406372;3;-64;Lau & Maus (2019);Experiment 1;Orientation;1
22;168;147;-21;0.802674055099487;3;-50;Lau & Maus (2019);Experiment 1;Orientation;1
22;44;51;7;0.612869024276733;3;-56;Lau & Maus (2019);Experiment 1;Orientation;1
22;84;80;-4;0.902979850769043;3;-40;Lau & Maus (2019);Experiment 1;Orientation;1
22;44;52;8;0.57279109954834;3;NaN;Lau & Maus (2019);Experiment 1;Orientation;1
22;44;42;-2;1.02284598350525;3;0;Lau & Maus (2019);Experiment 1;Orientation;1
22;38;51;13;1.17410802841187;3;6;Lau & Maus (2019);Experiment 1;Orientation;1
