obs;theta;resp;error;rt;block;delta;trial;cond;study;experiment;stimulus;expnum
4;175;167.7578125;-7.2421875;9;4;35;751;0;Samaha et al. (2019);Experiment 1;Orientation;1
4;134;138;4;9;4;41;752;0;Samaha et al. (2019);Experiment 1;Orientation;1
4;23;40.84375;17.84375;9;4;-69;753;1;Samaha et al. (2019);Experiment 1;Orientation;1
4;32;39.5078125;7.5078125;9;4;-9;754;0;Samaha et al. (2019);Experiment 1;Orientation;1
4;34;34.9296875;0.9296875;9;4;-2;755;0;Samaha et al. (2019);Experiment 1;Orientation;1
4;6;30.9296875;24.9296875;9;4;28;756;0;Samaha et al. (2019);Experiment 1;Orientation;1
4;85;63.390625;-21.609375;9;4;-79;757;1;Samaha et al. (2019);Experiment 1;Orientation;1
4;172;73.7265625;81.7265625;9;4;-87;758;0;Samaha et al. (2019);Experiment 1;Orientation;1
4;93;100.203125;7.203125;9;4;79;759;0;Samaha et al. (2019);Experiment 1;Orientation;1
4;20;21.2421875;1.2421875;9;4;73;760;0;Samaha et al. (2019);Experiment 1;Orientation;1
4;127;140.3828125;13.3828125;9;4;73;761;0;Samaha et al. (2019);Experiment 1;Orientation;1
4;179;13.140625;14.140625;9;4;-52;762;1;Samaha et al. (2019);Experiment 1;Orientation;1
4;98;110.203125;12.203125;9;4;81;763;1;Samaha et al. (2019);Experiment 1;Orientation;1
4;34;33.6875;-0.3125;9;4;64;764;0;Samaha et al. (2019);Experiment 1;Orientation;1
4;12;36.6796875;24.6796875;9;4;22;765;0;Samaha et al. (2019);Experiment 1;Orientation;1
4;7;152.234375;-34.765625;9;4;5;766;1;Samaha et al. (2019);Experiment 1;Orientation;1
4;175;154.0703125;-20.9296875;9;4;12;767;0;Samaha et al. (2019);Experiment 1;Orientation;1
4;161;158.203125;-2.796875;9;4;14;768;1;Samaha et al. (2019);Experiment 1;Orientation;1
4;165;158.9765625;-6.0234375;9;4;-4;769;1;Samaha et al. (2019);Experiment 1;Orientation;1
4;18;34;16;9;4;-33;770;0;Samaha et al. (2019);Experiment 1;Orientation;1
4;108;129.328125;21.328125;9;4;-90;771;0;Samaha et al. (2019);Experiment 1;Orientation;1
4;29;28.6015625;-0.3984375;9;4;79;772;1;Samaha et al. (2019);Experiment 1;Orientation;1
4;81;63.5390625;-17.4609375;9;4;-52;773;0;Samaha et al. (2019);Experiment 1;Orientation;1
4;179;46;47;9;4;82;774;0;Samaha et al. (2019);Experiment 1;Orientation;1
4;105;142.0390625;37.0390625;9;4;74;775;1;Samaha et al. (2019);Experiment 1;Orientation;1
4;164;139.5234375;-24.4765625;9;4;-59;776;0;Samaha et al. (2019);Experiment 1;Orientation;1
4;147;150;3;9;4;17;777;1;Samaha et al. (2019);Experiment 1;Orientation;1
4;145;146.75;1.75;9;4;2;778;1;Samaha et al. (2019);Experiment 1;Orientation;1
4;53;55.3125;2.3125;9;4;-88;779;1;Samaha et al. (2019);Experiment 1;Orientation;1
4;130;130.5;0.5;9;4;-77;780;0;Samaha et al. (2019);Experiment 1;Orientation;1
4;148;140.6171875;-7.3828125;9;4;-18;781;1;Samaha et al. (2019);Experiment 1;Orientation;1
4;125;131.359375;6.359375;9;4;23;782;1;Samaha et al. (2019);Experiment 1;Orientation;1
4;118;116.484375;-1.515625;9;4;7;783;0;Samaha et al. (2019);Experiment 1;Orientation;1
4;125;121.5703125;-3.4296875;9;4;-7;784;1;Samaha et al. (2019);Experiment 1;Orientation;1
4;12;38.53125;26.53125;9;4;-67;785;0;Samaha et al. (2019);Experiment 1;Orientation;1
4;169;150.5;-18.5;9;4;23;786;1;Samaha et al. (2019);Experiment 1;Orientation;1
4;76;56.8125;-19.1875;9;4;-87;787;1;Samaha et al. (2019);Experiment 1;Orientation;1
4;179;14.84375;15.84375;9;4;77;788;1;Samaha et al. (2019);Experiment 1;Orientation;1
4;50;30;-20;9;4;-51;789;1;Samaha et al. (2019);Experiment 1;Orientation;1
4;7;11.984375;4.984375;9;4;43;790;0;Samaha et al. (2019);Experiment 1;Orientation;1
4;59;41.7421875;-17.2578125;9;4;-52;791;1;Samaha et al. (2019);Experiment 1;Orientation;1
4;1;161.2265625;-19.7734375;9;4;58;792;0;Samaha et al. (2019);Experiment 1;Orientation;1
4;135;150.3203125;15.3203125;9;4;46;793;1;Samaha et al. (2019);Experiment 1;Orientation;1
4;48;39.1953125;-8.8046875;9;4;87;794;1;Samaha et al. (2019);Experiment 1;Orientation;1
4;56;58.0234375;2.0234375;9;4;-8;795;0;Samaha et al. (2019);Experiment 1;Orientation;1
4;12;38.8828125;26.8828125;9;4;44;796;1;Samaha et al. (2019);Experiment 1;Orientation;1
4;156;142.6484375;-13.3515625;9;4;36;797;0;Samaha et al. (2019);Experiment 1;Orientation;1
4;87;51.046875;-35.953125;9;4;69;798;1;Samaha et al. (2019);Experiment 1;Orientation;1
4;68;54.796875;-13.203125;9;4;19;799;1;Samaha et al. (2019);Experiment 1;Orientation;1
4;2;6;4;9;4;66;800;0;Samaha et al. (2019);Experiment 1;Orientation;1
4;94;57.125;-36.875;9;4;88;801;0;Samaha et al. (2019);Experiment 1;Orientation;1
4;30;9.4609375;-20.5390625;9;4;64;802;1;Samaha et al. (2019);Experiment 1;Orientation;1
4;28;24.6171875;-3.3828125;9;4;2;803;1;Samaha et al. (2019);Experiment 1;Orientation;1
4;141;146.4140625;5.4140625;9;4;67;804;1;Samaha et al. (2019);Experiment 1;Orientation;1
4;56;16.765625;-39.234375;9;4;85;805;1;Samaha et al. (2019);Experiment 1;Orientation;1
4;51;39.34375;-11.65625;9;4;5;806;0;Samaha et al. (2019);Experiment 1;Orientation;1
4;4;175.8046875;-8.1953125;9;4;47;807;0;Samaha et al. (2019);Experiment 1;Orientation;1
4;81;86.9765625;5.9765625;9;4;-77;808;1;Samaha et al. (2019);Experiment 1;Orientation;1
4;108;140.203125;32.203125;9;4;-27;809;1;Samaha et al. (2019);Experiment 1;Orientation;1
4;7;22.9140625;15.9140625;9;4;-79;810;1;Samaha et al. (2019);Experiment 1;Orientation;1
4;7;22.9140625;15.9140625;9;4;0;811;0;Samaha et al. (2019);Experiment 1;Orientation;1
4;88;89.8203125;1.8203125;9;5;-81;1001;1;Samaha et al. (2019);Experiment 1;Orientation;1
4;31;35.984375;4.984375;9;5;57;1002;1;Samaha et al. (2019);Experiment 1;Orientation;1
4;150;155.359375;5.359375;9;5;61;1003;0;Samaha et al. (2019);Experiment 1;Orientation;1
4;60;34.484375;-25.515625;9;5;90;1004;1;Samaha et al. (2019);Experiment 1;Orientation;1
4;91;69.8203125;-21.1796875;9;5;-31;1005;1;Samaha et al. (2019);Experiment 1;Orientation;1
4;166;172.78125;6.78125;9;5;-75;1006;0;Samaha et al. (2019);Experiment 1;Orientation;1
4;81;70;-11;9;5;85;1007;0;Samaha et al. (2019);Experiment 1;Orientation;1
4;132;145.8515625;13.8515625;9;5;-51;1008;1;Samaha et al. (2019);Experiment 1;Orientation;1
4;99;101.140625;2.140625;9;5;33;1009;0;Samaha et al. (2019);Experiment 1;Orientation;1
4;95;77.640625;-17.359375;9;5;4;1010;0;Samaha et al. (2019);Experiment 1;Orientation;1
4;116;148.265625;32.265625;9;5;-21;1011;0;Samaha et al. (2019);Experiment 1;Orientation;1
4;36;36.46875;0.46875;9;5;80;1012;0;Samaha et al. (2019);Experiment 1;Orientation;1
4;126;164.0234375;38.0234375;9;5;-90;1013;0;Samaha et al. (2019);Experiment 1;Orientation;1
4;126;136.203125;10.203125;9;5;0;1014;0;Samaha et al. (2019);Experiment 1;Orientation;1
4;106;129.96875;23.96875;9;5;20;1015;1;Samaha et al. (2019);Experiment 1;Orientation;1
4;80;56.9765625;-23.0234375;9;5;26;1016;1;Samaha et al. (2019);Experiment 1;Orientation;1
4;157;151.953125;-5.046875;9;5;-77;1017;1;Samaha et al. (2019);Experiment 1;Orientation;1
4;118;138;20;9;5;39;1018;0;Samaha et al. (2019);Experiment 1;Orientation;1
4;68;50.515625;-17.484375;9;5;50;1019;0;Samaha et al. (2019);Experiment 1;Orientation;1
4;67;53.125;-13.875;9;5;1;1020;1;Samaha et al. (2019);Experiment 1;Orientation;1
4;152;116.0859375;-35.9140625;9;5;-85;1021;0;Samaha et al. (2019);Experiment 1;Orientation;1
4;176;174.4140625;-1.5859375;9;5;-24;1022;1;Samaha et al. (2019);Experiment 1;Orientation;1
4;20;23.296875;3.296875;9;5;-24;1023;1;Samaha et al. (2019);Experiment 1;Orientation;1
4;2;20.265625;18.265625;9;5;18;1024;1;Samaha et al. (2019);Experiment 1;Orientation;1
4;157;25.1796875;48.1796875;9;5;25;1025;1;Samaha et al. (2019);Experiment 1;Orientation;1
4;11;20.3984375;9.3984375;9;5;-34;1026;0;Samaha et al. (2019);Experiment 1;Orientation;1
4;74;63.9375;-10.0625;9;5;-63;1027;1;Samaha et al. (2019);Experiment 1;Orientation;1
4;59;67.5703125;8.5703125;9;5;15;1028;1;Samaha et al. (2019);Experiment 1;Orientation;1
4;76;64.3046875;-11.6953125;9;5;-17;1029;1;Samaha et al. (2019);Experiment 1;Orientation;1
4;49;50.6796875;1.6796875;9;5;27;1030;1;Samaha et al. (2019);Experiment 1;Orientation;1
4;113;122;9;9;5;-64;1031;0;Samaha et al. (2019);Experiment 1;Orientation;1
4;39;45.03125;6.03125;9;5;74;1032;0;Samaha et al. (2019);Experiment 1;Orientation;1
4;139;146.3671875;7.3671875;9;5;80;1033;0;Samaha et al. (2019);Experiment 1;Orientation;1
4;115;121.8515625;6.8515625;9;5;24;1034;0;Samaha et al. (2019);Experiment 1;Orientation;1
4;122;127.59375;5.59375;9;5;-7;1035;1;Samaha et al. (2019);Experiment 1;Orientation;1
4;100;148.7109375;48.7109375;9;5;22;1036;0;Samaha et al. (2019);Experiment 1;Orientation;1
4;81;53.625;-27.375;9;5;19;1037;1;Samaha et al. (2019);Experiment 1;Orientation;1
4;84;37.671875;-46.328125;9;5;-3;1038;1;Samaha et al. (2019);Experiment 1;Orientation;1
4;68;49.390625;-18.609375;9;5;16;1039;0;Samaha et al. (2019);Experiment 1;Orientation;1
4;172;157.9375;-14.0625;9;5;76;1040;0;Samaha et al. (2019);Experiment 1;Orientation;1
4;73;56.25;-16.75;9;5;-81;1041;1;Samaha et al. (2019);Experiment 1;Orientation;1
4;40;29.4921875;-10.5078125;9;5;33;1042;1;Samaha et al. (2019);Experiment 1;Orientation;1
4;1;23.609375;22.609375;9;5;39;1043;1;Samaha et al. (2019);Experiment 1;Orientation;1
4;30;27.953125;-2.046875;9;5;-29;1044;1;Samaha et al. (2019);Experiment 1;Orientation;1
4;45;24.265625;-20.734375;9;5;-15;1045;1;Samaha et al. (2019);Experiment 1;Orientation;1
4;48;14.9296875;-33.0703125;9;5;-3;1046;0;Samaha et al. (2019);Experiment 1;Orientation;1
4;57;31.2265625;-25.7734375;9;5;-9;1047;1;Samaha et al. (2019);Experiment 1;Orientation;1
4;34;28.1171875;-5.8828125;9;5;23;1048;1;Samaha et al. (2019);Experiment 1;Orientation;1
4;25;29.5078125;4.5078125;9;5;9;1049;1;Samaha et al. (2019);Experiment 1;Orientation;1
4;18;11.2421875;-6.7578125;9;5;7;1050;0;Samaha et al. (2019);Experiment 1;Orientation;1
4;0;163.953125;-16.046875;9;5;18;1051;1;Samaha et al. (2019);Experiment 1;Orientation;1
4;177;171.7265625;-5.2734375;9;5;3;1052;0;Samaha et al. (2019);Experiment 1;Orientation;1
4;3;170.28125;-12.71875;9;5;-6;1053;0;Samaha et al. (2019);Experiment 1;Orientation;1
4;9;168.0546875;-20.9453125;9;5;-6;1054;1;Samaha et al. (2019);Experiment 1;Orientation;1
4;39;22.796875;-16.203125;9;5;-30;1055;1;Samaha et al. (2019);Experiment 1;Orientation;1
4;14;30.8828125;16.8828125;9;5;25;1056;0;Samaha et al. (2019);Experiment 1;Orientation;1
4;2;14.453125;12.453125;9;5;12;1057;0;Samaha et al. (2019);Experiment 1;Orientation;1
4;51;22.6484375;-28.3515625;9;5;-49;1058;0;Samaha et al. (2019);Experiment 1;Orientation;1
4;173;170.796875;-2.203125;9;5;58;1059;0;Samaha et al. (2019);Experiment 1;Orientation;1
4;169;165.7265625;-3.2734375;9;5;4;1060;0;Samaha et al. (2019);Experiment 1;Orientation;1
4;169;165.7265625;-3.2734375;9;5;0;1061;0;Samaha et al. (2019);Experiment 1;Orientation;1
5;142;152.46875;10.46875;9;1;27;1;0;Samaha et al. (2019);Experiment 1;Orientation;1
5;119;140.21875;21.21875;9;1;23;2;1;Samaha et al. (2019);Experiment 1;Orientation;1
5;53;50.6171875;-2.3828125;9;1;66;3;0;Samaha et al. (2019);Experiment 1;Orientation;1
5;125;155.328125;30.328125;9;1;-72;4;1;Samaha et al. (2019);Experiment 1;Orientation;1
5;160;135.59375;-24.40625;9;1;-35;5;0;Samaha et al. (2019);Experiment 1;Orientation;1
5;112;132.28125;20.28125;9;1;48;6;1;Samaha et al. (2019);Experiment 1;Orientation;1
5;64;56;-8;9;1;48;7;0;Samaha et al. (2019);Experiment 1;Orientation;1
5;95;103.8203125;8.8203125;9;1;-31;8;0;Samaha et al. (2019);Experiment 1;Orientation;1
5;176;33.921875;37.921875;9;1;-81;9;0;Samaha et al. (2019);Experiment 1;Orientation;1
5;19;32.765625;13.765625;9;1;-23;10;1;Samaha et al. (2019);Experiment 1;Orientation;1
5;160;132.9453125;-27.0546875;9;1;39;11;1;Samaha et al. (2019);Experiment 1;Orientation;1
5;1;50.8671875;49.8671875;9;1;-21;12;1;Samaha et al. (2019);Experiment 1;Orientation;1
5;60;54.171875;-5.828125;9;1;-59;13;0;Samaha et al. (2019);Experiment 1;Orientation;1
5;54;51.1953125;-2.8046875;9;1;6;14;1;Samaha et al. (2019);Experiment 1;Orientation;1
5;126;131.640625;5.640625;9;1;-72;15;0;Samaha et al. (2019);Experiment 1;Orientation;1
5;128;134.78125;6.78125;9;1;-2;16;0;Samaha et al. (2019);Experiment 1;Orientation;1
5;132;148.828125;16.828125;9;1;-4;17;0;Samaha et al. (2019);Experiment 1;Orientation;1
5;79;116.828125;37.828125;9;1;53;18;0;Samaha et al. (2019);Experiment 1;Orientation;1
5;157;56.21875;79.21875;9;1;-78;19;0;Samaha et al. (2019);Experiment 1;Orientation;1
5;53;53.359375;0.359375;9;1;-76;20;0;Samaha et al. (2019);Experiment 1;Orientation;1
5;139;41.40625;82.40625;9;1;-86;21;0;Samaha et al. (2019);Experiment 1;Orientation;1
5;56;47.03125;-8.96875;9;1;83;22;1;Samaha et al. (2019);Experiment 1;Orientation;1
5;103;91.2265625;-11.7734375;9;1;-47;23;1;Samaha et al. (2019);Experiment 1;Orientation;1
5;68;43.625;-24.375;9;1;35;24;1;Samaha et al. (2019);Experiment 1;Orientation;1
5;168;64.9765625;76.9765625;9;1;80;25;1;Samaha et al. (2019);Experiment 1;Orientation;1
5;30;41.140625;11.140625;9;1;-42;26;0;Samaha et al. (2019);Experiment 1;Orientation;1
5;127;137.34375;10.34375;9;1;83;27;1;Samaha et al. (2019);Experiment 1;Orientation;1
5;155;134.0859375;-20.9140625;9;1;-28;28;1;Samaha et al. (2019);Experiment 1;Orientation;1
5;93;59.40625;-33.59375;9;1;62;29;0;Samaha et al. (2019);Experiment 1;Orientation;1
5;58;54.53125;-3.46875;9;1;35;30;0;Samaha et al. (2019);Experiment 1;Orientation;1
5;27;66;39;9;1;31;31;1;Samaha et al. (2019);Experiment 1;Orientation;1
5;26;40.3359375;14.3359375;9;1;1;32;0;Samaha et al. (2019);Experiment 1;Orientation;1
5;33;138.0703125;-74.9296875;9;1;-7;33;1;Samaha et al. (2019);Experiment 1;Orientation;1
5;150;76;-74;9;1;63;34;0;Samaha et al. (2019);Experiment 1;Orientation;1
5;89;59.1796875;-29.8203125;9;1;61;35;0;Samaha et al. (2019);Experiment 1;Orientation;1
5;92;81.046875;-10.953125;9;1;-3;36;0;Samaha et al. (2019);Experiment 1;Orientation;1
5;79;76.0703125;-2.9296875;9;1;13;37;0;Samaha et al. (2019);Experiment 1;Orientation;1
5;94;85.015625;-8.984375;9;1;-15;38;0;Samaha et al. (2019);Experiment 1;Orientation;1
5;37;16.3203125;-20.6796875;9;1;57;39;1;Samaha et al. (2019);Experiment 1;Orientation;1
5;54;34.28125;-19.71875;9;1;-17;40;1;Samaha et al. (2019);Experiment 1;Orientation;1
5;123;136;13;9;1;-69;41;0;Samaha et al. (2019);Experiment 1;Orientation;1
5;149;155.1796875;6.1796875;9;1;-26;42;1;Samaha et al. (2019);Experiment 1;Orientation;1
5;165;165.8515625;0.8515625;9;1;-16;43;1;Samaha et al. (2019);Experiment 1;Orientation;1
5;106;118.8125;12.8125;9;1;59;44;1;Samaha et al. (2019);Experiment 1;Orientation;1
5;91;90.8671875;-0.1328125;9;1;15;45;0;Samaha et al. (2019);Experiment 1;Orientation;1
5;165;156;-9;9;1;-74;46;0;Samaha et al. (2019);Experiment 1;Orientation;1
5;137;122;-15;9;1;28;47;1;Samaha et al. (2019);Experiment 1;Orientation;1
5;90;85.6875;-4.3125;9;1;47;48;1;Samaha et al. (2019);Experiment 1;Orientation;1
5;27;44;17;9;1;63;49;1;Samaha et al. (2019);Experiment 1;Orientation;1
5;71;59.875;-11.125;9;1;-44;50;1;Samaha et al. (2019);Experiment 1;Orientation;1
5;72;16.9765625;-55.0234375;9;1;-1;51;0;Samaha et al. (2019);Experiment 1;Orientation;1
5;75;57.4453125;-17.5546875;9;1;-3;52;1;Samaha et al. (2019);Experiment 1;Orientation;1
5;171;154;-17;9;1;84;53;1;Samaha et al. (2019);Experiment 1;Orientation;1
5;101;60.9140625;-40.0859375;9;1;70;54;0;Samaha et al. (2019);Experiment 1;Orientation;1
5;129;120.6171875;-8.3828125;9;1;-28;55;0;Samaha et al. (2019);Experiment 1;Orientation;1
5;165;41.3125;56.3125;9;1;-36;56;1;Samaha et al. (2019);Experiment 1;Orientation;1
5;101;90.1171875;-10.8828125;9;1;64;57;0;Samaha et al. (2019);Experiment 1;Orientation;1
5;88;56.1328125;-31.8671875;9;1;13;58;1;Samaha et al. (2019);Experiment 1;Orientation;1
5;11;35.7578125;24.7578125;9;1;77;59;1;Samaha et al. (2019);Experiment 1;Orientation;1
5;55;63.390625;8.390625;9;1;-44;60;1;Samaha et al. (2019);Experiment 1;Orientation;1
5;55;63.390625;8.390625;9;1;0;61;0;Samaha et al. (2019);Experiment 1;Orientation;1
5;39;39.1953125;0.1953125;9;2;16;251;0;Samaha et al. (2019);Experiment 1;Orientation;1
5;73;57.875;-15.125;9;2;-34;252;0;Samaha et al. (2019);Experiment 1;Orientation;1
5;137;130.484375;-6.515625;9;2;-64;253;0;Samaha et al. (2019);Experiment 1;Orientation;1
5;88;139.90625;51.90625;9;2;49;254;0;Samaha et al. (2019);Experiment 1;Orientation;1
5;30;15.65625;-14.34375;9;2;58;255;0;Samaha et al. (2019);Experiment 1;Orientation;1
5;102;152.25;50.25;9;2;-72;256;1;Samaha et al. (2019);Experiment 1;Orientation;1
5;101;132.3671875;31.3671875;9;2;1;257;0;Samaha et al. (2019);Experiment 1;Orientation;1
5;25;31.2578125;6.2578125;9;2;76;258;0;Samaha et al. (2019);Experiment 1;Orientation;1
5;124;120.53125;-3.46875;9;2;81;259;0;Samaha et al. (2019);Experiment 1;Orientation;1
5;134;115.390625;-18.609375;9;2;-10;260;1;Samaha et al. (2019);Experiment 1;Orientation;1
5;38;42.484375;4.484375;9;2;-84;261;0;Samaha et al. (2019);Experiment 1;Orientation;1
5;154;130.234375;-23.765625;9;2;64;262;1;Samaha et al. (2019);Experiment 1;Orientation;1
5;154;137.09375;-16.90625;9;2;0;263;0;Samaha et al. (2019);Experiment 1;Orientation;1
5;141;126.25;-14.75;9;2;13;264;1;Samaha et al. (2019);Experiment 1;Orientation;1
5;53;55.59375;2.59375;9;2;88;265;1;Samaha et al. (2019);Experiment 1;Orientation;1
5;179;142.6171875;-36.3828125;9;2;54;266;0;Samaha et al. (2019);Experiment 1;Orientation;1
5;171;116.9140625;-54.0859375;9;2;8;267;1;Samaha et al. (2019);Experiment 1;Orientation;1
5;122;118.171875;-3.828125;9;2;49;268;0;Samaha et al. (2019);Experiment 1;Orientation;1
5;17;44.6484375;27.6484375;9;2;-75;269;1;Samaha et al. (2019);Experiment 1;Orientation;1
5;84;89.2421875;5.2421875;9;2;-67;270;1;Samaha et al. (2019);Experiment 1;Orientation;1
5;175;98.796875;-76.203125;9;2;89;271;1;Samaha et al. (2019);Experiment 1;Orientation;1
5;34;42.1015625;8.1015625;9;2;-39;272;1;Samaha et al. (2019);Experiment 1;Orientation;1
5;17;15.125;-1.875;9;2;17;273;0;Samaha et al. (2019);Experiment 1;Orientation;1
5;30;29.1953125;-0.8046875;9;2;-13;274;0;Samaha et al. (2019);Experiment 1;Orientation;1
5;41;26.46875;-14.53125;9;2;-11;275;1;Samaha et al. (2019);Experiment 1;Orientation;1
5;3;21.8046875;18.8046875;9;2;38;276;0;Samaha et al. (2019);Experiment 1;Orientation;1
5;95;178;83;9;2;88;277;1;Samaha et al. (2019);Experiment 1;Orientation;1
5;169;164.3203125;-4.6796875;9;2;-74;278;0;Samaha et al. (2019);Experiment 1;Orientation;1
5;51;61.8046875;10.8046875;9;2;-62;279;1;Samaha et al. (2019);Experiment 1;Orientation;1
5;161;147.390625;-13.609375;9;2;70;280;1;Samaha et al. (2019);Experiment 1;Orientation;1
5;58;132.765625;74.765625;9;2;-77;281;0;Samaha et al. (2019);Experiment 1;Orientation;1
5;79;116.3828125;37.3828125;9;2;-21;282;1;Samaha et al. (2019);Experiment 1;Orientation;1
5;93;79.5234375;-13.4765625;9;2;-14;283;1;Samaha et al. (2019);Experiment 1;Orientation;1
5;70;80.3671875;10.3671875;9;2;23;284;1;Samaha et al. (2019);Experiment 1;Orientation;1
5;167;165.921875;-1.078125;9;2;83;285;0;Samaha et al. (2019);Experiment 1;Orientation;1
5;129;107.2421875;-21.7578125;9;2;38;286;1;Samaha et al. (2019);Experiment 1;Orientation;1
5;0;131.90625;-48.09375;9;2;-51;287;0;Samaha et al. (2019);Experiment 1;Orientation;1
5;99;107.4609375;8.4609375;9;2;81;288;0;Samaha et al. (2019);Experiment 1;Orientation;1
5;14;24;10;9;2;85;289;1;Samaha et al. (2019);Experiment 1;Orientation;1
5;26;40;14;9;2;-12;290;0;Samaha et al. (2019);Experiment 1;Orientation;1
5;66;43.390625;-22.609375;9;2;-40;291;0;Samaha et al. (2019);Experiment 1;Orientation;1
5;167;131.8359375;-35.1640625;9;2;79;292;1;Samaha et al. (2019);Experiment 1;Orientation;1
5;0;80.234375;80.234375;9;2;-13;293;1;Samaha et al. (2019);Experiment 1;Orientation;1
5;40;42.453125;2.453125;9;2;-40;294;0;Samaha et al. (2019);Experiment 1;Orientation;1
5;110;122.9921875;12.9921875;9;2;-70;295;0;Samaha et al. (2019);Experiment 1;Orientation;1
5;49;51.7578125;2.7578125;9;2;61;296;1;Samaha et al. (2019);Experiment 1;Orientation;1
5;50;47.4921875;-2.5078125;9;2;-1;297;1;Samaha et al. (2019);Experiment 1;Orientation;1
5;54;40.9453125;-13.0546875;9;2;-4;298;0;Samaha et al. (2019);Experiment 1;Orientation;1
5;6;158;-28;9;2;48;299;0;Samaha et al. (2019);Experiment 1;Orientation;1
5;51;53.875;2.875;9;2;-45;300;1;Samaha et al. (2019);Experiment 1;Orientation;1
5;101;42.3671875;-58.6328125;9;2;-50;301;0;Samaha et al. (2019);Experiment 1;Orientation;1
5;69;118;49;9;2;32;302;0;Samaha et al. (2019);Experiment 1;Orientation;1
5;87;118;31;9;2;-18;303;1;Samaha et al. (2019);Experiment 1;Orientation;1
5;99;116.6328125;17.6328125;9;2;-12;304;1;Samaha et al. (2019);Experiment 1;Orientation;1
5;99;117.109375;18.109375;9;2;0;305;0;Samaha et al. (2019);Experiment 1;Orientation;1
5;138;128.28125;-9.71875;9;2;-39;306;0;Samaha et al. (2019);Experiment 1;Orientation;1
5;10;12.0234375;2.0234375;9;2;-52;307;0;Samaha et al. (2019);Experiment 1;Orientation;1
5;36;32.9765625;-3.0234375;9;2;-26;308;0;Samaha et al. (2019);Experiment 1;Orientation;1
5;170;9.984375;19.984375;9;2;46;309;1;Samaha et al. (2019);Experiment 1;Orientation;1
