true_sid,run,trial,mdir,resp,err
S24,29,3,276.6,286.92,10.24
S24,29,4,340,335.84,-4.16000000000003
S24,29,5,138.8,140.956,2.16199999999998
S24,29,6,34.72,35.126,0.413999999999987
S24,29,7,221,213.54,-7.54000000000002
S24,29,8,188.82,194.576,5.75199999999998
S24,29,9,80.84,86.136,5.29599999999999
S24,29,10,305.4,308.22,2.80000000000001
S24,29,11,212.4,207.56,-4.91999999999999
S24,29,12,45.54,42.42,-3.12600000000001
S24,29,13,155.24,145.152,-10.084
S24,29,14,117.36,121.992,4.63
S24,29,15,359.8,357.3,-2.51999999999998
S24,29,16,7.898,3.0654,-4.83320000000001
S24,29,17,292,287.56,-4.5
S24,29,18,250.8,257.92,7.04000000000002
S24,30,1,236.6,238.08,1.46000000000001
S24,30,2,126.62,125.192,-1.43200000000002
S24,30,3,85.8,89.018,3.22199999999998
S24,30,4,274.6,272.4,-2.24000000000001
S24,30,5,215.2,219.4,4.18000000000001
S24,30,6,8.748,8.9022,0.153999999999996
S24,30,7,113.84,110.528,-3.31200000000001
S24,30,8,282.4,290.64,8.21999999999997
S24,30,9,35.32,23.926,-11.384
S24,30,10,308.2,311.18,2.95999999999998
S24,30,11,143.32,132.288,-11.036
S24,30,12,320.2,320.3,0.199999999999989
S24,30,13,68.98,69.984,1.006
S24,30,14,171.16,164.324,-6.83799999999999
S24,30,15,359.6,5.4658,5.7858
S24,30,16,184.98,191.15,6.17000000000002
S24,30,17,240.6,245,4.34
S24,30,18,46.08,45.838,-0.240000000000009
S24,31,1,5.482,2.8594,-2.6224
S24,31,2,118.56,102.87,-15.696
S24,31,3,248.2,234.94,-13.26
S24,31,4,71.1,71.754,0.653999999999996
S24,31,5,304.6,315.88,11.3
S24,31,6,145.52,142.606,-2.91
S24,31,7,324.2,321.4,-2.78000000000003
S24,31,8,170.96,162.596,-8.36599999999999
S24,31,9,232.8,234.42,1.69999999999999
S24,31,10,58.8,55.756,-3.048
S24,31,11,207,205.4,-1.69999999999999
S24,31,12,344.4,332.06,-12.34
S24,31,13,83.32,84.118,0.798000000000002
S24,31,14,125.12,125.246,0.122000000000014
S24,31,15,195.92,199.116,3.19000000000003
S24,31,16,37.02,26.47,-10.548
S24,31,17,268.4,268.94,0.519999999999982
S24,31,18,299.6,292.64,-7.04000000000002
S24,32,1,64.76,75.962,11.212
S24,32,2,137.94,134.528,-3.416
S24,32,3,303.4,303.54,0.120000000000005
S24,32,4,107.3,104.816,-2.49200000000002
S24,32,5,160.7,156.624,-4.07599999999999
S24,32,6,296.2,291.08,-5.16000000000003
S24,32,7,321,313,-8
S24,32,8,340.2,332.88,-7.31999999999999
S24,32,9,220.4,222.82,2.34
S24,32,10,0.398,4.4622,4.0642
S24,32,11,209.4,195.656,-13.824
S24,32,12,244.2,242.36,-1.81999999999999
S24,32,13,53.54,58.53,4.99200000000002
S24,32,14,149.72,141.588,-8.13
S24,32,15,187.28,187.43,0.159999999999997
S24,32,16,91.08,91.516,0.444000000000017
S24,32,17,278.4,273.22,-5.27999999999997
S24,32,18,39.34,29.906,-9.42400000000001
S24,33,1,93.36,92.092,-1.27600000000001
S24,33,2,10.97,10.9674,-0.00339999999999918
S24,33,3,27.96,25.646,-2.31200000000001
S24,33,4,301.6,302.12,0.519999999999982
S24,33,5,337.6,309.12,-28.48
S24,33,6,72.82,68.198,-4.614
S24,33,7,346.8,342.64,-4.22000000000003
S24,33,8,288.6,284.62,-3.92000000000002
S24,33,9,110.84,107.408,-3.43000000000001
S24,33,10,196.26,195.82,-0.436000000000007
S24,33,11,49.24,44.32,-4.928
S24,33,12,206.4,202.28,-4.06
S24,33,13,157.1,150.77,-6.334
S24,33,14,178.68,170.194,-8.476
S24,33,15,128.8,115.26,-13.534
S24,33,16,264.2,268.22,4.02000000000004
S24,33,17,246.4,265.66,19.24
S24,33,18,230.8,254.44,23.66
S24,34,1,132.74,135.43,2.68600000000001
S24,34,2,280.8,280.4,-0.340000000000032
S24,34,3,337.6,334.2,-3.38
S24,34,4,53,53.168,0.162000000000006
S24,34,5,0.16848,357.2,-2.96848399999999
S24,34,6,94.48,90.386,-4.09800000000001
S24,34,7,266.6,264.62,-2.01999999999998
S24,34,8,107.56,105.07,-2.488
S24,34,9,312.6,322.86,10.18
S24,34,10,350.2,347.82,-2.34000000000003
S24,34,11,68.12,56.132,-11.994
S24,34,12,210.6,220.68,10.16
S24,34,13,182.54,188.42,5.88199999999998
S24,34,14,252.2,254.18,2.06
S24,34,15,155.08,143.908,-11.166
S24,34,16,173.74,166.972,-6.76399999999998
S24,34,17,26.3,33.004,6.69999999999999
S24,34,18,221.8,223.74,1.96000000000001
S24,35,1,148.62,149.95,1.32599999999999
S24,35,2,244.8,243.66,-1.12
S24,35,3,162.38,153.188,-9.20000000000002
S24,35,4,280.2,283.84,3.69999999999999
S24,35,5,353.2,351.06,-2.21999999999997
S24,35,6,31.04,33.104,2.06799999999998
S24,35,7,95.44,93.884,-1.554
S24,35,8,79.72,82.49,2.768
S24,35,9,236.8,224.78,-12.08
S24,35,10,278.6,289.78,11.16
S24,35,11,128.34,136.802,8.464
S24,35,12,204.8,202.26,-2.5
S24,35,13,320.2,316.96,-3.34000000000003
S24,35,14,193.1,188.074,-5.018
S24,35,15,1.2098,352.6,-8.60978
S24,35,16,114.16,96.346,-17.816
S24,35,17,45.02,32.658,-12.354
S24,35,18,306.8,311.6,4.90000000000003
S24,36,1,318,315.14,-2.81999999999999
S24,36,2,358,353.62,-4.39999999999998
S24,36,3,274.6,272,-2.60000000000002
S24,36,4,52.88,64.722,11.842
S24,36,5,185.82,187.468,1.65799999999999
S24,36,6,243.8,239.6,-4.20000000000002
S24,36,7,220,212.68,-7.25999999999999
S24,36,8,108,98.914,-9.09
S24,36,9,172.06,169.104,-2.958
S24,36,10,82.3,80.726,-1.58199999999999
S24,36,11,66.9,64.066,-2.82599999999999
S24,36,12,282.4,294.62,12.22
S24,36,13,15.138,8.5462,-6.5916
S24,36,14,337.8,328.7,-9.10000000000002
S24,36,15,130.14,135.032,4.89800000000003
S24,36,16,146.6,149.378,2.78599999999997
S24,36,17,28.68,23.656,-5.03
S24,36,18,224.4,233.96,9.54000000000002
S24,37,1,243.2,246.1,2.97999999999999
S24,37,2,300.6,311.62,11.04
S24,37,3,18.454,15.2502,-3.2038
S24,37,4,284.4,284.36,-0.0199999999999818
S24,37,5,32.92,26.586,-6.33600000000001
S24,37,6,116.64,112.614,-4.024
S24,37,7,197.9,195.894,-2.012
S24,37,8,349.8,348.24,-1.59999999999997
S24,37,9,87.44,87.946,0.497999999999991
S24,37,10,207.6,214.28,6.75999999999999
S24,37,11,153.98,154.18,0.201999999999998
S24,37,12,320.6,323.44,2.83999999999998
S24,37,13,63.02,57.056,-5.95600000000002
S24,37,14,42.32,47.21,4.898
S24,37,15,126.3,113.858,-12.444
S24,37,16,170.02,165.152,-4.858
S24,37,17,239,243.98,4.91999999999999
S24,37,18,277.8,276.84,-0.920000000000016
S24,38,1,203.2,207.1,3.94
S24,38,2,29.96,30.38,0.427999999999997
S24,38,3,187.16,180.122,-7.03999999999999
S24,38,4,47.96,55.882,7.916
S24,38,5,169.92,161.474,-8.446
S24,38,6,105.48,107.462,1.99000000000001
S24,38,7,93.84,97.446,3.612
S24,38,8,313,316.32,3.38
S24,38,9,127.34,138.068,10.724
S24,38,10,278.8,276.8,-2.06
S24,38,11,235.6,236.18,0.5
S24,38,12,244.4,244.28,-0.039999999999992
S24,38,13,144.02,148.444,4.434
S24,38,14,283,288.76,5.75999999999999
S24,38,15,61.82,69.15,7.334
S24,38,16,351.2,343.4,-7.84000000000003
S24,38,17,13.02,29.62,16.6002
S24,38,18,329.2,330.82,1.65999999999997
S24,39,1,183.7,182.426,-1.268
S24,39,2,164.58,156.094,-8.49200000000002
S24,39,3,240.6,239.36,-1.27999999999997
S24,39,4,266.2,270.54,4.24000000000001
S24,39,5,144.28,136.414,-7.858
S24,39,6,62.06,67.672,5.618
S24,39,7,19.652,27.256,7.60460000000001
S24,39,8,327.6,327,-0.680000000000007
S24,39,9,21.86,26.122,4.25800000000001
S24,39,10,89.46,89.196,-0.269999999999982
S24,39,11,311.6,313.4,1.79999999999995
S24,39,12,214.8,210.6,-4.14000000000002
S24,39,13,100.84,106.906,6.06800000000001
S24,39,14,239,233.36,-5.55999999999997
S24,39,15,288,290.48,2.52000000000004
S24,39,16,351.2,345.08,-6.14000000000004
S24,39,17,53.4,51.206,-2.196
S24,39,18,135.14,143.426,8.29399999999998
S24,40,1,334.4,338.7,4.27999999999997
S24,40,2,287.4,288.8,1.44
S24,40,3,301.4,293.54,-7.85999999999996
S24,40,4,208,207.88,-0.140000000000015
S24,40,5,41.66,37.81,-3.85399999999999
S24,40,6,341.2,339.12,-2.15999999999997
S24,40,7,167.6,156.842,-10.748
S24,40,8,86.84,89.418,2.584
S24,40,9,149.64,139.7,-9.93200000000002
S24,40,10,275.4,278.56,3.19999999999999
S24,40,11,74.34,71.302,-3.02999999999997
S24,40,12,7.094,13.1042,6.0112
S24,40,13,220.4,213,-7.46000000000001
S24,40,14,113.1,109.076,-4.02199999999999
S24,40,15,123.9,117.838,-6.06200000000001
S24,40,16,194.56,190.06,-4.494
S24,40,17,35.5,40.298,4.798
S24,40,18,243.8,243.52,-0.239999999999981
S24,41,1,154.9,150.938,-3.96200000000002
S24,41,2,193.34,191.73,-1.60600000000002
S24,41,3,281,285.56,4.66000000000003
S24,41,4,41.4,37.752,-3.63999999999999
S24,41,5,39.12,45.438,6.32599999999999
S24,41,6,305,306.74,1.74000000000001
S24,41,7,340.2,325.04,-15.22
S24,41,8,320.8,322.82,1.98000000000002
S24,41,9,211.6,205.9,-5.78
S24,41,10,77.2,82.284,5.08000000000001
S24,41,11,17.292,9.9938,-7.298
S24,41,12,117.7,102.692,-15.01
S24,41,13,270.2,274.9,4.65999999999997
S24,41,14,250.6,256.78,6.17999999999998
S24,41,15,130.18,137.53,7.36000000000001
S24,41,16,97.42,98.502,1.07400000000001
S24,41,17,160.86,152.026,-8.828
S24,41,18,222,222.54,0.579999999999984
S24,42,1,36.64,36.614,-0.0219999999999914
S24,42,2,129.58,127.546,-2.02600000000001
S24,42,3,310.2,310.44,0.139999999999986
S24,42,4,9.866,6.685,-3.1806
S24,42,5,233.2,224.58,-8.59999999999999
S24,42,6,194.5,203.48,8.982
S24,42,7,251.2,254.78,3.52000000000001
S24,42,8,94.14,95.778,1.63200000000001
S24,42,9,289.2,293.32,4.12
S24,42,10,65.2,66.902,1.708
S24,42,11,265,265.78,0.779999999999973
S24,42,12,151.18,149.292,-1.89599999999999
S24,42,13,161.32,156.944,-4.37400000000002
S24,42,14,326.4,327.9,1.47999999999996
S24,42,15,203,206.74,3.80000000000001
S24,42,16,340.8,339.62,-1.21999999999997
S24,42,17,116.1,106.428,-9.66200000000001
S24,42,18,59.82,69.098,9.27600000000001
S24,43,1,320.8,320.3,-0.439999999999998
S24,43,2,13.636,12.9,-0.735399999999999
S24,43,3,314.2,312.72,-1.45999999999998
S24,43,4,249.2,249.32,0.039999999999992
S24,43,5,210.2,209.48,-0.700000000000017
S24,43,6,93.26,90.816,-2.44799999999998
S24,43,7,106.9,100.11,-6.792
S24,43,8,153.3,145.262,-8.03999999999999
S24,43,9,35.36,30.888,-4.47999999999999
S24,43,10,169.04,161.698,-7.34399999999999
S24,43,11,64.62,72.692,8.07400000000001
S24,43,12,126.52,122.502,-4.01600000000002
S24,43,13,267.8,274.36,6.5
S24,43,14,298.6,293.42,-5.24000000000001
S24,43,15,357.6,355.86,-1.81999999999999
S24,43,16,180.52,179.602,-0.919999999999987
S24,43,17,226,231.12,5.16
S24,43,18,55.62,59.184,3.572
S24,44,1,89.46,91.202,1.744
S24,44,2,249.8,253.46,3.68000000000001
S24,44,3,131.54,138.05,6.506
S24,44,4,29.72,35.596,5.88399999999999
S24,44,5,330,324.4,-5.70000000000005
S24,44,6,107.88,101.694,-6.178
S24,44,7,265.2,274.04,8.74000000000001
S24,44,8,153.04,149.3,-3.738
S24,44,9,299.2,293.46,-5.66000000000003
S24,44,10,309.6,309.5,-0.199999999999989
S24,44,11,164.32,163.676,-0.642000000000024
S24,44,12,41.94,48.838,6.892
S24,44,13,0.745,9.9934,9.24845999999999
S24,44,14,198.84,205.4,6.55199999999999
S24,44,15,216,211.88,-4.06
S24,44,16,239.8,243.1,3.23999999999998
S24,44,17,350,351.92,1.86000000000001
S24,44,18,60.64,64.048,3.40800000000002
S24,45,1,163.46,163.302,-0.164000000000016
S24,45,2,41.9,53.408,11.504
S24,45,3,155.36,147.194,-8.17200000000003
S24,45,4,341,334.66,-6.27999999999997
S24,45,5,193.3,199.076,5.78199999999998
S24,45,6,208.6,209.36,0.700000000000017
S24,45,7,274,277.82,3.71999999999997
S24,45,8,31.06,29.004,-2.05000000000001
S24,45,9,106.98,108.97,1.99200000000002
S24,45,10,253,261.36,8.44000000000003
S24,45,11,337.6,335.88,-1.80000000000001
S24,45,12,300.2,298.3,-1.92000000000002
S24,45,13,5.134,12.0422,6.9076
S24,45,14,95.64,93.574,-2.06799999999998
S24,45,15,220.4,218.3,-2.16
S24,45,16,73.3,72.222,-1.06999999999999
S24,45,17,129.82,121.112,-8.71000000000001
S24,45,18,288.4,295.32,6.94
S24,46,1,65.14,67.384,2.24799999999999
S24,46,2,194.4,193.952,-0.454000000000008
S24,46,3,294,305.62,11.6
S24,46,4,33.92,27.468,-6.44999999999999
S24,46,5,143.1,131.916,-11.19
S24,46,6,341.2,333.08,-8.02000000000004
S24,46,7,166.32,152.368,-13.95
S24,46,8,260,266.08,6.07999999999998
S24,46,9,42.04,31.226,-10.816
S24,46,10,242.6,232.74,-9.89999999999998
S24,46,11,319.2,316.94,-2.25999999999999
S24,46,12,83.88,87.524,3.64400000000001
S24,46,13,129.86,124.284,-5.56999999999999
S24,46,14,9.912,10.388,0.476400000000012
S24,46,15,214,210.36,-3.67999999999998
S24,46,16,233.6,232.78,-0.759999999999991
S24,46,17,331.8,323.04,-8.75999999999999
S24,46,18,109.76,109.602,-0.161999999999978
S24,47,1,295.6,290.92,-4.77999999999997
S24,47,2,72.24,69.774,-2.464
S24,47,3,57.46,53.934,-3.524
S24,47,4,34.86,36.684,1.83199999999999
S24,47,5,4.682,4.9758,0.293800000000005
S24,47,6,334.8,344.4,9.62
S24,47,7,100.1,105.082,4.97999999999999
S24,47,8,319.2,316.58,-2.66000000000003
S24,47,9,244.2,239.94,-4.28
S24,47,10,260.6,262,1.31999999999999
S24,47,11,227.4,231.28,3.78
S24,47,12,342.2,326.84,-15.28
S24,47,13,135.3,132.372,-2.928
S24,47,14,88.96,87.632,-1.32400000000001
S24,47,15,187.74,186.918,-0.828000000000003
S24,47,16,177.2,182.682,5.48999999999998
S24,47,17,219,219.78,0.759999999999991
S24,47,18,153.34,145.808,-7.53400000000002
S26,1,1,53.3,51.9,-1.40199999999999
S26,1,2,313,314.6,1.58000000000004
S26,1,3,123.22,125.354,2.126
S26,1,4,97.28,91.404,-5.868
S26,1,5,107.28,97.926,-9.352
S26,1,6,173.16,176.02,2.86200000000002
S26,1,7,184.66,182.504,-2.16400000000002
S26,1,8,353.2,354.88,1.68000000000001
S26,1,9,218.4,222.1,3.69999999999999
S26,1,10,17.64,12.0884,-5.55199999999999
S26,1,11,255.2,256.74,1.58000000000001
S26,1,12,283.8,280.02,-3.81999999999999
S26,1,13,339.4,350.78,11.36
S26,1,14,222.8,222.82,0
S26,1,15,61.68,52.692,-8.988
S26,1,16,145.54,154.826,9.286
S26,1,17,30.02,18.1336,-11.8904
S26,1,18,261.4,264.1,2.62
S26,2,1,74.94,80.19,5.256
S26,2,2,157.36,163.72,6.358
S26,2,3,227.2,224.58,-2.55999999999997
S26,2,4,242.6,238.14,-4.46000000000001
S26,2,5,131.5,138.634,7.12599999999998
S26,2,6,84.74,87.616,2.868
S26,2,7,297.4,310.26,12.78
S26,2,8,320.2,321.66,1.44
S26,2,9,103.46,109.558,6.09200000000001
S26,2,10,359.8,1.52828,1.76828
S26,2,11,314.8,322.8,8.04000000000002
S26,2,12,168.64,174.328,5.696
S26,2,13,215.8,212.52,-3.31999999999999
S26,2,14,20.8,26.89,6.096
S26,2,15,189.12,195.412,6.30000000000001
S26,2,16,272.2,272.86,0.759999999999991
S26,2,17,56.32,56.582,0.265999999999991
S26,2,18,2.204,0.123914,-2.08048600000001
S26,3,1,77.44,75.204,-2.24600000000001
S26,3,2,247.8,242.98,-4.84
S26,3,3,80.28,76.39,-3.898
S26,3,4,213.2,215.4,2.22
S26,3,5,294,302.48,8.58000000000004
S26,3,6,103.04,110.57,7.53199999999998
S26,3,7,302.4,300.62,-1.77999999999997
S26,3,8,127.4,129.168,1.77800000000002
S26,3,9,151.44,150.966,-0.48399999999998
S26,3,10,38.58,32.746,-5.84
S26,3,11,341,343.88,2.89999999999998
S26,3,12,233.4,229.9,-3.44
S26,3,13,161.72,159.938,-1.77800000000002
S26,3,14,55.06,42.41,-12.642
S26,3,15,184,181.798,-2.196
S26,3,16,269.6,274.2,4.62000000000001
S26,3,17,324.6,333.22,8.56
S26,3,18,1.6862,2.0602,0.373899999999992
S26,4,1,208.8,198.274,-10.506
S26,4,2,173.6,177.582,3.98399999999998
S26,4,3,61.5,69.082,7.58599999999998
S26,4,4,113.58,111.058,-2.52199999999999
S26,4,5,251,254.84,3.75999999999999
S26,4,6,314.8,336.74,21.86
S26,4,7,21.02,11.8788,-9.13720000000001
S26,4,8,232.8,229.68,-3.18000000000001
S26,4,9,330,334.74,4.66000000000003
S26,4,10,352,353.78,1.71999999999997
S26,4,11,196.04,182.624,-13.42
S26,4,12,289.2,281.94,-7.19999999999999
S26,4,13,90.14,92.892,2.75999999999999
S26,4,14,141.28,145.572,4.28999999999999
S26,4,15,126,144.192,18.2
S26,4,16,19.254,24.87,5.61580000000001
S26,4,17,59.44,53.458,-5.97800000000001
S26,4,18,271.2,270.02,-1.12
S26,5,1,200.8,199.174,-1.726
S26,5,2,343.8,345.42,1.64000000000004
S26,5,3,113.94,111.862,-2.08600000000001
S26,5,4,23.96,30.524,6.554
S26,5,5,147.44,149.792,2.34399999999999
S26,5,6,66.54,64.196,-2.34800000000001
S26,5,7,241.2,242.04,0.919999999999987
S26,5,8,294,301,6.94
S26,5,9,229.2,233.58,4.40000000000001
S26,5,10,90.5,94.044,3.54599999999999
S26,5,11,324.2,326.3,2.10000000000002
S26,5,12,176.78,175.7,-1.078
S26,5,13,196.84,187.056,-9.786
S26,5,14,42.88,23.448,-19.428
S26,5,15,12.724,6.858,-5.86660000000001
S26,5,16,266.8,270.9,4.19999999999999
S26,5,17,123.88,118.32,-5.56800000000001
S26,5,18,312.6,304.16,-8.39999999999998
S26,6,1,191.68,182.832,-8.84
S26,6,2,228.4,217.82,-10.58
S26,6,3,291,284.04,-6.94
S26,6,4,54.58,60.384,5.804
S26,6,5,100.94,98.264,-2.678
S26,6,6,205.6,193.932,-11.628
S26,6,7,61.36,59.708,-1.65000000000001
S26,6,8,323.6,335.56,12
S26,6,9,163.82,161.58,-2.23599999999999
S26,6,10,303.4,305.82,2.45999999999998
S26,6,11,150.42,155.854,5.44200000000001
S26,6,12,4.324,0.54354,-3.77966000000001
S26,6,13,240.6,239.16,-1.38
S26,6,14,269.2,268.9,-0.32000000000005
S26,6,15,91.06,90.736,-0.329999999999984
S26,6,16,356,358.1,2.16000000000003
S26,6,17,38.8,19.9974,-18.8126
S26,6,18,126.88,135.95,9.06199999999998
S26,7,1,218.8,227.96,9.09999999999999
S26,7,2,29.18,27.978,-1.21000000000001
S26,7,3,167.4,167.164,-0.228000000000009
S26,7,4,314,321.84,7.91999999999996
S26,7,5,321.6,327.58,5.89999999999998
S26,7,6,17.492,21.94,4.44800000000001
S26,7,7,281.6,276.46,-5.22000000000003
S26,7,8,242.4,240.54,-1.92000000000002
S26,7,9,63.3,61.842,-1.44999999999999
S26,7,10,271.2,271.12,-0.139999999999986
S26,7,11,196.54,184.846,-11.694
S26,7,12,239.4,243.38,3.88
S26,7,13,81.24,86.108,4.87400000000002
S26,7,14,109.46,105.994,-3.476
S26,7,15,351.2,353.9,2.62
S26,7,16,49.94,50.928,0.995999999999981
S26,7,17,120.74,116.952,-3.79399999999998
S26,7,18,158.84,156.04,-2.798
S26,8,1,193.9,185.08,-8.81599999999997
S26,8,2,106.22,103.05,-3.178
S26,8,3,237,239.3,2.40000000000001
S26,8,4,80.96,83.286,2.33199999999999
S26,8,5,325.6,340.92,15.38
S26,8,6,147.96,153.47,5.50200000000001
S26,8,7,47.52,49.118,1.596
S26,8,8,127.66,126.442,-1.21800000000002
S26,8,9,269.4,271.66,2.30000000000001
S26,8,10,0.4924,0.186706,-0.305713999999995
S26,8,11,27.04,10.0266,-17.0134
S26,8,12,72.88,78.286,5.40600000000001
S26,8,13,171.54,172.364,0.818000000000012
S26,8,14,355.2,353.62,-1.60000000000002
S26,8,15,286.6,287.4,0.879999999999996
S26,8,16,253.6,253.72,0.159999999999997
S26,8,17,207.6,190.758,-16.802
S26,8,18,305.6,308.84,3.31999999999999
S26,9,1,292.2,289.58,-2.64000000000004
S26,9,2,135.2,122.474,-12.718
S26,9,3,188.42,182.94,-5.47999999999999
S26,9,4,159.88,167.186,7.31
S26,9,5,215.6,216.28,0.680000000000007
S26,9,6,107.88,107.45,-0.437999999999988
S26,9,7,38.96,25.532,-13.436
S26,9,8,348.8,341.38,-7.42000000000002
S26,9,9,334.8,338.1,3.30000000000001
S26,9,10,273.4,270.18,-3.24000000000001
S26,9,11,165.82,168.674,2.84399999999999
S26,9,12,221.8,224.14,2.25999999999999
S26,9,13,5.632,5.5218,-0.110800000000012
S26,9,14,318.6,309.28,-9.30000000000001
S26,9,15,62.52,54.848,-7.66200000000001
S26,9,16,256,242.8,-13.1
S26,9,17,41.04,36.23,-4.81399999999999
S26,9,18,97.9,96.57,-1.32400000000001
S26,10,1,77.4,80.346,2.952
S26,10,2,206.8,205.34,-1.38
S26,10,3,307.6,309.18,1.51999999999998
S26,10,4,279.4,284.14,4.63999999999999
S26,10,5,33.7,18.5894,-15.1146
S26,10,6,123.18,117.956,-5.232
S26,10,7,345.4,349.98,4.48000000000002
S26,10,8,102.98,100.412,-2.57799999999997
S26,10,9,2.7,4.7814,2.08099999999999
S26,10,10,250.8,250.82,0.0999999999999943
S26,10,11,178.56,174.742,-3.81800000000001
S26,10,12,294.4,291.72,-2.65999999999997
S26,10,13,90.42,96.776,6.35399999999999
S26,10,14,187.24,183.986,-3.25
S26,10,15,52.64,51.166,-1.464
S26,10,16,140.94,130.092,-10.846
S26,10,17,236.4,236.38,-0.0200000000000102
S26,10,18,328.8,324.98,-3.91999999999996
S26,11,1,75.6,81.058,5.44800000000001
S26,11,2,187.16,182.65,-4.51399999999998
S26,11,3,294.6,286.44,-8.18000000000001
S26,11,4,227.2,229.26,1.95999999999998
S26,11,5,322.4,326,3.60000000000002
S26,11,6,123.14,130.146,7.012
S26,11,7,29.24,26.582,-2.666
S26,11,8,103.16,98.684,-4.47800000000001
S26,11,9,280,281.86,1.94
S26,11,10,343.4,351.52,8.13999999999999
S26,11,11,80.4,79.19,-1.214
S26,11,12,152.34,164.628,12.28
S26,11,13,217.2,228.12,11.02
S26,11,14,249.4,249.78,0.439999999999998
S26,11,15,304.4,312.4,8.03999999999996
S26,11,16,162.06,163.66,1.602
S26,11,17,0.2754,1.37866,1.10329999999999
S26,11,18,43.54,40.83,-2.708
S26,12,1,40.24,36.746,-3.50200000000001
S26,12,2,70.64,74.008,3.362
S26,12,3,344.4,352.24,7.75999999999999
S26,12,4,321.6,334.14,12.54
S26,12,5,279.4,272.62,-6.74000000000001
S26,12,6,25.7,30.718,5.01400000000001
S26,12,7,7.276,3.1696,-4.10560000000001
S26,12,8,109.14,99.146,-10.002
S26,12,9,214.2,215.16,0.859999999999985
S26,12,10,188.56,182.504,-6.066
S26,12,11,88.16,86.658,-1.50799999999998
S26,12,12,247.8,259.36,11.54
S26,12,13,139.12,127.954,-11.174
S26,12,14,294.4,301.7,7.33999999999998
S26,12,15,307.8,304.12,-3.74000000000001
S26,12,16,162.74,167.836,5.10000000000002
S26,12,17,230.6,232.92,2.28
S26,12,18,142.14,141.66,-0.47999999999999
S26,13,1,353.4,358.74,5.36000000000001
S26,13,2,235,245.72,10.76
S26,13,3,256.4,260.3,3.98000000000002
S26,13,4,39.74,41.954,2.21000000000001
S26,13,5,288.2,290.56,2.28000000000003
S26,13,6,186.76,181.664,-5.08600000000001
S26,13,7,78.6,82.202,3.59999999999999
S26,13,8,133.98,148.274,14.3
S26,13,9,177.58,175.554,-2.02799999999999
S26,13,10,264.8,268.24,3.48000000000002
S26,13,11,209,205.06,-3.91999999999999
S26,13,12,155.38,152.878,-2.49400000000003
S26,13,13,333.4,333.5,0.160000000000025
S26,13,14,319.6,330.2,10.5
S26,13,15,53.86,52.342,-1.51400000000001
S26,13,16,8.764,7.4008,-1.36240000000001
S26,13,17,115.52,122.638,7.11000000000001
S26,13,18,90.92,89.392,-1.53
S26,14,1,79.62,83.748,4.12799999999999
S26,14,2,121.14,122.992,1.84800000000001
S26,14,3,296.4,297.58,1.15999999999997
S26,14,4,107.62,107.75,0.135999999999996
S26,14,5,248.6,251.2,2.59999999999999
S26,14,6,4.424,7.0046,2.57980000000001
S26,14,7,156.7,163.592,6.89200000000002
S26,14,8,322.4,330.72,8.30000000000001
S26,14,9,37.12,38.214,1.10399999999999
S26,14,10,95.4,92.734,-2.67000000000002
S26,14,11,212.4,212.78,0.419999999999988
S26,14,12,260.6,267.86,7.34000000000003
S26,14,13,341,348.7,7.77999999999997
S26,14,14,314.8,323.3,8.44
S26,14,15,163.14,164.186,1.05200000000002
S26,14,16,195.7,189.808,-5.88400000000002
S26,14,17,222.8,208.28,-14.58
S26,14,18,42.72,37.022,-5.69
S26,15,1,6.434,5.3868,-1.04679999999999
S26,15,2,35.58,30.566,-5.02000000000001
S26,15,3,151.08,153.062,1.982
S26,15,4,251.2,249.02,-2.17999999999998
S26,15,5,136.34,129.902,-6.44200000000001
S26,15,6,232.6,239.46,6.90000000000001
S26,15,7,314.4,313.32,-1.01999999999998
S26,15,8,51.2,49.848,-1.35399999999999
S26,15,9,173.28,176.296,3.01999999999998
S26,15,10,82.16,86.038,3.88400000000001
S26,15,11,287.2,277.38,-9.86000000000001
S26,15,12,346.6,354.66,8.06
S26,15,13,190.38,185.384,-5
S26,15,14,106.9,100.064,-6.84200000000001
S26,15,15,333.4,337.64,4.19999999999999
S26,15,16,206.6,217.16,10.56
S26,15,17,267,269.48,2.42000000000002
S26,15,18,61.96,56.75,-5.19999999999999
S26,16,1,154.06,159.618,5.54999999999998
S26,16,2,57.5,62.998,5.494
S26,16,3,5.842,4.73,-1.11240000000001
S26,16,4,172.52,172.214,-0.306000000000012
S26,16,5,319,314.86,-4.13999999999999
S26,16,6,253.8,259.62,5.84
S26,16,7,282.2,282.88,0.740000000000009
S26,16,8,185.92,183.538,-2.37599999999998
S26,16,9,223.4,231.84,8.44
S26,16,10,215.8,221.42,5.63999999999999
S26,16,11,77.42,81.464,4.05199999999999
S26,16,12,272.6,271.88,-0.620000000000005
S26,16,13,21.06,14.6214,-6.4486
S26,16,14,336.2,346.5,10.38
S26,16,15,97.16,104.29,7.12200000000001
S26,16,16,355,359.58,4.5
S26,16,17,138.36,127.248,-11.106
S26,16,18,107.52,107.648,0.120000000000005
S26,17,1,130.86,140.426,9.57199999999997
S26,17,2,28.18,27.37,-0.817999999999984
S26,17,3,339,343.48,4.5
S26,17,4,303.2,312.9,9.77999999999997
S26,17,5,57.02,51.968,-5.06
S26,17,6,223.4,230.72,7.25999999999999
S26,17,7,246,238.42,-7.54000000000002
