trial,file,orientation,response,separations,error
64,C:\Users\admin\Box\desktop\deidentified\S2_left_2.txt,-38,-40,13,2
65,C:\Users\admin\Box\desktop\deidentified\S2_left_2.txt,-8,-13,30,5
66,C:\Users\admin\Box\desktop\deidentified\S2_left_2.txt,-79,-78,-71,-1
67,C:\Users\admin\Box\desktop\deidentified\S2_left_2.txt,-23,-34,56,11
68,C:\Users\admin\Box\desktop\deidentified\S2_left_2.txt,58,47,81,11
69,C:\Users\admin\Box\desktop\deidentified\S2_left_2.txt,13,34,-45,-21
70,C:\Users\admin\Box\desktop\deidentified\S2_left_2.txt,-55,-48,-68,-7
71,C:\Users\admin\Box\desktop\deidentified\S2_left_2.txt,-27,-33,28,6
72,C:\Users\admin\Box\desktop\deidentified\S2_left_2.txt,-66,-69,-39,3
73,C:\Users\admin\Box\desktop\deidentified\S2_left_2.txt,-4,-4,62,0
74,C:\Users\admin\Box\desktop\deidentified\S2_left_2.txt,79,66,83,13
75,C:\Users\admin\Box\desktop\deidentified\S2_left_2.txt,52,60,-27,-8
76,C:\Users\admin\Box\desktop\deidentified\S2_left_2.txt,-89,81,39,10
77,C:\Users\admin\Box\desktop\deidentified\S2_left_2.txt,-58,-49,31,-9
78,C:\Users\admin\Box\desktop\deidentified\S2_left_2.txt,1,10,59,-9
79,C:\Users\admin\Box\desktop\deidentified\S2_left_2.txt,6,2,5,4
80,C:\Users\admin\Box\desktop\deidentified\S2_left_2.txt,-20,-27,-26,7
81,C:\Users\admin\Box\desktop\deidentified\S2_left_2.txt,12,15,32,-3
82,C:\Users\admin\Box\desktop\deidentified\S2_left_2.txt,-52,-53,-64,1
83,C:\Users\admin\Box\desktop\deidentified\S2_left_2.txt,-55,-51,-3,-4
84,C:\Users\admin\Box\desktop\deidentified\S2_left_2.txt,79,68,-46,11
85,C:\Users\admin\Box\desktop\deidentified\S2_left_2.txt,27,51,-52,-24
86,C:\Users\admin\Box\desktop\deidentified\S2_left_2.txt,24,29,-3,-5
87,C:\Users\admin\Box\desktop\deidentified\S2_left_2.txt,36,41,12,-5
88,C:\Users\admin\Box\desktop\deidentified\S2_left_2.txt,25,34,-11,-9
89,C:\Users\admin\Box\desktop\deidentified\S2_left_2.txt,-81,-65,74,-16
90,C:\Users\admin\Box\desktop\deidentified\S2_left_2.txt,72,73,-27,-1
91,C:\Users\admin\Box\desktop\deidentified\S2_left_2.txt,25,38,-47,-13
92,C:\Users\admin\Box\desktop\deidentified\S2_left_2.txt,-2,-3,-27,1
93,C:\Users\admin\Box\desktop\deidentified\S2_left_2.txt,73,71,75,2
94,C:\Users\admin\Box\desktop\deidentified\S2_left_2.txt,-58,-57,49,-1
95,C:\Users\admin\Box\desktop\deidentified\S2_left_2.txt,-52,-58,6,6
96,C:\Users\admin\Box\desktop\deidentified\S2_left_2.txt,23,26,75,-3
97,C:\Users\admin\Box\desktop\deidentified\S2_left_2.txt,-19,-18,-42,-1
98,C:\Users\admin\Box\desktop\deidentified\S2_left_2.txt,-35,-9,-16,-26
99,C:\Users\admin\Box\desktop\deidentified\S2_left_2.txt,57,59,-88,-2
100,C:\Users\admin\Box\desktop\deidentified\S2_left_2.txt,-21,-24,-78,3
101,C:\Users\admin\Box\desktop\deidentified\S2_left_2.txt,-14,-6,7,-8
102,C:\Users\admin\Box\desktop\deidentified\S2_left_2.txt,-78,-74,-64,-4
103,C:\Users\admin\Box\desktop\deidentified\S2_left_2.txt,-45,-59,33,14
104,C:\Users\admin\Box\desktop\deidentified\S2_left_2.txt,-71,-63,-26,-8
1,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,-62,-61,-83,-1
2,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,5,7,67,-2
3,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,-53,-62,-58,9
4,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,-64,-64,-11,0
5,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,-53,-46,11,-7
6,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,2,5,55,-3
7,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,-19,-10,-21,-9
8,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,79,76,-82,3
9,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,-12,-5,89,-7
10,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,-17,-6,-5,-11
11,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,-34,-54,-17,20
12,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,29,44,63,-15
13,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,44,49,15,-5
14,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,21,23,-23,-2
15,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,80,85,59,-5
16,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,-57,-66,43,9
17,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,-26,-19,31,-7
18,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,-72,-67,-46,-5
19,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,-29,-23,43,-6
20,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,68,67,-83,1
21,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,-30,-22,82,-8
22,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,-83,-80,-53,-3
23,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,-75,-75,8,0
24,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,-83,-77,-8,-6
25,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,40,54,-57,-14
26,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,28,36,-12,-8
27,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,-66,-64,86,-2
28,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,54,60,-60,-6
29,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,-52,-60,74,8
30,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,40,53,-88,-13
31,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,-12,-10,-52,-2
32,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,78,70,90,8
33,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,-12,-11,-90,-1
34,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,21,18,33,3
35,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,-27,-21,-48,-6
36,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,72,76,-81,-4
37,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,-51,-39,57,-12
38,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,-15,-15,36,0
39,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,3,-1,18,4
40,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,-86,-90,-89,4
41,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,-38,-34,48,-4
42,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,88,-88,-54,-4
43,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,-42,-48,50,6
44,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,-65,-58,-23,-7
45,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,-79,-72,-14,-7
46,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,1,8,80,-7
47,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,46,43,45,3
48,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,90,85,44,5
49,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,63,69,-27,-6
50,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,72,69,9,3
51,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,-86,89,22,5
52,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,9,29,-85,-20
53,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,-13,-13,-22,0
54,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,7,16,20,-9
55,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,-4,-1,-11,-3
56,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,17,19,21,-2
57,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,61,65,44,-4
58,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,24,39,-37,-15
59,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,-27,-29,-51,2
60,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,41,41,68,0
61,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,-64,-59,75,-5
62,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,81,80,-35,1
63,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,4,7,-77,-3
64,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,39,29,35,10
65,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,78,72,39,6
66,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,-76,-68,26,-8
67,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,11,20,87,-9
68,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,-44,-50,-55,6
69,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,-65,-46,-21,-19
70,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,24,25,89,-1
71,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,-75,-61,81,-14
72,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,32,39,-73,-7
73,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,89,79,57,10
74,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,-39,-47,52,8
75,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,-35,-28,4,-7
76,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,-79,-76,-44,-3
77,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,45,63,-56,-18
78,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,27,32,-18,-5
79,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,-56,-58,-83,2
80,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,1,3,57,-2
81,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,-87,-86,-88,-1
82,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,-28,-29,59,1
83,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,67,68,-85,-1
84,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,-39,-50,74,11
85,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,-30,-30,9,0
86,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,-73,-59,-43,-14
87,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,4,6,77,-2
88,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,-52,-54,-56,2
89,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,29,49,81,-20
90,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,23,31,-6,-8
91,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,75,73,52,2
92,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,-37,-31,68,-6
93,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,23,23,60,0
94,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,66,75,43,-9
95,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,25,40,-41,-15
96,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,85,84,60,1
97,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,1,1,-84,0
98,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,72,75,71,-3
99,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,40,62,-32,-22
100,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,22,31,-18,-9
101,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,-82,-82,76,0
102,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,-55,-68,27,13
103,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,90,-82,-35,-8
104,C:\Users\admin\Box\desktop\deidentified\S2_left_3.txt,21,23,-69,-2
1,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,-20,-20,-26,0
2,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,57,59,77,-2
3,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,3,18,-54,-15
4,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,64,69,61,-5
5,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,-88,-84,28,-4
6,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,-40,-49,48,9
7,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,-3,-11,37,8
8,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,-28,-24,-25,-4
9,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,-76,-76,-48,0
10,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,-88,-82,-12,-6
11,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,48,59,-44,-11
12,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,-64,-68,68,4
13,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,-27,-26,37,-1
14,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,7,14,34,-7
15,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,64,75,57,-11
16,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,83,85,19,-2
17,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,-21,-29,76,8
18,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,-45,-44,-24,-1
19,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,62,69,-73,-7
20,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,-56,-62,62,6
21,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,59,66,-65,-7
22,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,-73,-67,48,-6
23,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,-54,-54,19,0
24,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,16,12,70,4
25,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,55,62,39,-7
26,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,-66,-69,59,3
27,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,-30,-32,36,2
28,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,89,-90,-61,-1
29,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,-87,-88,4,1
30,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,55,74,-38,-19
31,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,15,23,-40,-8
32,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,-32,-34,-47,2
33,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,15,15,47,0
34,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,-84,-86,81,2
35,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,67,74,-29,-7
36,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,45,63,-22,-18
37,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,-83,-80,52,-3
38,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,6,8,89,-2
39,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,51,62,45,-11
40,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,-80,-80,49,0
41,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,-51,-62,29,11
42,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,-5,-15,46,10
43,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,-61,-62,-56,1
44,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,62,69,-57,-7
45,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,26,21,-36,5
46,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,-43,-40,-69,-3
47,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,-20,-18,23,-2
48,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,89,89,-71,0
49,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,21,17,-68,4
50,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,43,34,22,9
51,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,-80,-81,57,1
52,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,67,82,-33,-15
53,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,11,17,-56,-6
54,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,62,74,51,-12
55,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,35,42,-27,-7
56,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,-4,-5,-39,1
57,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,-72,-70,-68,-2
58,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,-77,-75,-5,-2
59,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,66,74,-37,-8
60,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,-33,-19,81,-14
61,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,-26,-23,7,-3
62,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,-22,-20,4,-2
63,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,-35,-24,-13,-11
64,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,-38,-35,-3,-3
65,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,-31,-36,7,5
66,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,33,45,64,-12
67,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,-19,-22,-52,3
68,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,-66,-69,-47,3
69,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,-29,-34,37,5
70,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,15,14,44,1
71,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,-53,-63,-68,10
72,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,-55,-69,-2,14
73,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,88,-89,-37,-3
74,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,-54,-60,38,6
75,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,47,61,-79,-14
76,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,27,49,-20,-22
77,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,67,75,40,-8
78,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,-68,-65,45,-3
79,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,83,82,-29,1
80,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,46,67,-37,-21
81,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,-83,-88,51,5
82,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,-25,-17,58,-8
83,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,-59,-67,-34,8
84,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,-54,-58,5,4
85,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,-32,-38,22,6
86,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,41,52,73,-11
87,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,-37,-35,-78,-2
88,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,-86,89,-49,5
89,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,-63,-68,23,5
90,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,-79,-80,-16,1
91,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,52,68,-49,-16
92,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,-49,-48,79,-1
93,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,-79,-81,-30,2
94,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,-61,-73,18,12
95,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,17,16,78,1
96,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,-13,-13,-30,0
97,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,48,59,61,-11
98,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,-47,-39,85,-8
99,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,-35,-45,12,10
100,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,-81,-83,-46,2
101,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,19,22,-80,-3
102,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,87,87,68,0
103,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,0,-2,-87,2
104,C:\Users\admin\Box\desktop\deidentified\S2_left_4.txt,6,-1,6,7
1,C:\Users\admin\Box\desktop\deidentified\S2_right_1.txt,-89,78,-88,13
2,C:\Users\admin\Box\desktop\deidentified\S2_right_1.txt,83,79,-8,4
3,C:\Users\admin\Box\desktop\deidentified\S2_right_1.txt,30,33,-53,-3
4,C:\Users\admin\Box\desktop\deidentified\S2_right_1.txt,38,46,8,-8
5,C:\Users\admin\Box\desktop\deidentified\S2_right_1.txt,75,77,37,-2
6,C:\Users\admin\Box\desktop\deidentified\S2_right_1.txt,29,18,-46,11
7,C:\Users\admin\Box\desktop\deidentified\S2_right_1.txt,5,7,-24,-2
8,C:\Users\admin\Box\desktop\deidentified\S2_right_1.txt,-81,-87,-86,6
9,C:\Users\admin\Box\desktop\deidentified\S2_right_1.txt,-17,-29,64,12
10,C:\Users\admin\Box\desktop\deidentified\S2_right_1.txt,-33,-39,-16,6
11,C:\Users\admin\Box\desktop\deidentified\S2_right_1.txt,-1,-11,32,10
12,C:\Users\admin\Box\desktop\deidentified\S2_right_1.txt,-21,-4,-20,-17
13,C:\Users\admin\Box\desktop\deidentified\S2_right_1.txt,28,24,49,4
14,C:\Users\admin\Box\desktop\deidentified\S2_right_1.txt,90,79,62,11
15,C:\Users\admin\Box\desktop\deidentified\S2_right_1.txt,56,40,-34,16
16,C:\Users\admin\Box\desktop\deidentified\S2_right_1.txt,62,40,6,22
17,C:\Users\admin\Box\desktop\deidentified\S2_right_1.txt,-18,-37,-80,19
18,C:\Users\admin\Box\desktop\deidentified\S2_right_1.txt,59,57,77,2
19,C:\Users\admin\Box\desktop\deidentified\S2_right_1.txt,18,27,-41,-9
20,C:\Users\admin\Box\desktop\deidentified\S2_right_1.txt,-28,-33,-46,5
21,C:\Users\admin\Box\desktop\deidentified\S2_right_1.txt,-77,37,-49,66
22,C:\Users\admin\Box\desktop\deidentified\S2_right_1.txt,-67,-76,10,9
23,C:\Users\admin\Box\desktop\deidentified\S2_right_1.txt,47,61,-66,-14
24,C:\Users\admin\Box\desktop\deidentified\S2_right_1.txt,-25,-29,-72,4
25,C:\Users\admin\Box\desktop\deidentified\S2_right_1.txt,-28,-32,-3,4
26,C:\Users\admin\Box\desktop\deidentified\S2_right_1.txt,-23,-32,5,9
27,C:\Users\admin\Box\desktop\deidentified\S2_right_1.txt,-12,-31,11,19
28,C:\Users\admin\Box\desktop\deidentified\S2_right_1.txt,-73,-70,-61,-3
29,C:\Users\admin\Box\desktop\deidentified\S2_right_1.txt,-14,-41,59,27
30,C:\Users\admin\Box\desktop\deidentified\S2_right_1.txt,63,51,77,12
31,C:\Users\admin\Box\desktop\deidentified\S2_right_1.txt,28,35,-35,-7
32,C:\Users\admin\Box\desktop\deidentified\S2_right_1.txt,-86,-71,66,-15
33,C:\Users\admin\Box\desktop\deidentified\S2_right_1.txt,29,40,-65,-11
34,C:\Users\admin\Box\desktop\deidentified\S2_right_1.txt,44,29,15,15
35,C:\Users\admin\Box\desktop\deidentified\S2_right_1.txt,24,26,-20,-2
36,C:\Users\admin\Box\desktop\deidentified\S2_right_1.txt,-59,-56,-83,-3
37,C:\Users\admin\Box\desktop\deidentified\S2_right_1.txt,-9,-3,50,-6
38,C:\Users\admin\Box\desktop\deidentified\S2_right_1.txt,16,19,25,-3
39,C:\Users\admin\Box\desktop\deidentified\S2_right_1.txt,-14,-31,-30,17
40,C:\Users\admin\Box\desktop\deidentified\S2_right_1.txt,13,27,27,-14
41,C:\Users\admin\Box\desktop\deidentified\S2_right_1.txt,32,22,19,10
42,C:\Users\admin\Box\desktop\deidentified\S2_right_1.txt,-52,-61,-84,9
43,C:\Users\admin\Box\desktop\deidentified\S2_right_1.txt,20,49,72,-29
44,C:\Users\admin\Box\desktop\deidentified\S2_right_1.txt,-55,-57,-75,2
45,C:\Users\admin\Box\desktop\deidentified\S2_right_1.txt,78,-86,-47,-16
46,C:\Users\admin\Box\desktop\deidentified\S2_right_1.txt,-64,-71,38,7
47,C:\Users\admin\Box\desktop\deidentified\S2_right_1.txt,37,38,-79,-1
48,C:\Users\admin\Box\desktop\deidentified\S2_right_1.txt,-2,1,-39,-3
49,C:\Users\admin\Box\desktop\deidentified\S2_right_1.txt,0,8,2,-8
50,C:\Users\admin\Box\desktop\deidentified\S2_right_1.txt,29,24,29,5
51,C:\Users\admin\Box\desktop\deidentified\S2_right_1.txt,-77,-69,74,-8
52,C:\Users\admin\Box\desktop\deidentified\S2_right_1.txt,6,-6,83,12
53,C:\Users\admin\Box\desktop\deidentified\S2_right_1.txt,23,28,17,-5
54,C:\Users\admin\Box\desktop\deidentified\S2_right_1.txt,-1,-14,-24,13
55,C:\Users\admin\Box\desktop\deidentified\S2_right_1.txt,54,59,55,-5
56,C:\Users\admin\Box\desktop\deidentified\S2_right_1.txt,-14,-27,-68,13
57,C:\Users\admin\Box\desktop\deidentified\S2_right_1.txt,41,42,55,-1
