nStim;nBlock;nTrial;inducer;target;resp;rt;bar_start;t1;t2;ISI1;ISI2;block;delta_targ;delta_ind;obs;error;errorc;error_out_after;error_removed;block_start_index;rtc;outsubj
2;8;211;174;97;96;2.84838700015098;128;0.249969613738358;0.249969393014908;2.00809178128839;2.00811223732308;8;-15;77;18;-1;NaN;0;0;1;2.84838700015098;0
2;8;212;126;24;28;2.47601029998623;63;0.249969186028466;0.249956478597596;2.00811495631933;2.00810114433989;8;73;-78;18;4;6.9136690647482;0;0;0;2.47601029998623;0
1;8;213;NaN;49;42;2.12462029978633;80;0.249976197723299;0;2.00808201823384;0;8;-25;NaN;18;-7;-4.0863309352518;0;0;0;2.12462029978633;0
2;8;214;165;89;101;2.09111830010079;38;0.24997116997838;0.249956285813823;2.00810978375375;2.00809187185951;8;-40;76;18;12;14.9136690647482;0;0;0;2.09111830010079;0
2;8;215;97;92;97;3.67436509998515;17;0.249969646567479;0.249958657892421;2.00810018624179;2.00809724861756;8;-3;5;18;5;7.9136690647482;0;0;0;3.67436509998515;0
2;8;216;46;162;137;1.09239020012319;155;0.249967837240547;0.249972241930664;2.00809596967883;2.00810010218993;8;-70;64;18;-25;NaN;0;1;0;NaN;0
1;8;217;NaN;20;19;1.90016279998235;34;0.249974862672389;0;2.0081017233897;0;8;-38;NaN;18;-1;1.9136690647482;0;0;0;1.90016279998235;0
1;8;218;NaN;135;129;2.46667869994417;101;0.249971525743604;0;2.00810182793066;0;8;65;NaN;18;-6;-3.0863309352518;0;0;0;2.46667869994417;0
1;8;219;NaN;32;31;1.66550399991684;137;0.249973972095177;0;2.00810385588557;0;8;-77;NaN;18;-1;1.9136690647482;0;0;0;1.66550399991684;0
1;8;220;NaN;81;73;1.28927700011991;22;0.249976911814883;0;2.00810128822923;0;8;-49;NaN;18;-8;-5.0863309352518;0;0;0;1.28927700011991;0
2;8;221;164;9;12;2.3825203999877;8;0.249977697618306;0.249974304810166;2.00810313038528;2.00809698598459;8;72;-25;18;3;5.9136690647482;0;0;0;2.3825203999877;0
2;8;222;46;165;163;2.28253740002401;80;0.249973186058924;0.249977746745571;2.00810358137824;2.00809192075394;8;24;61;18;-2;0.913669064748202;0;0;0;2.28253740002401;0
2;8;223;79;30;22;11.9568600999191;158;0.249973504804075;0.249965681228787;2.00810174411163;2.00810077460483;8;-45;49;18;-8;NaN;0;1;0;NaN;0
1;8;224;NaN;156;2;2.04017960000783;47;0.249973742058501;0;2.00810018833727;0;8;54;NaN;18;26;NaN;1;1;0;NaN;0
2;8;225;34;163;152;2.00859720003791;75;0.249972463119775;0.249963525682688;2.00809895573184;2.00810638349503;8;-7;51;18;-11;-8.0863309352518;0;0;0;2.00859720003791;0
1;8;226;NaN;84;87;1.98219410004094;143;0.249978407053277;0;2.00810454436578;0;8;79;NaN;18;3;5.9136690647482;0;0;0;1.98219410004094;0
1;8;227;NaN;112;100;1.98296679998748;92;0.249969678930938;0;2.00810523051769;0;8;-28;NaN;18;-12;-9.0863309352518;0;0;0;1.98296679998748;0
2;8;228;4;76;71;1.85721200006083;98;0.24996311403811;0.24996724887751;2.00810469547287;2.0081055953633;8;36;-72;18;-5;-2.0863309352518;0;0;0;1.85721200006083;0
1;8;229;NaN;30;30;1.42391979997046;122;0.249980076448992;0;2.00810337229632;0;8;46;NaN;18;0;2.9136690647482;0;0;0;1.42391979997046;0
1;8;230;NaN;106;113;1.84058269998059;28;0.249978953739628;0;2.00809692544863;0;8;-76;NaN;18;7;9.9136690647482;0;0;0;1.84058269998059;0
2;8;231;51;174;149;1.63247409998439;41;0.249977432889864;0.249968999996781;2.00809632544406;2.00809444417246;8;-68;57;18;-25;NaN;0;1;0;NaN;0
2;8;232;51;126;112;1.11611850000918;160;0.249978318810463;0.249969465192407;2.00809705583379;2.00809788377956;8;48;-75;18;-14;-11.0863309352518;0;0;0;1.11611850000918;0
1;8;233;NaN;128;121;1.48316249996424;142;0.249976258026436;0;2.00809484650381;0;8;-2;NaN;18;-7;-4.0863309352518;0;0;0;1.48316249996424;0
1;8;234;NaN;17;16;2.39017509995028;101;0.249976958148181;0;2.00810494413599;0;8;-69;NaN;18;-1;1.9136690647482;0;0;0;2.39017509995028;0
2;8;235;58;119;120;1.80847860011272;155;0.249971518758684;0.249962604837492;2.00810270453803;2.00810621632263;8;78;-61;18;1;3.9136690647482;0;0;0;1.80847860011272;0
1;8;236;NaN;116;111;1.52389589999802;1;0.249976549064741;0;2.00810103258118;0;8;3;NaN;18;-5;-2.0863309352518;0;0;0;1.52389589999802;0
1;8;237;NaN;111;108;2.00824200012721;99;0.249974679434672;0;2.00810258369893;0;8;5;NaN;18;-3;-0.0863309352517985;0;0;0;2.00824200012721;0
2;8;238;6;44;33;2.86590899992734;4;0.249973514117301;0.2499698207248;2.00809990917332;2.00810099998489;8;67;-38;18;-11;-8.0863309352518;0;0;0;2.86590899992734;0
2;8;239;153;132;118;2.57417370006442;58;0.249975825659931;0.249964039772749;2.00810445589013;2.00809822534211;8;-88;21;18;-14;-11.0863309352518;0;0;0;2.57417370006442;0
1;8;240;NaN;70;81;2.68188460008241;119;0.249983672518283;0;2.00809889985248;0;8;62;NaN;18;11;13.9136690647482;0;0;0;2.68188460008241;0
1;9;241;NaN;40;27;2.19028209988028;172;0.249980714172125;0;2.00809062062763;0;9;30;NaN;18;-13;NaN;0;0;1;2.19028209988028;0
2;9;242;25;97;104;1.84201050014235;16;0.249984502326697;0.249970046570525;2.00809741625562;2.00809722789563;9;-57;-72;18;7;9.9136690647482;0;0;0;1.84201050014235;0
2;9;243;168;70;157;1.39105820003897;176;0.249976265244186;0.249977999832481;2.00809539761394;2.00809968379326;9;27;-82;18;87;NaN;0;1;0;NaN;0
1;9;244;NaN;72;78;2.05721400002949;17;0.249978258274496;0;2.00810277904384;0;9;-2;NaN;18;6;8.9136690647482;1;0;0;2.05721400002949;0
1;9;245;NaN;6;176;2.04090879997239;33;0.249969523400068;0;2.00810687663034;0;9;66;NaN;18;-10;-7.0863309352518;0;0;0;2.04090879997239;0
2;9;246;130;170;167;2.00761019997299;82;0.249973071971908;0.249963621143252;2.00809835572727;2.00810319068842;9;16;-40;18;-3;-0.0863309352517985;0;0;0;2.00761019997299;0
2;9;247;80;65;73;2.199252899969;167;0.249966811621562;0.249965776922181;2.00810606963933;2.00810967897996;9;-75;15;18;8;10.9136690647482;0;0;0;2.199252899969;0
2;9;248;146;151;146;2.85012429999188;136;0.24996803724207;0.249974244041368;2.00810874416493;2.00809610006399;9;-86;-5;18;-5;-2.0863309352518;0;0;0;2.85012429999188;0
1;9;249;NaN;126;133;2.04040090017952;55;0.249970279168338;0;2.00810253038071;0;9;25;NaN;18;7;9.9136690647482;0;0;0;2.04040090017952;0
2;9;250;135;4;176;1.81588170002215;127;0.249975207028911;0.249969865195453;2.00809645582922;2.00809712545015;9;-58;-49;18;-8;-5.0863309352518;0;0;0;1.81588170002215;0
1;9;251;NaN;80;78;2.01593420002609;76;0.249975839629769;0;2.0080995883327;0;9;-76;NaN;18;-2;0.913669064748202;0;0;0;2.01593420002609;0
2;9;252;38;57;75;1.50812199991196;41;0.249973574420437;0.249967655865476;2.00810344424099;2.00810684892349;9;23;-19;18;18;20.9136690647482;0;0;0;1.50812199991196;0
1;9;253;NaN;163;158;1.72484880010597;135;0.249964374350384;0;2.00809896062128;0;9;74;NaN;18;-5;-2.0863309352518;0;0;0;1.72484880010597;0
1;9;254;NaN;168;160;2.4486801000312;29;0.249977058265358;0;2.00810226029716;0;9;-5;NaN;18;-8;-5.0863309352518;0;0;0;2.4486801000312;0
2;9;255;16;173;166;1.55039340001531;175;0.249982246430591;0.249975239625201;2.00809515593573;2.00809926260263;9;-5;23;18;-7;-4.0863309352518;0;0;0;1.55039340001531;0
1;9;256;NaN;94;99;2.09985450003296;8;0.249976862920448;0;2.00809317897074;0;9;79;NaN;18;5;7.9136690647482;0;0;0;2.09985450003296;0
1;9;257;NaN;136;143;1.54155399999581;1;0.249973918776959;0;2.00810271850787;0;9;-42;NaN;18;7;9.9136690647482;0;0;0;1.54155399999581;0
1;9;258;NaN;25;26;1.50768849998713;56;0.2499796487391;0;2.00810252106749;0;9;-69;NaN;18;1;3.9136690647482;0;0;0;1.50768849998713;0
1;9;259;NaN;41;23;1.45798829989508;75;0.249977114144713;0;2.00809432542883;0;9;-16;NaN;18;-18;-15.0863309352518;0;0;0;1.45798829989508;0
1;9;260;NaN;101;105;1.20813210005872;129;0.249981600325555;0;2.00810240441933;0;9;-60;NaN;18;4;6.9136690647482;0;0;0;1.20813210005872;0
2;9;261;90;16;22;1.92514290008694;10;0.249984702561051;0.249978828011081;2.0080914509017;2.00809962092899;9;85;74;18;6;8.9136690647482;0;0;0;1.92514290008694;0
1;9;262;NaN;49;96;1.61651630001143;174;0.249977162806317;0;2.00809237919748;0;9;-33;NaN;18;47;NaN;0;1;0;NaN;0
2;9;263;177;147;136;2.38209339999594;153;0.249979334883392;0.249970790930092;2.00809398363344;2.00809833034873;9;82;30;18;-11;-8.0863309352518;1;0;0;2.38209339999594;0
2;9;264;60;152;150;1.59195230016485;25;0.249975260114297;0.249970000004396;2.00810003746301;2.00809956062585;9;-5;88;18;-2;0.913669064748202;0;0;0;1.59195230016485;0
2;9;265;105;9;13;1.62518099998124;31;0.249971892684698;0.249968230258673;2.00810440024361;2.00810045562685;9;-37;-84;18;4;6.9136690647482;0;0;0;1.62518099998124;0
2;9;266;32;143;131;2.55014570010826;178;0.249982372159138;0.249971613753587;2.00809316965751;2.0080975163728;9;46;69;18;-12;-9.0863309352518;0;0;0;2.55014570010826;0
1;9;267;NaN;135;126;2.81542889983393;18;0.249966707080603;0;2.0081125209108;0;9;8;NaN;18;-9;-6.0863309352518;0;0;0;2.81542889983393;0
2;9;268;130;122;133;1.83346459991299;4;0.249972167424858;0.249975500162691;2.00809907214716;2.00810023467056;9;13;8;18;11;13.9136690647482;0;0;0;1.83346459991299;0
1;9;269;NaN;159;123;0.973599500022829;146;0.249978632666171;0;2.00809545116499;0;9;-37;NaN;18;-36;NaN;0;1;0;NaN;0
2;9;270;165;65;67;1.88341819983907;27;0.249973067548126;0.249968560412526;2.00810463237576;2.00809912080877;9;-86;-80;18;2;4.9136690647482;0;0;0;1.88341819983907;0
1;10;271;NaN;160;158;1.42468719999306;162;0.249967067269608;0;2.00811240938492;0;10;85;NaN;18;-2;NaN;0;0;1;1.42468719999306;0
1;10;272;NaN;40;33;2.09124150010757;39;0.249976083636284;0;2.00810396997258;0;10;-60;NaN;18;-7;-4.0863309352518;0;0;0;2.09124150010757;0
2;10;273;144;142;117;3.3657265000511;26;0.249961464898661;0.249972839839756;2.0081153861247;2.00809949054383;10;78;2;18;-25;NaN;0;1;0;NaN;0
1;10;274;NaN;125;128;1.6655568999704;36;0.249969453318045;0;2.00810784450732;0;10;17;NaN;18;3;5.9136690647482;0;0;0;1.6655568999704;0
2;10;275;28;150;147;1.99103270005435;98;0.249975567450747;0.249967785784975;2.0081018442288;2.0081040232908;10;-25;58;18;-3;-0.0863309352517985;0;0;0;1.99103270005435;0
1;10;276;NaN;25;27;1.40708799986169;65;0.249970581382513;0;2.00809347932227;0;10;-55;NaN;18;2;4.9136690647482;0;0;0;1.40708799986169;0
1;10;277;NaN;177;166;1.95829859981313;167;0.249957748921588;0;2.00809612800367;0;10;28;NaN;18;-11;-8.0863309352518;0;0;0;1.95829859981313;0
2;10;278;16;152;153;2.74927360005677;53;0.249984293011948;0.249969367636368;2.00809263950214;2.00809866492637;10;25;44;18;1;3.9136690647482;0;0;0;2.74927360005677;0
2;10;279;86;70;72;3.00832160003483;178;0.249977195402607;0.249967760639265;2.00809524417855;2.00810075108893;10;82;16;18;2;4.9136690647482;0;0;0;3.00832160003483;0
1;10;280;NaN;98;106;2.1498595001176;116;0.249979432672262;0;2.00809446512721;0;10;-28;NaN;18;8;10.9136690647482;0;0;0;2.1498595001176;0
2;10;281;81;65;64;1.84883449994959;136;0.249971457989886;0.249971935059875;2.00811003497802;2.00809533940628;10;33;16;18;-1;1.9136690647482;0;0;0;1.84883449994959;0
1;10;282;NaN;108;108;1.99962070002221;67;0.249973753700033;0;2.00810569757596;0;10;-43;NaN;18;0;2.9136690647482;0;0;0;1.99962070002221;0
2;10;283;145;56;60;1.72528040013276;78;0.2499765092507;0.249969416530803;2.00810355111025;2.0081062882673;10;52;89;18;4;6.9136690647482;0;0;0;1.72528040013276;0
1;10;284;NaN;164;149;1.81518930010498;86;0.249969141790643;0;2.00810396531597;0;10;72;NaN;18;-15;-12.0863309352518;0;0;0;1.81518930010498;0
2;10;285;69;120;107;1.35024920012802;101;0.249978367472067;0.249970888253301;2.00810138136148;2.00810309080407;10;44;-51;18;-13;-10.0863309352518;0;0;0;1.35024920012802;0
2;10;286;86;59;60;2.67518889997154;14;0.249976039398462;0.249971025623381;2.00809684651904;2.00809749076143;10;61;27;18;1;3.9136690647482;0;0;0;2.67518889997154;0
1;10;287;NaN;159;162;2.24811900011264;58;0.24996761418879;0;2.00810814858414;0;10;80;NaN;18;3;5.9136690647482;0;0;0;2.24811900011264;0
1;10;288;NaN;176;179;2.78222929988988;167;0.24996784911491;0;2.00810535578057;0;10;-17;NaN;18;3;5.9136690647482;0;0;0;2.78222929988988;0
2;10;289;148;157;157;2.46592759992927;62;0.249977918807417;0.249968790682033;2.00809352565557;2.00809487886727;10;19;-9;18;0;2.9136690647482;0;0;0;2.46592759992927;0
1;10;290;NaN;126;107;3.06511040008627;168;0.249978623352945;0;2.00810174876824;0;10;31;NaN;18;-19;-16.0863309352518;0;0;0;3.06511040008627;0
2;10;291;78;107;112;2.49063430004753;85;0.24997094925493;0.249972485937178;2.00809758366086;2.00809780927375;10;19;-29;18;5;7.9136690647482;0;0;0;2.49063430004753;0
1;10;292;NaN;178;169;3.29958959994838;42;0.249984537251294;0;2.00809436989948;0;10;-71;NaN;18;-9;-6.0863309352518;0;0;0;3.29958959994838;0
2;10;293;138;108;115;1.50880210008472;29;0.249983697663993;0.249971665209159;2.00809445139021;2.00808588345535;10;70;30;18;7;9.9136690647482;0;0;0;1.50880210008472;0
2;10;294;129;111;112;2.38254119991325;21;0.249974702252075;0.249968537362292;2.0081001908984;2.00809910474345;10;-3;18;18;1;3.9136690647482;0;0;0;2.38254119991325;0
2;10;295;70;32;17;3.5068186998833;154;0.249983637128025;0.249974716454744;2.00809589540586;2.00809173239395;10;79;38;18;-15;-12.0863309352518;0;0;0;3.5068186998833;0
1;10;296;NaN;108;120;2.20682780002244;54;0.249980021035299;0;2.00809756759554;0;10;-76;NaN;18;12;14.9136690647482;0;0;0;2.20682780002244;0
1;10;297;NaN;116;121;1.68225999991409;23;0.249977139523253;0;2.00810524425469;0;10;-8;NaN;18;5;7.9136690647482;0;0;0;1.68225999991409;0
2;10;298;77;53;36;1.60790840000845;126;0.24997590482235;0.249964820919558;2.00809944421053;2.00810124422424;10;63;24;18;-17;-14.0863309352518;0;0;0;1.60790840000845;0
1;10;299;NaN;106;110;2.38213979988359;165;0.249985453439876;0;2.00809222552925;0;10;-53;NaN;18;4;6.9136690647482;0;0;0;2.38213979988359;0
2;10;300;180;113;117;2.07516849995591;42;0.249976988416165;0.249965774593875;2.00810410454869;2.00810192083009;10;-7;67;18;4;6.9136690647482;0;0;0;2.07516849995591;0
1;1;1;NaN;153;150;0.873520900029689;141;0.249977887840942;0;2.0080963622313;0;1;NaN;NaN;19;-3;-1.80902777777778;NaN;0;0;0.873520900029689;0
2;1;2;40;21;33;2.86688950005919;135;0.249978663632646;0.24996697017923;2.00810373248532;2.00809840555303;1;-48;19;19;12;13.1909722222222;0;0;0;2.86688950005919;0
1;1;3;NaN;57;62;2.39857849990949;137;0.249962950125337;0;2.00810320279561;0;1;-36;NaN;19;5;6.19097222222222;0;0;0;2.39857849990949;0
1;1;4;NaN;63;66;1.85803430015221;140;0.249970921780914;0;2.00810682983138;0;1;-6;NaN;19;3;4.19097222222222;0;0;0;1.85803430015221;0
1;1;5;NaN;115;119;1.19428439997137;84;0.249985386617482;0;2.00807988457382;0;1;-52;NaN;19;4;5.19097222222222;0;0;0;1.19428439997137;0
1;1;6;NaN;15;21;1.31502120010555;156;0.249981321860105;0;2.00809926493093;0;1;-80;NaN;19;6;7.19097222222222;0;0;0;1.31502120010555;0
1;1;7;NaN;74;52;1.60738929989748;155;0.249973127152771;0;2.00809969985858;0;1;-59;NaN;19;-22;-20.8090277777778;0;0;0;1.60738929989748;0
2;1;8;30;75;71;1.63359500002116;172;0.249975952785462;0.249967128504068;2.00809680647217;2.00809780112468;1;-1;-45;19;-4;-2.80902777777778;0;0;0;1.63359500002116;0
2;1;9;12;171;162;2.11697780014947;124;0.249966761097312;0.249970770440996;2.00810490804724;2.00810973113403;1;84;21;19;-9;-7.80902777777778;0;0;0;2.11697780014947;0
2;1;10;78;84;75;1.64182380004786;142;0.249979693209752;0.249969160882756;2.00809568236582;2.00810090266168;1;87;-6;19;-9;-7.80902777777778;0;0;0;1.64182380004786;0
2;1;11;5;167;161;1.57513390015811;53;0.249983655521646;0.249972867546603;2.00809409585781;2.00809676479548;1;-83;18;19;-6;-4.80902777777778;0;0;0;1.57513390015811;0
1;1;12;NaN;98;105;1.29879369982518;19;0.249981221742928;0;2.00810163537972;0;1;69;NaN;19;7;8.19097222222222;0;0;0;1.29879369982518;0
1;1;13;NaN;41;34;1.11647590016946;19;0.249976487830281;0;2.00808826228604;0;1;57;NaN;19;-7;-5.80902777777778;0;0;0;1.11647590016946;0
2;1;14;164;122;135;1.55851130001247;169;0.249973855447024;0.249969369033352;2.00810227030888;2.00810896488838;1;-81;42;19;13;14.1909722222222;0;0;0;1.55851130001247;0
2;1;15;160;6;12;1.65762409986928;69;0.249981725821272;0.249972994672135;2.00809940276667;2.00809999997728;1;-64;-26;19;6;7.19097222222222;0;0;0;1.65762409986928;0
2;1;16;145;120;130;1.37517840019427;110;0.249974589329213;0.249970363453031;2.00809822999872;2.00809570518322;1;66;25;19;10;11.1909722222222;0;0;0;1.37517840019427;0
1;1;17;NaN;47;32;1.02331930003129;11;0.249973747646436;0;2.00810360000469;0;1;73;NaN;19;-15;-13.8090277777778;0;0;0;1.02331930003129;0
2;1;18;108;103;101;0.874659999972209;124;0.249979929532856;0.249973704107106;2.00809716386721;2.00809549586847;1;-56;5;19;-2;-0.809027777777778;0;0;0;0.874659999972209;0
1;1;19;NaN;106;114;1.14992400002666;96;0.249984059715644;0;2.00809659040533;0;1;-3;NaN;19;8;9.19097222222222;0;0;0;1.14992400002666;0
2;1;20;163;6;14;1.08365950011648;97;0.24997952580452;0.249971931101754;2.00809612683952;2.00809926632792;1;-80;-23;19;8;9.19097222222222;0;0;0;1.08365950011648;0
2;1;21;6;103;125;1.59898989996873;150;0.249982995912433;0.249967198586091;2.00809570006095;2.00810530269518;1;83;83;19;22;23.1909722222222;0;0;0;1.59898989996873;0
2;1;22;84;166;163;1.20031049987301;5;0.249978924402967;0.249976434977725;2.00810300535522;2.00810260279104;1;-63;-82;19;-3;-1.80902777777778;0;0;0;1.20031049987301;0
2;1;23;167;70;63;1.02424869989045;52;0.249985252739862;0.249966894742101;2.00808780267835;2.00809643510729;1;-84;-83;19;-7;-5.80902777777778;0;0;0;1.02424869989045;0
1;1;24;NaN;86;82;1.09922370011918;113;0.249980059685186;0;2.0081014323514;0;1;-16;NaN;19;-4;-2.80902777777778;0;0;0;1.09922370011918;0
1;1;25;NaN;122;109;3.83195740007795;2;0.249971922952682;0;2.00810010405257;0;1;-36;NaN;19;-13;-11.8090277777778;0;0;0;3.83195740007795;0
2;1;26;122;166;158;1.30799630004913;72;0.249982220120728;0.249971699900925;2.00810077018104;2.0080996027682;1;-44;-44;19;-8;-6.80902777777778;0;0;0;1.30799630004913;0
1;1;27;NaN;115;111;1.79126830003224;70;0.249973948812112;0;2.00809426466003;0;1;51;NaN;19;-4;-2.80902777777778;0;0;0;1.79126830003224;0
1;1;28;NaN;164;172;2.02392980013974;133;0.249979760730639;0;2.00809356500395;0;1;-49;NaN;19;8;9.19097222222222;0;0;0;2.02392980013974;0
2;1;29;138;18;26;1.73261629999615;10;0.249964937800542;0.24997066357173;2.00810758234002;2.00810229987837;1;-34;-60;19;8;9.19097222222222;0;0;0;1.73261629999615;0
1;1;30;NaN;84;68;1.21658580005169;13;0.24997501890175;0;2.00810263771564;0;1;-66;NaN;19;-16;-14.8090277777778;0;0;0;1.21658580005169;0
2;2;31;180;81;68;1.99040400004014;146;0.249980223132297;0.249968766234815;2.00810173223726;2.00809696479701;2;3;-81;19;-13;NaN;0;0;1;1.99040400004014;0
1;2;32;NaN;15;23;1.08316319994628;67;0.249977843603119;0;2.00810016738251;0;2;66;NaN;19;8;9.19097222222222;0;0;0;1.08316319994628;0
2;2;33;18;52;36;2.28214249992743;127;0.249975656624883;0.249979224521667;2.0080939095933;2.00810236204416;2;-37;-34;19;-16;-14.8090277777778;0;0;0;2.28214249992743;0
1;2;34;NaN;16;23;2.68208539998159;146;0.249971896177158;0;2.0080923337955;0;2;36;NaN;19;7;8.19097222222222;0;0;0;2.68208539998159;0
1;2;35;NaN;133;135;0.724974099779502;136;0.24997568782419;0;2.00810346915387;0;2;63;NaN;19;2;3.19097222222222;0;0;0;0.724974099779502;0
2;2;36;56;44;36;1.20761590008624;148;0.249975699931383;0.249974790494889;2.00809380132705;2.00809607189149;2;89;12;19;-8;-6.80902777777778;0;0;0;1.20761590008624;0
1;2;37;NaN;104;115;1.44151460006833;92;0.249966667965055;0;2.0081041851081;0;2;-60;NaN;19;11;12.1909722222222;0;0;0;1.44151460006833;0
1;2;38;NaN;67;62;1.01658830000088;88;0.24997894349508;0;2.0080961973872;0;2;37;NaN;19;-5;-3.80902777777778;0;0;0;1.01658830000088;0
1;2;39;NaN;147;141;0.799909100169316;133;0.249979351414368;0;2.0080981310457;0;2;-80;NaN;19;-6;-4.80902777777778;0;0;0;0.799909100169316;0
2;2;40;106;34;38;1.40714889997616;165;0.249975682701916;0.249973202589899;2.00810286751948;2.0080988635309;2;-67;72;19;4;5.19097222222222;0;0;0;1.40714889997616;0
1;2;41;NaN;44;46;2.54881679988466;143;0.249978892039508;0;2.00809699716046;0;2;-10;NaN;19;2;3.19097222222222;0;0;0;2.54881679988466;0
2;2;42;55;70;55;0.949841500027105;74;0.249980389373377;0.2499696649611;2.00810360000469;2.00810292549431;2;-26;-15;19;-15;-13.8090277777778;0;0;0;0.949841500027105;0
1;2;43;NaN;62;52;1.36534760007635;10;0.249982182867825;0;2.00809833756648;0;2;8;NaN;19;-10;-8.80902777777778;0;0;0;1.36534760007635;0
1;2;44;NaN;101;127;2.44047080003656;178;0.249975356971845;0;2.00809973245487;0;2;-39;NaN;19;26;27.1909722222222;0;0;0;2.44047080003656;0
1;2;45;NaN;65;54;1.43197089992464;162;0.249972682446241;0;2.00810022861697;0;2;36;NaN;19;-11;-9.80902777777778;0;0;0;1.43197089992464;0
2;2;46;74;95;110;1.31585719995201;91;0.249972382793203;0.24997153901495;2.00810100254603;2.00809138827026;2;-30;-21;19;15;16.1909722222222;0;0;0;1.31585719995201;0
2;2;47;18;159;155;0.741077200043947;163;0.249976283637807;0.249970067292452;2.00809743115678;2.00809380155988;2;-64;39;19;-4;-2.80902777777778;0;0;0;0.741077200043947;0
1;2;48;NaN;56;39;1.80734060006216;140;0.249968832358718;0;2.00810758792795;0;2;-77;NaN;19;-17;-15.8090277777778;0;0;0;1.80734060006216;0
1;2;49;NaN;178;2;2.64919549995102;77;0.249981220345944;0;2.00809650402516;0;2;58;NaN;19;4;5.19097222222222;0;0;0;2.64919549995102;0
1;2;50;NaN;70;46;1.39064019988291;114;0.249976624269038;0;2.00809916201979;0;2;-72;NaN;19;-24;-22.8090277777778;0;0;0;1.39064019988291;0
2;2;51;48;73;66;1.20852560014464;17;0.249970355536789;0.24998344341293;2.00808271439746;2.00809823651798;2;-3;-25;19;-7;-5.80902777777778;0;0;0;1.20852560014464;0
2;2;52;57;56;55;0.750326099805534;61;0.24997078650631;0.249980366090313;2.00809709588066;2.00809003785253;2;17;1;19;-1;0.190972222222222;0;0;0;0.750326099805534;0
2;2;53;125;155;155;1.32466220017523;62;0.24997615814209;0.249974036123604;2.00809836480767;2.0080932311248;2;81;-30;19;0;1.19097222222222;0;0;0;1.32466220017523;0
2;2;54;16;119;118;2.07397289993241;76;0.249975414946675;0.249977764906362;2.00810540956445;2.00809543649666;2;36;77;19;-1;0.190972222222222;0;0;0;2.07397289993241;0
2;2;55;105;152;140;1.0251286001876;158;0.24996202182956;0.249974768841639;2.00810253364034;2.00809473125264;2;-33;-47;19;-12;-10.8090277777778;0;0;0;1.0251286001876;0
2;2;56;125;106;133;2.91583919990808;33;0.249984287889674;0.24997012829408;2.00809686887078;2.0080985352397;2;46;19;19;27;28.1909722222222;0;0;0;2.91583919990808;0
1;2;57;NaN;144;141;1.94991720002145;111;0.249979959335178;0;2.00809653266333;0;2;-38;NaN;19;-3;-1.80902777777778;0;0;0;1.94991720002145;0
2;2;58;27;55;59;0.741923599969596;67;0.249980593333021;0.249969232361764;2.00809526769444;2.00809696363285;2;89;-28;19;4;5.19097222222222;0;0;0;0.741923599969596;0
1;2;59;NaN;127;129;1.69982329988852;162;0.249977381434292;0;2.00809286744334;0;2;-72;NaN;19;2;3.19097222222222;0;0;0;1.69982329988852;0
2;2;60;149;174;167;1.17536510014907;179;0.249978405423462;0.249973033787683;2.00809813500382;2.00809830380604;2;-47;-25;19;-7;-5.80902777777778;0;0;0;1.17536510014907;0
2;3;61;119;149;145;1.42433459986933;87;0.249980916501954;0.249968529678881;2.00809663231485;2.0081070701126;3;25;-30;19;-4;NaN;0;0;1;1.42433459986933;0
1;3;62;NaN;36;44;0.940939399879426;35;0.249975954182446;0;2.00810226751491;0;3;-67;NaN;19;8;9.19097222222222;0;0;0;0.940939399879426;0
1;3;63;NaN;152;144;1.39891190011986;8;0.249973955564201;0;2.008101798594;0;3;64;NaN;19;-8;-6.80902777777778;0;0;0;1.39891190011986;0
2;3;64;21;61;63;0.924129200167954;105;0.24997298931703;0.249968797201291;2.00810453901067;2.00809680274688;3;-89;-40;19;2;3.19097222222222;0;0;0;0.924129200167954;0
2;3;65;32;48;43;0.742062099976465;76;0.249977385159582;0.24998080660589;2.00810410012491;2.00809616479091;3;13;-16;19;-5;-3.80902777777778;0;0;0;0.742062099976465;0
2;3;66;119;74;58;1.25859500002116;148;0.249974189326167;0.249971163459122;2.00809946726076;2.00809313263744;3;-26;45;19;-16;-14.8090277777778;0;0;0;1.25859500002116;0
1;3;67;NaN;155;151;1.49845879990608;74;0.249973553931341;0;2.00810166238807;0;3;-81;NaN;19;-4;-2.80902777777778;0;0;0;1.49845879990608;0
1;3;68;NaN;141;137;2.59142670012079;38;0.249983822926879;0;2.00810036901385;0;3;14;NaN;19;-4;-2.80902777777778;0;0;0;2.59142670012079;0
2;3;69;20;99;114;0.990837799850851;149;0.249981955392286;0.249976466177031;2.00809660134837;2.00809710822068;3;42;-79;19;15;16.1909722222222;0;0;0;0.990837799850851;0
1;3;70;NaN;72;74;1.02494090003893;1;0.249981227098033;0;2.00809629727155;0;3;27;NaN;19;2;3.19097222222222;0;0;0;1.02494090003893;0
2;3;71;148;35;36;1.05769239994697;88;0.249979223124683;0.249968662159517;2.00809796364047;2.00810393504798;3;37;-67;19;1;2.19097222222222;0;0;0;1.05769239994697;0
1;3;72;NaN;112;112;2.30805460014381;174;0.249974686652422;0;2.00810519582592;0;3;-77;NaN;19;0;1.19097222222222;0;0;0;2.30805460014381;0
1;3;73;NaN;170;157;1.03242689999752;127;0.249975986778736;0;2.00809179595672;0;3;-58;NaN;19;-13;-11.8090277777778;0;0;0;1.03242689999752;0
