Participant No.,Stimulus Orientation,Participant Response,Noise Level (Concentration of von Mises)
15,117,121,4
15,38,24,4
15,57,34,0.5
15,171,125,0.5
15,127,115,0.5
15,157,137,0.5
15,162,148,4
15,19,37,4
15,28,9,0.5
15,88,110,4
15,111,111,0.5
15,122,126,0.5
15,176,23,0.5
15,124,134,4
15,82,97,4
15,109,55,0.5
15,163,157,4
15,155,148,0.5
15,19,20,4
15,64,62,4
15,126,137,0.5
15,29,42,4
15,122,148,0.5
15,135,145,4
15,136,124,0.5
15,153,140,0.5
15,55,53,0.5
16,81,45,0.5
16,100,33,0.5
16,53,38,4
16,37,36,4
16,73,178,0.5
16,172,160,4
16,25,19,0.5
16,96,113,0.5
16,16,24.5,0.5
16,105,136,0.5
16,74,95,0.5
16,4,26,0.5
16,33,12,4
16,40,142,4
16,137,135,4
16,26,30,4
16,120,126,4
16,177,176,4
16,11,20,4
16,171,152,0.5
16,161,160,4
16,73,83,4
16,153,169,0.5
16,85,39,0.5
16,108,118,4
16,22,1,0.5
16,151,157,0.5
16,175,170,4
16,149,158,0.5
16,135,140,4
16,42,23,0.5
16,20,20,0.5
16,69,28,0.5
16,79,61,4
16,126,131,4
16,15,5,0.5
16,70,121,0.5
16,19,27,0.5
16,9,10,4
16,39,16,4
16,141,149,0.5
16,161,146,0.5
16,138,135,0.5
16,113,105,4
16,179,4,4
16,49,25,4
16,159,14,0.5
16,173,179,4
16,27,13,0.5
16,49,23,0.5
16,50,32,4
16,177,173,0.5
16,179,171.5,4
16,117,131,0.5
16,73,81,0.5
16,116,120,4
16,150,145,4
16,163,147,0.5
16,33,58,0.5
16,148,158,4
16,177,165,0.5
16,17,20,4
16,155,156,0.5
16,93,79,0.5
16,6,3,0.5
16,2,12,0.5
16,16,35,4
16,70,59,0.5
16,25,23,0.5
16,173,19,0.5
16,58,67,4
16,39,34,4
16,147,143,0.5
16,73,66,0.5
16,21,40,0.5
16,25,34,4
16,143,123,0.5
16,115,127,4
16,112,113,0.5
16,1,10,0.5
16,1,2.75,4
16,52,46,4
16,177,5,4
16,110,139,0.5
16,136,143,4
16,163,161,4
16,66,49,0.5
16,50,50,0.5
16,1,2,4
16,136,148,0.5
16,83,75,4
16,154,177,4
16,86,96,4
16,69,60,0.5
16,170,167,4
16,64,74,0.5
16,50,69,0.5
16,165,82,0.5
16,5,175,0.5
16,74,60,4
16,58,37,4
16,151,146,4
16,168,76,0.5
16,166,163.5,4
16,101,26,0.5
16,100,33,0.5
16,173,163,0.5
16,36,37,4
16,118,129,0.5
16,90,45,0.5
16,120,128.25,0.5
16,95,28,0.5
16,80,106,0.5
16,78,23,0.5
16,97,169,0.5
16,36,12,4
16,109,156,0.5
16,59,45,4
16,17,23,4
16,72,25,0.5
16,69,2,0.5
16,74,42,0.5
16,32,38,4
16,36,22,0.5
16,36,18,0.5
16,139,139,4
16,161,6,0.5
16,135,128,0.5
16,119,138,4
16,161,152,4
16,132,132,4
16,1,1,0.5
16,69,48,0.5
16,64,28,4
16,178,16,0.5
16,137,132,4
16,154,154,0.5
16,111,137,4
16,80,77,4
16,42,34,4
16,25,31,4
16,122,122,4
16,64,108,0.5
16,16,5,0.5
16,177,120,0.5
16,58,55,4
16,92,144,0.5
16,5,3,4
16,26,17,0.5
16,36,22,4
16,168,175,4
16,153,152,4
16,38,30,4
16,115,112,4
16,87,75,4
16,20,17,0.5
16,161,174,0.5
16,34,33,4
16,43,43,0.5
16,78,45,0.5
16,114,113,4
16,163,128,0.5
16,137,133,0.5
16,60,37,0.5
16,177,0,0.5
16,55,142,0.5
16,38,38,0.5
16,102,112,0.5
16,155,142,4
16,72,66,4
16,146,147,0.5
16,146,148,4
16,37,29,0.5
16,178,179,4
16,69,68,4
16,120,128,0.5
16,10,24,4
16,144,166,4
16,134,154,4
16,45,41,0.5
16,33,178,0.5
16,160,166,4
16,45,24,0.5
16,54,142,0.5
16,18,21,4
16,19,23,0.5
16,82,80,0.5
16,107,125,0.5
16,145,144,4
16,131,129,4
16,70,44,4
16,52,45,4
16,58,47,4
16,80,141,0.5
16,49,47,0.5
16,60,149,0.5
16,72,58,0.5
16,176,145,0.5
16,55,48,4
16,64,36,4
16,74,20,0.5
16,174,153,0.5
16,25,24,4
16,88,85.5,4
16,97,73,4
16,72,87,0.5
16,137,120,4
16,74,60,4
16,52,120,0.5
16,31,31,0.5
16,155,159,4
16,112,108,4
16,101,87,0.5
16,149,32,0.5
16,69,149,0.5
16,28,50,0.5
16,99,70,0.5
16,32,33,4
16,6,20,4
16,164,120,0.5
16,2,171,0.5
16,68,61,4
16,64,58,4
16,155,35,0.5
16,172,21,4
16,130,160,0.5
16,120,139,0.5
16,174,161,4
16,91,133,0.5
16,61,50,0.5
16,12,27,4
16,119,112,0.5
16,129,38,4
16,54,60,4
16,86,53,0.5
16,1,167,4
16,164,157,0.5
16,71,70,4
16,58,67,4
16,79,72,0.5
16,48,58,4
16,128,141,0.5
16,109,107,4
16,164,153,0.5
16,174,166,4
16,47,51,0.5
16,68,8,0.5
16,62,46,0.5
16,10,15,4
16,26,24,4
16,9,110,0.5
16,128,147,0.5
16,114,119,4
16,2,5,4
16,159,153,0.5
16,160,157,4
16,141,153,0.5
16,88,81,4
16,15,143,4
16,92,80,0.5
16,166,175,4
16,76,35,0.5
16,72,103,0.5
16,119,34,4
16,150,111,0.5
16,153,171,0.5
16,3,9,4
16,2,10,4
16,50,52.5,4
16,67,159.25,0.5
16,146,156.5,4
16,108,43,0.5
16,44,142,0.5
16,100,42,4
16,59,172,0.5
16,7,10.75,4
16,25,44,0.5
16,60,149,0.5
16,8,132,0.5
16,169,166,4
16,79,70,4
16,120,126,4
16,145,143,4
16,45,49,0.5
16,84,84,4
16,26,52,0.5
16,101,121,4
16,22,26,4
16,76,41,0.5
16,68,63,4
16,33,48,0.5
16,112,99,4
16,140,135,4
16,178,172,4
16,145,145,4
16,7,18,4
16,4,170,0.5
16,96,104,4
16,39,15,0.5
16,163,135,0.5
16,112,140,0.5
16,104,114,4
16,155,168,4
16,10,15,4
16,98,100,4
16,59,53,4
16,22,52,0.5
16,56,54,0.5
16,9,9,4
16,45,31,4
16,141,161,4
16,169,164,4
16,177,18,0.5
16,64,58,0.5
16,160,150,4
16,89,120,0.5
16,122,156,4
16,2,11,0.5
16,99,11,0.5
16,42,101,0.5
16,78,43,0.5
16,55,25,0.5
16,85,73,4
16,75,133,0.5
16,179,85,0.5
16,16,22,4
16,107,15,0.5
16,95,97,4
16,174,155,4
16,48,27,0.5
16,96,89,0.5
16,154,158,4
16,10,14,4
16,80,173,4
16,17,94,0.5
16,35,25,4
16,172,176,4
16,35,13,4
16,53,35,4
16,42,40,0.5
16,18,37,0.5
16,177,3,4
16,167,168,4
16,35,38,4
16,122,14,0.5
16,149,139,0.5
16,147,141,0.5
16,134,128,4
16,6,170,0.5
16,26,22,4
16,22,19,0.5
16,143,162,4
16,35,26,4
16,57,15,0.5
16,62,18,0.5
16,151,147,4
16,39,37,0.5
16,159,152,4
16,99,95,4
16,151,167,4
16,131,152,0.5
16,128,151,0.5
16,60,45,0.5
16,38,46,4
16,89,75,0.5
16,7,179,4
16,61,61,4
16,91,109,0.5
16,171,161,4
16,84,73,4
16,168,154,0.5
16,50,175,0.5
16,109,117,4
16,106,160,0.5
16,132,133,4
16,81,72,4
16,89,130,0.5
16,136,152,4
16,144,129,4
16,135,139,4
16,155,156,0.5
16,9,13,4
16,26,27,4
16,43,75,0.5
16,65,143,0.5
16,100,106,4
16,109,97,0.5
16,137,76,0.5
16,37,41,4
16,37,144,0.5
16,46,55,4
16,20,21,0.5
16,163,9,0.5
16,54,44,0.5
16,43,33,0.5
16,102,114,4
16,94,89,4
16,67,93,0.5
16,41,17,0.5
16,8,21,4
16,79,66,0.5
16,166,17,0.5
16,40,43,4
16,160,114,4
16,153,29,0.5
16,142,126,4
16,104,178,0.5
16,132,138,4
16,28,35,0.5
16,147,155,4
16,12,7,4
16,145,157,4
16,111,114,0.5
16,67,44,0.5
16,46,48,4
16,67,173,0.5
16,36,21,4
16,137,138,4
16,41,52,4
16,142,146,4
16,163,142,0.5
16,158,40,0.5
16,112,111,4
16,129,127,4
16,101,96,4
16,101,107,0.5
16,36,18,0.5
16,16,178,0.5
16,30,33,0.5
16,44,156,0.5
16,157,152,4
16,28,22,4
16,89,79,4
16,40,47,0.5
16,34,47,0.5
16,89,90,0.5
16,154,133,4
16,67,46,0.5
16,12,113,4
16,30,28,4
16,24,25,0.5
16,74,78,4
16,48,42,4
16,24,31,4
16,11,24,4
16,167,156,4
16,13,16,0.5
16,76,76,4
16,111,110,4
16,81,77,4
16,97,85,0.5
16,129,146,0.5
16,140,137,4
16,1,171,4
16,65,71,0.5
16,151,146,0.5
16,166,159,4
16,54,41,4
16,46,39,0.5
16,95,162,4
16,174,164,4
16,177,9,4
16,2,8,4
16,104,178,0.5
16,115,116,4
16,168,164,4
16,110,106,4
16,136,128,0.5
16,114,104,4
16,26,17,0.5
16,107,41,0.5
16,16,28,4
16,34,20,4
16,20,32,4
16,132,141,4
16,20,27,4
16,18,34,4
16,53,55,4
16,44,53,4
16,1,176,4
16,72,53,0.5
16,21,38,0.5
16,71,52,0.5
16,34,35,0.5
16,11,30,0.5
16,135,131,4
16,2,166,4
16,56,32,0.5
16,95,40,0.5
16,164,134,0.5
16,67,73,4
16,61,41,4
16,176,43,4
16,170,169,0.5
16,80,11,0.5
16,84,87,0.5
16,32,25,4
16,155,159,0.5
16,21,150,0.5
16,76,64,4
16,159,168,0.5
16,105,115,4
16,38,116,0.5
16,32,124,0.5
16,108,127,0.5
16,42,63,4
16,49,56,0.5
16,54,47,0.5
16,119,27,0.5
16,100,87,4
16,97,97,4
16,144,154,4
16,36,33,0.5
16,15,29,4
16,116,111,4
16,81,80,0.5
16,28,6,4
16,75,72,4
16,110,114,4
16,119,126,4
16,17,22,0.5
16,67,69,4
16,66,27,0.5
16,14,13,4
16,161,164,0.5
16,72,34,0.5
16,129,137,4
16,78,135,0.5
16,19,21,0.5
16,130,138,4
16,172,12,0.5
16,14,10.5,4
16,74,70,4
16,135,139,4
16,97,105,4
16,87,68,4
16,167,162,0.5
16,136,163,0.5
16,140,156,4
16,87,62,4
16,168,178,4
16,27,11,4
16,12,15,4
16,29,13,0.5
16,134,151,4
16,34,31,4
16,106,103,0.5
16,77,107,0.5
16,54,26,0.5
16,128,26,0.5
16,58,30,0.5
16,131,152,4
16,173,153,0.5
16,124,128,4
16,37,36,4
16,29,14,4
16,127,127,0.5
16,41,43,4
16,60,32,0.5
16,129,138,0.5
16,142,151,0.5
16,178,174,4
16,8,17,0.5
16,116,126,4
16,44,36,4
16,16,29,4
16,125,142,4
16,169,146,4
16,96,94,0.5
16,117,124,0.5
16,146,142,4
16,83,67,4
16,115,112,4
16,42,44,4
16,173,171,4
16,178,174,4
16,123,152,4
16,54,45,0.5
16,79,68,0.5
16,16,2,0.5
16,127,136,0.5
16,32,123,0.5
16,87,7,0.5
16,170,4,0.5
16,39,167,0.5
16,122,140,4
16,7,8,4
16,118,21,4
16,124,114,0.5
16,85,52,0.5
16,121,139,4
16,153,150,4
16,79,74,4
16,95,171,0.5
16,46,35,0.5
16,178,177,4
16,24,33,0.5
16,131,42,0.5
16,41,44,0.5
16,17,20,4
16,63,173,0.5
16,134,131,4
16,6,0,0.5
16,36,21,4
16,145,137,4
16,16,54,0.5
16,39,35,0.5
16,11,126,0.5
16,101,39,0.5
16,125,38,0.5
16,86,90,0.5
16,166,174,0.5
16,86,105,0.5
16,135,132,4
16,155,177,0.5
16,1,179,4
16,159,171,0.5
16,6,22,4
16,165,178,0.5
16,154,154,0.5
16,139,144,0.5
16,153,41,0.5
16,122,144,4
16,82,83,0.5
16,103,115,0.5
16,15,21,0.5
16,53,168,0.5
16,13,16,4
16,119,139,4
16,145,147,0.5
16,143,156,0.5
16,98,99,4
16,70,105,0.5
16,166,172,4
16,14,12,0.5
16,64,62,0.5
16,20,26,4
16,168,44,0.5
16,122,134,4
16,179,3,4
16,72,79,0.5
16,50,10,0.5
16,164,145,0.5
16,57,11,0.5
16,164,167,0.5
16,157,157,0.5
16,20,54,0.5
16,87,170,0.5
16,68,46,0.5
16,41,39,4
16,47,31,4
16,62,47,4
16,70,41,4
16,138,145,4
16,172,162,0.5
16,75,44,0.5
16,12,20,4
16,65,108,0.5
16,93,101,4
16,163,154,0.5
16,70,16,0.5
16,139,132,0.5
16,87,101,0.5
16,120,107,0.5
16,160,167,4
16,56,163,0.5
16,25,24,0.5
16,150,166,0.5
16,18,22,4
16,97,88,4
16,28,40,0.5
16,171,134,0.5
16,152,157,4
16,84,137,0.5
16,64,70,4
16,137,131,4
16,144,111,0.5
16,138,130,4
16,19,26,4
16,53,47,4
16,12,8,4
16,46,175,0.5
16,42,24,0.5
16,73,56,4
16,59,48,0.5
16,93,81,0.5
16,32,18,4
16,112,127,4
16,5,118,0.5
16,105,116,0.5
16,12,22,4
16,54,37,4
16,100,64,0.5
16,98,89,4
16,123,118,4
16,37,32,0.5
16,23,35,4
16,101,125,4
16,85,100,0.5
16,98,97,4
16,65,133,0.5
16,40,44,0.5
16,84,157,0.5
16,85,83,4
16,12,12,4
16,175,3,0.5
16,50,53,4
16,105,96,4
16,41,61,0.5
16,153,152,4
16,108,138,0.5
16,144,151,4
16,179,171,4
16,18,13,0.5
16,26,28,4
16,153,154,0.5
16,116,110,4
16,86,76,4
16,120,131,4
16,45,117,0.5
16,111,120,0.5
16,90,88,0.5
16,88,74,0.5
16,82,53,0.5
16,170,162,4
16,133,141,0.5
16,78,67,4
16,152,145,4
16,154,148,0.5
16,109,121,0.5
16,179,11,0.5
16,114,125,0.5
16,124,123,4
16,150,49,4
16,23,26,4
16,179,141,0.5
16,180,164,4
16,58,113,0.5
16,73,53,4
16,37,47,0.5
16,14,19,4
16,175,4.75,4
16,180,7,4
16,26,24,0.5
16,145,146,4
16,5,17,4
16,159,155.75,4
16,87,161,0.5
16,144,136,4
16,168,163,4
16,180,60,0.5
16,135,128,0.5
16,25,24,0.5
16,95,42,0.5
16,47,43,4
16,106,127,0.5
16,15,142,0.5
16,2,19,4
16,26,29,0.5
16,92,20,0.5
16,71,62,4
16,79,48,0.5
16,138,141,0.5
16,128,137,4
16,137,139,0.5
16,138,146,0.5
16,37,30,4
16,79,46,0.5
16,100,84,4
16,18,23,4
16,122,132,4
16,117,122,4
16,152,143,4
16,59,35,0.5
16,146,133,0.5
16,91,87,0.5
16,138,147,0.5
16,69,59,0.5
16,55,55,0.5
16,61,47,0.5
16,131,109,4
16,19,29,4
16,139,145,4
16,114,125,4
16,79,64,4
16,67,170,0.5
16,123,127,4
16,26,16,4
16,125,126,4
16,49,38,4
16,46,40,4
16,36,29,4
16,87,23,0.5
16,117,125,4
16,38,172,0.5
16,57,50,4
16,171,175,4
16,127,135,0.5
16,157,177,4
16,162,174,0.5
16,19,15,0.5
16,28,17,4
16,88,88,4
16,111,109,4
16,122,114,4
16,176,3,4
16,124,150,0.5
16,82,99,0.5
16,109,97,0.5
16,163,175,4
16,155,154,0.5
16,19,28,4
16,64,60,4
16,126,125,4
16,29,36,0.5
16,122,138,4
16,135,147,4
16,136,136,0.5
16,153,146,4
16,55,47,4
16,128,126,0.5
17,78,75,0.5
17,4,80,4
17,24,164,0.5
17,123,81,0.5
17,22,74,4
17,82,54,4
17,31,14,0.5
17,135,144,0.5
17,165,133.25,0.5
17,49,134.25,4
17,15,103,0.5
17,5,77,0.5
17,103,130,4
17,39,118,4
17,163,127.5,0.5
17,6,76,4
17,14,52.25,0.5
17,36,136,0.5
17,101,70.5,4
17,153,149,4
17,32,85.5,0.5
17,81,79,4
17,100,54.25,4
17,53,172,4
17,37,130,4
17,73,74,0.5
17,172,60,0.5
17,25,142.25,4
17,96,106.5,4
17,16,126.75,4
17,105,73,4
17,74,121.75,0.5
17,4,141.25,0.5
17,33,97.5,0.5
17,40,100.75,4
17,137,95.5,0.5
17,26,73.25,0.5
17,120,135.5,4
17,177,45,0.5
17,11,142,4
17,171,114.25,0.5
17,161,53,0.5
17,73,100.5,4
17,153,99,0.5
17,85,145.5,4
17,108,33,4
17,22,152.75,0.5
17,151,141.5,4
17,175,80.25,0.5
17,149,60,4
17,135,22,0.5
17,42,95.5,4
17,20,69,4
17,69,174.25,0.5
17,79,90.5,4
17,126,98,4
17,15,91.5,0.5
17,70,151.5,4
17,19,101.25,0.5
17,9,134.75,0.5
17,39,98,0.5
17,141,5.5,4
17,161,109.25,0.5
17,138,179.75,4
17,113,17,0.5
17,179,75.5,0.5
17,49,71.5,0.5
17,159,125.25,4
17,173,41,4
17,27,91.75,4
17,49,55.75,0.5
17,50,39.5,4
17,177,102,4
17,179,57,0.5
17,117,86.25,0.5
17,73,122.75,4
17,116,138,4
17,150,111,0.5
17,163,49,0.5
17,33,132,0.5
17,148,146,0.5
17,177,95.75,4
17,17,72,0.5
17,155,114.75,0.5
17,93,51,0.5
17,6,155,0.5
17,2,114.25,4
17,16,114,4
17,70,38.75,4
17,25,139,0.5
17,173,99,0.5
17,58,57,0.5
17,39,150,4
17,147,91,0.5
17,73,68,4
17,21,158,0.5
17,25,112,4
17,143,125,4
17,115,3.5,0.5
17,112,109,4
17,1,70,4
17,1,78,4
17,52,76,0.5
17,177,87,0.5
17,110,115,4
17,136,109,4
17,163,73,4
17,66,127,0.5
17,50,116,0.5
17,1,120,0.5
17,136,116,4
17,83,109,0.5
17,154,83,0.5
17,86,50,0.5
17,69,36,4
17,170,43,4
17,64,126,0.5
17,50,85,0.5
17,165,168,4
17,5,57,0.5
17,74,56,4
17,58,143,0.5
17,151,48,4
17,168,130,4
17,166,130,0.5
17,101,44,0.5
17,100,51,0.5
17,173,61,4
17,36,69,4
17,118,55,0.5
17,90,1.75,0.5
17,120,59.25,0.5
17,95,54,0.5
17,80,161.75,0.5
17,78,160,4
17,97,161,0.5
17,36,101.5,0.5
17,109,102,4
17,59,43,0.5
17,17,90,0.5
17,72,165.5,0.5
17,69,97.5,0.5
17,74,162,0.5
17,32,109.5,4
17,36,16,0.5
17,36,51.25,0.5
17,139,86.25,4
17,161,58.5,0.5
17,135,69.75,4
17,119,40,0.5
17,161,130,0.5
17,132,144,4
17,1,41.5,0.5
17,69,33,0.5
17,64,150.25,0.5
17,178,76,0.5
17,137,20,0.5
17,154,74,0.5
17,111,136.75,4
17,80,93.25,0.5
17,42,84,0.5
17,25,141,4
17,122,122,0.5
17,64,1.25,4
17,16,156,4
17,177,173.25,4
17,58,151.25,0.5
17,92,161,0.5
17,5,40.25,0.5
17,26,114,4
17,36,88,0.5
17,168,129.5,0.5
17,153,113.75,4
17,38,35,4
17,115,63.5,4
17,87,64.5,0.5
17,20,150.5,4
17,161,12,4
17,34,155,0.5
17,43,93,0.5
17,78,145,4
17,114,60.75,0.5
17,163,134,4
17,137,28,4
17,60,64.75,0.5
17,177,106,4
17,55,96,4
17,38,80,0.5
17,102,96,0.5
17,155,94,4
17,72,68,0.5
17,146,63,0.5
17,146,48,4
17,37,79,4
17,178,33,4
17,69,118,0.5
17,120,112,4
17,10,92,4
17,144,114,0.5
17,134,4,4
17,45,101,4
17,33,104,0.5
17,160,168,0.5
17,45,112,0.5
17,54,98,4
17,18,53,4
17,19,34,4
17,82,84,4
17,107,47,0.5
17,145,110,0.5
17,131,141.5,4
17,70,53.75,0.5
17,52,111,4
17,58,31,0.5
17,80,33,4
17,49,139,0.5
17,60,119,4
17,72,110,0.5
17,176,135,4
17,55,158,0.5
17,64,90,0.5
17,74,46,4
17,174,111,4
17,25,122,0.5
17,88,138.75,4
17,97,55,4
17,72,113.75,0.5
17,137,116,4
17,74,72,4
17,52,150,4
17,31,153,0.5
17,155,71,4
17,112,92,4
17,101,163,0.5
17,149,12,0.5
17,69,161,0.5
17,28,139.5,0.5
17,99,66,0.5
17,32,153.5,4
17,6,106,4
17,164,88,4
17,2,101,4
17,68,119,4
17,64,178,0.5
17,155,117,4
17,172,91,4
17,130,40,0.5
17,120,55,4
17,174,145,4
17,91,41,4
17,61,141.25,0.5
17,12,61,4
17,119,126,0.5
17,129,42,0.5
17,54,50,0.5
17,86,127,4
17,1,61,0.5
17,164,41,0.5
17,71,124,0.5
17,58,95,4
17,79,124,0.5
17,48,120,4
17,128,45,0.5
17,109,81,4
17,164,115,4
17,174,178,4
17,47,105,0.5
17,68,120,0.5
17,62,158,0.5
17,10,95,4
17,26,116,4
17,9,126,0.5
17,128,51,4
17,114,37,4
17,2,75,4
17,159,63,4
17,160,117,4
17,141,69,4
17,88,75,0.5
17,15,41,4
17,92,146,0.5
17,166,23,4
17,76,152,4
17,72,129,4
17,119,108,0.5
17,150,115,0.5
17,153,21,0.5
17,3,97,0.5
17,2,56,0.5
17,50,125,4
17,67,20,0.5
17,146,159,0.5
17,108,123,4
17,44,162,0.5
17,100,24,4
17,59,118,4
17,7,69,4
17,25,140,4
17,60,135,0.5
17,8,118,0.5
17,169,82,4
17,79,70,0.5
17,120,150,0.5
17,145,131,4
17,45,89,0.5
17,84,94,4
17,26,50,4
17,101,167,4
17,22,84,4
17,76,79,0.5
17,68,63,0.5
17,33,88,0.5
17,112,77,4
17,140,107,0.5
17,178,164,0.5
17,145,161,0.5
17,7,94,0.5
17,4,90,4
17,96,4,4
17,39,149,4
17,163,159,0.5
17,112,44,0.5
17,104,176,0.5
17,155,108,4
17,10,103,4
17,98,122,4
17,59,109,0.5
17,22,142,4
17,56,76,0.5
17,9,95,4
17,45,63,0.5
17,141,137,4
17,169,108,0.5
17,177,136,0.5
17,64,146,4
17,160,52,4
17,89,62,0.5
17,122,60,4
17,2,117,0.5
17,99,35,4
17,42,121,0.5
17,78,123,0.5
17,55,111,0.5
17,85,115,4
17,75,177,0.5
17,179,159,0.5
17,16,138,4
17,107,139,4
17,95,27,4
17,174,99,4
17,48,29,4
17,96,17,4
17,154,40,4
17,10,100,4
17,80,59,0.5
17,17,124,0.5
17,35,125,4
17,172,76,4
17,35,137,0.5
17,53,119,4
17,42,134,0.5
17,18,89,4
17,177,137,4
17,167,74,0.5
17,35,64,4
17,122,62,4
17,149,53,0.5
17,147,67,4
17,134,58,4
17,6,136,4
17,26,78,4
17,22,109,4
17,143,110,0.5
17,35,56,4
17,57,115,0.5
17,62,44,4
17,151,125,0.5
17,39,179,0.5
17,159,154,4
17,99,147,4
17,151,57,4
17,131,2,0.5
17,128,113,4
17,60,129,4
17,38,86,4
17,89,61,0.5
17,7,155,0.5
17,61,43,0.5
17,91,99,0.5
17,171,91,4
17,84,147,4
17,168,124,0.5
17,50,37,0.5
17,109,101,0.5
17,106,162,0.5
17,132,31,0.5
17,81,136,0.5
17,89,62,4
17,136,82,4
17,144,89,4
17,135,153,0.5
17,155,60,4
17,9,147,4
17,26,123,4
17,43,147,0.5
17,65,77,4
17,100,28,4
17,109,53,0.5
17,137,122,4
17,37,73,4
17,37,126,4
17,46,87,0.5
17,20,157,4
17,163,27,4
17,54,20,4
17,43,113,0.5
17,102,160,4
17,94,9,4
17,67,169,4
17,41,79,4
17,8,151,4
17,79,102,0.5
17,166,3,4
17,40,133,0.5
17,160,76,4
17,153,167,4
17,142,170,0.5
17,104,66,0.5
17,132,112,0.5
17,28,55,0.5
17,147,53,0.5
17,12,63,4
17,145,101,0.5
17,111,68,4
17,67,174,4
17,46,160,4
17,67,5,0.5
17,36,75,0.5
17,137,86,4
17,41,130,4
17,142,110,4
17,163,34,4
17,158,40,0.5
17,112,37,0.5
17,129,125,4
17,101,72,0.5
17,101,7,0.5
17,36,162,4
17,16,118,4
17,30,71,4
17,44,100,4
17,157,178,4
17,28,160,4
17,89,139,4
17,40,1,0.5
17,34,153,0.5
17,89,2,0.5
17,154,171,4
17,67,160,0.5
17,12,123,0.5
17,30,12,0.5
17,24,3,0.5
17,74,20,0.5
17,48,92,0.5
17,24,71,0.5
17,11,62,4
17,167,94,0.5
17,13,106,4
17,76,112,0.5
17,111,178,4
17,81,97,4
17,97,103,4
17,129,100,0.5
17,140,77,4
17,1,1,0.5
17,65,141,4
17,151,82,0.5
17,166,173,0.5
17,54,131,4
17,46,23,4
17,95,168,4
17,174,54,0.5
17,177,23,0.5
17,2,56,0.5
17,104,8,4
17,115,68,0.5
17,168,14,4
17,110,138,4
17,136,120,0.5
17,114,54,4
17,26,65,0.5
17,107,129,4
17,16,66,0.5
17,34,80,0.5
17,20,126,4
17,132,113,4
17,20,105,0.5
17,18,54,0.5
17,53,129,0.5
17,44,57,0.5
17,1,56,0.5
17,72,117,4
17,21,116,0.5
17,71,98,0.5
17,34,121,0.5
17,11,54,0.5
17,135,39,0.5
17,2,130,0.5
17,56,52,0.5
17,95,36,0.5
17,164,140,0.5
17,67,157,4
17,61,103,4
17,176,21,4
17,170,99,4
17,80,115,0.5
17,84,43,4
17,32,75,4
17,155,27,4
17,21,152,0.5
17,76,146,0.5
17,159,158,4
17,105,179,0.5
17,38,64,4
17,32,142,4
17,108,175,4
17,42,123,0.5
17,49,134,0.5
17,54,21,4
17,119,9,4
17,100,123,4
17,97,25,0.5
17,144,114,0.5
17,36,13,4
17,15,149,0.5
17,116,139,0.5
17,81,82,4
17,28,130,0.5
17,75,142,4
17,110,36,0.5
17,119,86,0.5
17,17,100,4
17,67,115,4
17,66,123,4
17,14,45,4
17,161,162,4
17,72,48,4
17,129,67,4
17,78,67,0.5
17,19,11,4
17,130,14,0.5
17,172,48,4
17,14,104,0.5
17,74,164,4
17,135,139,4
17,97,175,0.5
17,87,90,4
17,167,42,4
17,136,91,0.5
17,140,112,4
17,87,32,0.5
17,168,38,4
17,27,81,0.5
17,12,83,4
17,29,45,4
17,134,41,4
17,34,125,4
17,106,63,0.5
17,77,117,0.5
17,54,54,0.5
17,128,36,0.5
17,58,104,0.5
17,131,98,0.5
17,173,69,0.5
17,124,22,0.5
17,37,58,0.5
17,29,178,0.5
17,127,27,4
17,41,143,4
17,60,132,4
17,129,66,0.5
17,142,101,4
17,178,108,4
17,8,95,0.5
17,116,64,0.5
17,44,74,4
17,16,147,4
17,125,56,4
17,169,106,4
17,96,154,4
17,117,174,0.5
17,146,72,0.5
17,83,3,4
17,115,28,0.5
17,42,88,0.5
17,173,119,0.5
17,178,142,0.5
17,123,26,4
17,54,175,0.5
17,79,18,0.5
17,16,48,4
17,127,144,0.5
17,32,97,4
17,87,21,4
17,170,36,0.5
17,39,171,0.5
17,122,106,0.5
17,7,118,4
17,118,39,4
17,124,154,4
17,85,116,4
17,121,73,0.5
17,153,70,4
17,79,130,0.5
17,95,155,0.5
17,46,111,0.5
17,178,157,0.5
17,24,51,0.5
17,131,68,0.5
17,41,54,4
17,17,62,4
17,63,11,0.5
17,134,91,0.5
17,6,134,0.5
17,36,159,4
17,145,159,0.5
17,16,72,0.5
17,39,133,4
17,11,76,4
17,101,15,4
17,125,10,0.5
17,86,110,4
17,166,110,4
17,86,129,4
17,135,104,0.5
17,155,39,4
17,1,115,4
17,159,119,4
17,6,30,0.5
17,165,166,0.5
17,154,10,0.5
17,139,80,0.5
17,153,51,4
17,122,102,0.5
17,82,93,0.5
17,103,35,4
17,15,7,0.5
17,53,6,0.5
17,13,2,0.5
17,119,43,0.5
17,145,117,4
17,143,60,4
17,98,113,4
17,70,129,0.5
17,166,44,4
17,14,36,4
17,64,52,0.5
17,20,64,4
17,168,48,0.5
17,122,76,4
17,179,131,0.5
17,72,77,0.5
17,50,74,0.5
17,164,153,0.5
17,57,47,0.5
17,164,125,4
17,157,119,0.5
17,20,178,0.5
17,87,136,0.5
17,68,114,0.5
17,41,83,0.5
17,47,81,0.5
17,62,137,4
17,70,107,4
17,138,71,4
17,172,24,0.5
17,75,144,4
17,12,90,4
17,65,134,0.5
17,93,63,0.5
17,163,110,0.5
